"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"EASY SOLAR","Installation solaire photovoltaïqueraccordée au réseau sur le lycée Berthelot","342,490 €","34,650 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EASY SOLAR","Installation solaire photovoltaïque raccordée au réseau sur le lycée Charles Augustin Coulomb","1,200,533 €","118,800 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EASY SOLAR","Installation solaire photovoltaïque raccordée au réseau sur le lycée Edouard Branly","709,601 €","76,162 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EASY SOLAR","Installation solaire photovoltaïque raccordée au réseau sur le lycée Le Renaudin","464,803 €","47,250 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"Ecole de l'ADN en Poitou-Charentes","Des clés pour comprendre: formations en biologie pour les associations de maladies génétiques","52,900 €","19,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"1","Activités R&DT dans centres de recherche"
"Ecole de l'ADN en Poitou-Charentes","Lycée, recherche et métiers scientifiques","91,474 €","45,700 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"1","Activités R&DT dans centres de recherche"
"ECO POITOU-CHARENTES","Centrale photovoltaïque raccordée au réseau de 22.96 kWc","126,171 €","11,480 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EDF Energies Nouvelles Réparties","Cenrale photovoltaïque connecté au réseau d'une puissance de 77.525 kWc sur le lycée Doriole à La Rochelle","232,560 €","77,525 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EDF Energies Nouvelles Réparties","Centrale photovoltaïque connectée au réseau d'une puissance de 133 kWc sur le Lycée Cordouan à Royan","399,000 €","133,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EDF Energies Nouvelles Réparties","Centrale photovoltaïque connectée au réseau d'une puissance de 161 kWc sur le lycée Valin  à La Rochelle","483,000 €","161,000 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EDF Energies Nouvelles Réparties","Centrale photovoltaïque connectée au réseau sur le lycée Rompsay à La Rochelle","228,000 €","75,600 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
"EDF Energies Nouvelles Réparties","Installation photovoltaïque raccordée au réseau sur le lycée du Bois d'Amour","635,195 €","64,100 €","FEDER ","POITOU-CHARENTES","POITOU-CHARENTES",,"40","Energie renouvelable: én. solaire"
