begunstigter,projekt,datum_erstbewilligung,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,fund_type,currency,uri
Paritätische Akademie gGmbH,Internetportal Bürgerengagement in Berlin,01.10.2008,"443.719,18",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Paula Panke e.V.,Flexible Kinderbetreuung (§ 16 SGB ),01.10.2007,"816.933,01",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Perform Gesellschaft für berufliche Entwicklung mbH,Baltikum III,11.02.2008,"231.206,24",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Perform Gesellschaft für berufliche Entwicklung mbH,Int.Assistent im Dienstleistungs- und Wirtschaftsmanagement,03.11.2008,"278.784,52",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21149 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 11,01.01.2008,"46.617,97","46.617,97",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21150 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 12,01.01.2008,"46.680,00","46.680,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21151 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 13 ECDL,16.01.2008,"46.680,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Start_Chance_(1),01.01.2008,"46.537,24","46.537,24",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,"Quali MAE 2008 Qualifizierungsprojekt ""Recht im Alltag - der Behördenführerschein""",30.01.2008,"13.115,99","13.115,99",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21155 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 14,15.02.2008,"46.680,00","46.680,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21167 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 15,01.04.2008,"46.680,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,Deutsch für den Beruf und Arbeitsplatzlernen-1,01.04.2008,"89.999,47","89.999,47",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,21175 Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Berufs_Scout 16,15.05.2008,"46.680,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22240 Deutsch für den Beruf (6) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,06.05.2008,"61.999,65","61.999,65",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,Ausbildungsförderung von Jugendlichen mit Migrationshintergrund - Start_Chance_(2),15.05.2008,"46.680,00","46.680,00",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,"Quali MAE ""Tandem Berlin - Migranten und Einheimische gemeinsam in Zusatzjobs und Qualifizierung""",01.06.2008,"59.274,71",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22245 Englisch für Berufe in Wirtschaft und Verwaltung für Fortgeschrittene-2,05.06.2008,"60.007,83",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22246 PC-Nutzung und Deutsch für die berufliche Reintegration von Zuwanderern-2,05.06.2008,"60.494,65",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,Deutsch für den Beruf und Arbeitsplatzlernen-2,01.07.2008,"89.997,47",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22264- PC-Nutzung und Deutsch für die berufliche Reintegration von Zuwanderern-3,01.08.2008,"60.599,31",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22265- Deutsch für den Beruf (7) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,01.08.2008,"60.599,31",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22268- Englisch für Wirtschaft und Verwaltung-3-Basiskenntnisse,15.08.2008,"64.289,63",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22273 Buchhaltung aktuell-Anpassungsqualifizierung für Langzeitarbeitslose Buchhalter und Ökonomen,01.09.2008,"53.998,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22274 Deutsch für den Beruf (8) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,01.09.2008,"53.998,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22275 Deutsch für den Beruf (9) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,10.09.2008,"53.998,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22276 Deutsch für den Beruf (10) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,10.09.2008,"63.504,23",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,PIG0012 Deutsch für den Beruf und Arbeitsplatzlernen-3; Mehrwert zweisprachig im Arbeitsmarkt,01.10.2008,"89.970,87",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,PIG0013 Berufsenglisch für Wirtschaft und Verwaltung/Basiskenntnisse-II,01.10.2008,"89.970,87",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,PIG0011 Deutsch für den Beruf und PC-Anwendertraining für berufliche Anforderungen,01.10.2008,"89.970,87",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22280 Deutsch für den Beruf (11) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,15.10.2008,"36.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22281 Englisch für Berufe in Wirtschaft und Verwaltung für Fortgeschrittene-3,15.10.2008,"17.625,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Personal_inform GmbH,22285- Deutsch für den Beruf (12) Mehrwert zweisprachig im Arbeitsmarkt der Hauptstadtregion,01.11.2008,"61.600,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Plan B, Ges. für berufliche Bildung mbH","QBK - Qualifizierung, Beratung, Konzeptentwicklung - Von der Alimentierung in den 1. Arbeitsmarkt",01.01.2008,"1.153.330,50",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
pro agora e.V.,Fachkraft für Bio-Produkte in Gastronomie und Handel (MAE),10.12.2008,"150.685,38",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Projektagentur,Dienstleistungen für die Gesundheit in Steglitz-Zehlendorf,05.11.2007,"40.052,25","40.052,25",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Projektgemeinschaft Berufs- u. Erwachs.bildg. e.V.,15704 Europäische Perspektiven 2008/09 (Italien/Spanien),09.06.2008,"286.007,04",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Projektgemeinschaft Berufs- u. Erwachs.bildg. e.V.,15705 Europäische Perspektiven 2008/ 2009 (Großbritannien),07.07.2008,"184.348,80",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Proson GmbH,"Interaktives Netzwerk - ""Deutsch als Fremdsprache in Alltag und Beruf im blended learning""",24.11.2008,"460.722,77",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
publicata e. V.,BZM-ÖBS Igor Munk und Michael Polifka,01.11.2007,"40.156,34","40.156,34",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
P.U.K. a malta gGmbH,Berufsvorbereitende Maßnahme zur Ausbildungsreife von Jugendlichen mit Migrationshintergrund,01.02.2008,"37.171,12","37.171,12",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
P.U.K. a malta gGmbH,Berufsvorbereitende Maßnahme zur Ausbildungsreife von Jugendlichen mit Migrationshintergrund,01.03.2008,"36.755,51","36.755,51",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
P.U.K. a malta gGmbH,Berufsvorbereitende Maßnahme zur Ausbildungsreife von Jugendlichen mit Migrationshintergrund,15.09.2008,"67.312,89",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
P.U.K. a malta gGmbH,Berufsvorbereitende Maßnahme zur Ausbildungsreife von Jugendlichen mit Migrationshintergrund,01.10.2008,"70.560,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Qual.gesellschaft f. Energie- u. Umwelttechnik gGmbH,"BZM-1, Leistungen zur Beschäftigungsförderung QEU §16a SGBII",01.11.2007,"39.663,06","39.663,06",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Qual.gesellschaft f. Energie- u. Umwelttechnik gGmbH,BZM § 16a -ÖBS nach §16a SGB II- Maßnahme 2,01.12.2007,"19.959,49","19.959,49",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Qual.gesellschaft f. Energie- u. Umwelttechnik gGmbH,Hausmeisterdienste/Gebäudemanagement,01.07.2008,"22.747,78","22.747,78",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Qual.gesellschaft f. Energie- u. Umwelttechnik gGmbH,Hausmeisterdienste/Gebäudemanagement,03.10.2008,"22.644,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"RAA e.V. (Regionale Arbeitsstellen für Bildung, Integration und Demokratie)",Schülerfirmen an Hauptschulen entwickeln sich weiter,01.09.2008,"84.317,33",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Ratz-Fatz e.V.,Förderung künstlerisch-kultureller Projekte,01.03.2008,"132.792,24",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Raupe und Schmetterling-Frauen in der Lebensmitte,Raupe und Schmetterling e.V./2 Berufsorientierungskurse,01.01.2008,"78.080,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Raupe und Schmetterling-Frauen in der Lebensmitte,Raupe und Schmetterling e.V. / Beratungsstelle Frau und Arbeit,01.01.2008,"141.590,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Regierender Bürgermeister von Berlin, Senatskanzlei, Kulturabteilung",Erfahrungsaustausch im Rahmen von Eurocities,01.03.2008,"25.756,45",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SelbstHilfeInitiative Alleinerziehender (SHIA) e.V,Ernährungserziehung durch flexible Kinderbetreuung in Einelternfamilien,01.10.2007,"704.681,90",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Seminarzentrum Göttingen GmbH & Co.KG,Jobarbeit Marzahn Ziel 2,03.03.2008,"102.015,72","102.015,72",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Seminarzentrum Göttingen GmbH & Co.KG,InZenit MAE IT- und Kaufmännische Module Wilmersdorf,13.10.2008,"136.598,77",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Seminarzentrum Göttingen GmbH & Co.KG,Internationales Veranstaltungsmanagement,20.10.2008,"230.727,64",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Gesundheit, Umwelt und Verb.","Fördertechnische Unterstützung von ESF-Maßnahmen der ""Qualif., Beschäftig., Beratung von Drogenabh.",22.12.2008,"59.931,02",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Gesundheit, Umwelt und Verbraucherschutz",Freiwilliges Ökologisches Jahr 2008/2009 - Projektverwaltung,01.09.2008,"12.600,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Integratíon, Arbeit und Soziales",Geschäftsbesorgung für SenIAS 2007 bis 2009,01.11.2007,"412.527,59",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Wirtschaft, Technologie und Frauen",Öffentlichkeitsarbeit PUNKT 2008/2009,21.01.2008,"50.000,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Wirtschaft, Technologie und Frauen",ESF-Begleitforschung 2008-2010,01.07.2008,"334.736,76",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Wirtschaft, Technologie und Frauen",Führung eines Koordinierungsbüros,15.05.2008,"158.860,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"Senatsverwaltung für Wirtschaft, Technologie und Frauen",Dienstreisen,01.01.2008,"24.100,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SFZ e.V.,PEB - Aller Ehren wert - Bürgerschaftliches Engagement in MH,01.12.2008,"284.774,76",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Sonntags-Club e.V.,Informations- und Betreuungsangebote,01.12.2007,"316.238,94",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Spektrum Gesellschaft für berufliche Bildung und Integration mbH,MmB - SP 2) VERA,01.02.2008,"313.513,44",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,APP 2007 plus / Verbund,01.09.2007,"16.439.710,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,APP 2007 plus / LOK,01.09.2007,"9.617.364,13",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,TRIDEM I 2008-2011,01.08.2008,"4.027.343,84",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,Netzwerk Regionale Ausbildungsverbünde Berlin 2008-2010,01.01.2008,"9.731.805,19",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,Bildungsmaßnahmen für Teilnehmer/-innen in Zusatzjobs 2 Neu PA C (Sammelantrag),01.01.2008,"8.273.497,20",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,"Berliner Programm ""vertiefte Berufsorientierung für Schülerinnen und Schüler"" (BVBO)",01.08.2008,"6.567.840,21",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,APP 2008 plus / LOK,01.09.2008,"7.162.933,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
SPI Consult GmbH,APP 2008 plus / Verbund,01.09.2008,"15.733.326,00",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"""Sport für Berlin"" BQG gGmbH",BZM Sozialintegrative Kinder- und Jugendarbeit im Sport in Steglitz-Zehlendorf,05.11.2007,"43.590,30","43.590,30",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
"""Sport für Berlin"" BQG gGmbH",Beschäftigungsförderung im Sport in Berlin-Lichtenberg II,01.04.2008,"73.850,40",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
Sportjugend im Landessportbund Berlin e.V.,Kids in die Sportklubs,01.05.2008,"26.234,29","26.234,29",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22241 Vorbereitung auf die Prüfungen zum ECDL Start-Zertifikat,20.05.2008,"42.413,08","42.413,08",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22244 Vorbereitungen auf die Prüfungen zum ECDL (ECDL XXV Core),03.06.2008,"56.424,10","56.424,10",ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22251 Xpert Business im Bereich Lohn und Gehalt (KK XII LoGe),24.07.2008,"54.002,51",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22266-Vorbereitungen auf die Prüfungen zum ECDL Start-Zertifikat (ECDL XXVI Start),04.08.2008,"54.002,51",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22291 Vorbereitungen auf die Prüfungen zum ECDL Start-Zertifikat (ECDL XXVII Start),10.11.2008,"56.000,03",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
StadtImpuls GmbH,22292 Xpert Business im Bereich Finanzbuchhaltung (KK XIII Fibu),25.11.2008,"56.000,03",0,ESF,EUR,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf?start&ts=1248686035&file=beguenstigtenverzeichnis_esf_2008.pdf
