nome_beneficiari,denominazione_operazione,codice_operazione,tipo_operazione,anno,importo_impegnato,importo_pagato,fund_type,currency,uri
CAMAR MOBILI S.R.L.,INFORMATICA GESTIONALE,103137,Progetto formativo,2008,"12.786,40","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CARNE BIO srl,organizzazione del lavoro,114994,Progetto formativo,2009,"4.560,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Cartotecnica Jesina s.a.s,English & Office Automation in Cartotecnica,111922,Progetto formativo,2008,"7.526,69","1.637,12",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CASARTIGIANI DI MACERATA,Operatore estetico-cosmetico,103968,Progetto formativo,2008,"12.613,56","474,72",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CASARTIGIANI DI MACERATA,Parrucchiere,103969,Progetto formativo,2008,"13.261,14","1.144,60",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Casato SpA,CONTROLLO QUALITA',114979,Progetto formativo,2009,"6.723,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CE.S.CO.T. Pesaro,Operatore contabilità (addetto alla contabilità generale),101649,Progetto formativo,2008,"57.000,00","11.860,55",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CE.S.CO.T. Pesaro,"per la formazione di apprendisti nei settori del turismo/alimentare/terziario/distribuzion e/servizi con particolare approfondimento del settore terziario, distribuzione e servizi.",101702,Progetto formativo,2008,"164.880,00","15.993,35",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CE.S.CO.T. Pesaro,Contabilità fiscale e tributaria (Progetto Quadro),103130,Progetto formativo,2008,"43.560,00","3.399,65",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CE.S.CO.T. di Ascoli Piceno e Fermo Centro Sviluppo Commercio Turismo di Ascoli Piceno e Fermo,"""Gestione dell'internazionalizzazione""",114796,Progetto formativo,2009,"64.125,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro E.D.A. Istituto Comprensivo ""A. Olivieri""",LINGUA ITALIANA PER GIOVANI ADULTI,102665,Progetto formativo,2008,"23.000,00","845,20",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"CENTRO IMPIEGO, ORIENTAMENTO E FORMAZIONE CIVITANOVA",CORSO LINGUA ESTERA INGLESE BASE (ALFABETIZZAZIONE),114833,Progetto formativo,2009,"1.774,00","770,38",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"CENTRO IMPIEGO, ORIENTAMENTO E FORMAZIONE CIVITANOVA",CORSO LINGUA ESTERA INGLESE - LIVELLO INTERMEDIO,114859,Progetto formativo,2009,"1.774,00","768,58",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro Locale per la Formazione di Ancona,Apprendistato-Progetto Parrucchieri/Estetiste 1° LIvello,115718,Progetto formativo,2008,"14.400,00","1.904,60",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro Locale per la Formazione di Ancona,Apprendistato-Progetto Parrucchieri/Estetiste 2° LIvello,115724,Progetto formativo,2008,"14.400,00","5.286,66",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro Locale per la Formazione di Ancona,Apprendistato-Progetto Chimica/Gomma/Plastica/Vetro 1° Livello,115746,Progetto formativo,2008,"13.500,00","5.559,92",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro Locale per la Formazione di Ancona,Apprendistato-Progetto Legno Arredo/ Grafici,119347,Progetto formativo,2008,"15.660,00","2.675,16",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro Locale per la Formazione di Ancona,Servizi Informativi di Orientamento,120154,Progetto formativo,2009,"3.670,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro Locale per la Formazione Industriale - Via Cagliari, ASCOLI PICENO",TECNICO DEL RISPARMIO ENERGETICO E DELLO SVILUPPO ECO-SOSTENIBILE,101491,Progetto formativo,2008,"103.623,50","33.847,67",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PAPA GIOVANNI XXIII,operatore in musicoterapia,116273,Progetto formativo,2009,"40.593,62","1.855,91",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,NUOVE TECNOLOGIE (ADDETTO DI LAVANDERIA),102771,Progetto formativo,2008,"7.187,70","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,PROGETTO QUADRO PER IMPRESE - Incrementi di conoscenza e innovazione per la competitività sostenibile delle imprese e lo sviluppo del sistema territoriale,103064,Progetto formativo,2008,"80.666,06","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,Corso per Atipici Accrescimento delle competenze e delle conoscenze per i lavoratori con contratti atipici,103065,Progetto formativo,2008,"11.384,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,Progetto quadro obiettivo - INFORMATICA,103128,Progetto formativo,2008,"27.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,Corso di formazione ed orientamento per destinatari di borse per esperienze lavorative.,115312,Progetto formativo,2009,"4.950,00","4.941,26",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,Corso di formazione ed orientamento per destinatari di assegni per progetti di ricerca,115386,Progetto formativo,2009,"2.970,00","2.970,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l’Impiego l’Orientamento e la Formazione di Fano,Corso di formazione ed orientamento per destinatari di assegni per progetti di ricerca,120165,Progetto formativo,2009,"4.374,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,OPERATORE SOCIO SANITARIO,102775,Progetto formativo,2008,"108.051,90","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,TUTELA AMBIENTALE-TECNICO PER LA GESTIONE DELLE RISORSE NATURALI(PROGETTO QUADRO),103012,Progetto formativo,2008,"19.724,00","18.410,33",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,ALFABETIZZAZIONE INFORMATICA (PROGETTO QUADRO),103102,Progetto formativo,2008,"83.599,20","6.061,49",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,N/QB2 OPERATORE SISTEMI INFORMATIVI AZIENDALI,103348,Progetto formativo,2008,"67.500,00","41.120,54",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,N/QB2 ELETTROMECCANICO,103349,Progetto formativo,2008,"45.000,00","30.454,09",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,N/QB2 ADDETTO MACCHINE UTENSILI,103352,Progetto formativo,2008,"45.000,00","30.442,14",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,N/QA MECCANICO GENERICO (OPERATORE MECCANICO),103471,Progetto formativo,2008,"78.396,00","49.088,65",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,N/QA ADDETTO IMPIANTI ELETTRICI B.T-,103489,Progetto formativo,2008,"57.486,00","33.518,08",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,"CORSO DI FORMAZIONE ED ORIENTAMENTO PER PROGETTI FINANZIATI ""SOSTEGNO ALLA CREAZIONE D'IMPRESA""",115220,Progetto formativo,2009,"2.970,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,CORSO DI FORMAZIONE ED ORIENTAMENTO PER DESTINATARI DI BORSE PER ESPERIENZE LAVORATIVE,115246,Progetto formativo,2009,"4.950,00","4.798,02",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,CORSO DI FORMAZIONE ED ORIENTAMENTO PER DESTINATARI ASSEGNI DI RICERCA,115349,Progetto formativo,2009,"2.970,00","2.871,33",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,LAVORI D'UFFICIO (CONTABILITA' DI BASE),116432,Progetto formativo,2009,"5.832,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,LAVORI D'UFFICIO (CONTABILITA' AVANZATA),117323,Progetto formativo,2009,"7.776,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
Centro per l'impiego di Urbino,CORSO DI FORMAZIONE ED ORIENTAMENTO PER DESTINATARI ASSEGNI DI RICERCA,120085,Progetto formativo,2009,"4.374,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,Preformazione Orientamento Lavorativo fasce deboli AZIONE A SOGGETTI DIVERSAMENTE ABILI ISCRITTI AL COLLOCAMENTO OBBLIGATORIO O CERTIFICATI,108235,Progetto formativo,2008,"8.926,00","6.213,14",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,"Preformazione Orientamento Lavorativo fasce deboli AZIONE B - Soggetti svantaggiati (ex detenuti, detenuti ammessi a regime alernativo, soggetti affetti da dipendenza patologica, exstracomunitari, vittime della tratta, minori di età superiore a 16 anni",108318,Progetto formativo,2008,"8.926,00","6.325,06",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,ALFABETIZZAZIONE INFORMATICA,115838,Progetto formativo,2009,"5.600,00","5.273,20",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,LINGUA ESTERA INGLESE,115840,Progetto formativo,2009,"5.600,00","4.723,61",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,Alfabetizzazione informatica (Elaborazione testi livello ECDL),117450,Progetto formativo,2009,"360,81","134,16",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,ALFABETIZZAZIONE INFORMATICA,118596,Progetto formativo,2009,"5.600,00","5.040,07",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,LINGUA ESTERA INGLESE,118597,Progetto formativo,2009,"5.600,00","5.256,10",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO E LA FORMAZIONE MC,ALFABETIZZAZIONE INFORMATICA (FOGLIO ELETTRONICO LIVELLO ECDL),124245,Progetto formativo,2009,"285,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - ELETTRICISTI -,111665,Progetto formativo,2008,"13.086,00","12.680,10",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - MECCANICI -,111670,Progetto formativo,2008,"15.476,40","14.608,83",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 2° LIVELLO - MECCANICI -,111673,Progetto formativo,2008,"14.443,20","13.925,38",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 2° LIVELLO - CHIMICA/VETRO/GOMMA/PLASTICA -,112534,Progetto formativo,2008,"15.385,20","14.735,64",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - MECCANICI -,114584,Progetto formativo,2008,"14.872,80","14.016,28",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 2° LIVELLO - MECCANICI -,114585,Progetto formativo,2008,"14.872,80","13.937,24",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1 A - 2° LIVELLO - ELETTRICISTI -,114586,Progetto formativo,2008,"13.954,80","13.114,15",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 2° LIVELLO - MAGAZZINIERI -,114587,Progetto formativo,2008,"13.954,80","13.416,75",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - ESTETISTE/PARRUCCHIERE - A -,114608,Progetto formativo,2008,"13.954,80","12.973,08",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - ESTETISTE/PARRUCCHIERE - B -,114619,Progetto formativo,2008,"13.550,40","12.842,64",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 1° LIVELLO - LEGNO -,114622,Progetto formativo,2008,"14.912,40","13.553,88",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,MACCANICO AUTO - 1^ Annualità,118498,Progetto formativo,2009,"64.512,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - 2° LIVELLO - MAGAZZINIERI -,119296,Progetto formativo,2008,"14.520,00","257,66",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - MECCANICI -,119300,Progetto formativo,2008,"15.920,40","258,19",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE - JESI,Corso apprendisti - 1^ A - I° LIVELLO - ELETTRICISTI -,119303,Progetto formativo,2008,"14.040,00","215,40",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Personale Servizi Vari -Cooperazione Internazionale-,114723,Progetto formativo,2009,"12.149,92","11.430,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Alfabetizzazione Informatica (Office livello ECDL),117295,Progetto formativo,2009,"2.048,98","1.879,87",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Pizzeria,117430,Progetto formativo,2009,"3.058,44","1.337,88",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Pizzeria,121194,Progetto formativo,2009,"3.058,44","1.335,09",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Pasticceria,121449,Progetto formativo,2009,"3.060,04","149,68",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
CENTRO PER L'IMPIEGO L'ORIENTAMENTO E LA FORMAZIONE TOLENTINO,Barman,121561,Progetto formativo,2009,"2.426,88","941,76",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",OPERATORE SOCIO SANITARIO - DIPENDENTI,101992,Progetto formativo,2008,"108.000,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro","RIQUALIFICAZIONE PER OCCUPATI ( LA FILIERA DELLA CARNE ""VENDITA DIRETTA"" DALLA STALLA ALLA TAVOLA"")",102006,Progetto formativo,2008,"5.441,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",ADDETTI LAVORI IN QUOTA NEI CANTIERI,102220,Progetto formativo,2008,"4.807,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",PREFORMAZIONE DI ORIENTAMENTO LAVORATIVO PER FASCE DEBOLI,102223,Progetto formativo,2008,"13.500,00","12.979,13",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",GESTIONE ENERGIA IMPIANTI ECOLOGICI:ECOMANAGER,102224,Progetto formativo,2008,"9.216,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro","LINGUA INGLESE ""English for life and work"" - PROGETTO QUADRO PER OBIETTIVO",102422,Progetto formativo,2008,"64.140,00","7.521,83",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",MUSEI:I SERVIZI EDUCATIVI MUSEALI IN RETE,102459,Progetto formativo,2008,"8.450,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",VALUTAZIONE AMBIENTALE STRATEGICA DI PIANI E PROGRAMMI,102475,Progetto formativo,2008,"18.335,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",OPERATORE SOCIO SANITARIO - Disoccupati,102786,Progetto formativo,2008,"102.265,00","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",ADDETTO LAVORAZIONE CERAMICA,102808,Progetto formativo,2008,"19.634,00","6.751,20",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
"Centro per l'Impiego, l' Orientamento e la Formazione di Pesaro",ADDETTI ALLA MOVIMENTAZIONE MECCANICA DEI CARICHI,102828,Progetto formativo,2008,"1.342,26","0,00",ESF,EUR,http://www.istruzioneformazionelavoro.marche.it/fse/Lista_beneficiari_31_12_2009.pdf
