"codice_programma","codice_identificativo_operazione","codice_locale_intervento","titolo","cup","fonte_inclusione_rendicontazione","asse","ob_spec","ob_op","denominazione","cf_p_iva","provincia_sede_legale","comune_sede_legale","indirizzo_sede_legale","totale_impegni_beneficiario","totale_pagamenti","fund_type","currency","uri"
"2007IT051PO003.4.i1.1","SI_2_229","3.06/9.2.5/1565","LAVORARE IN SERRA¿¿.","D63D06000 230009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSIA E. FERMI",80012240877,"Catania","Catania","VIA PASSO GRAVINA, 197","25.628,30","25.628,30","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_230","3.06/9.2.5/1566","EQUI - AZIONE: UN CAVALLO PER AMICO","H63D06000 370009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. PESTALOZZI",80013790870,"Catania","Catania","VIA VILLAGGIO S. AGATA ZONA A","60.517,54","60.517,54","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_231","3.06/9.2.5/1567","LE ALI DEGLI ANTROCCOLI","H93D06000 340009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IIS V. I. CAPIZZI - IPSIA BIANCAVILLA",80011280874,"Catania","Bronte","VIA UMBERTO, 279","35.611,70","35.611,70","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_232","3.06/9.2.5/1568","COSTRUIAMO IL NOSTRO FUTURO¿¿","G33D06000 500009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. S. SCANDURA",90006050877,"Catania","Aci Catena","VIA DOTT. CHIARENZA, 38","24.094,08","24.094,08","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_233","3.06/9.2.5/1569","CORPI IN MOVIMENTO","G63D06000 270009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. G. RECUPERO",80007870879,"Catania","Catania","VIA VELLETRI, 28","43.118,38","43.118,38","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_234","3.06/9.2.5/1570","INTEGRIAMO I NOSTRI DIRITTI","G63D06000 260009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. G. RECUPERO",80007870879,"Catania","Catania","VIA VELLETRI, 28","43.323,10","43.323,10","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_235","3.06/9.2.5/1571","INSIEME PER UN MONDO SENZA DISAGI","E53D06000 450009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I.C.S. L. GRASSI",83001710876,"Catania","Mascali","VIA IMMACOLATA, 26","23.683,97","23.683,97","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_236","3.06/9.2.5/1572","STUDIO E MI DIVERTO","D33D06000 250009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. L. PIRANDELLO",83002470876,"Catania","Linguaglossa","VIA SANT'ANTONIO, 12","23.856,31","23.856,31","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_237","3.06/9.2.5/1573","SCUOLA IN MOVIMENTO","C23D06000 160009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. A. NARBONE",91013660872,"Catania","Caltagirone","VIA DEGLI STUDI, 8","35.764,46","35.764,46","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_238","3.06/9.2.5/1574","COMUNICO CON TANTI LINGUAGGI","H53D06000 140009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. G. PONTE",82002010872,"Catania","Palagonia","VIA CIRCONVALLAZIONE, 15","56.305,62","56.305,62","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_239","3.06/9.2.5/1575","INFORMATICA DELL'IMMAGINE","B63D06000 120009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. V. BRANCATI",80014150876,"Catania","Catania","STRADALE S. TEODORO","25.421,60","25.421,60","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_240","3.06/9.2.5/1576","DALLO SMARRIMENTO ALLA CONSAPEVOLEZZ A 2¿","F63D06000 130009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I.C.S. A. MANZONI",80011480870,"Catania","Catania","VIA PLEBISCITO, 784","19.965,15","19.965,15","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_241","3.06/9.2.5/1577","INSIEME PER L'INTEGRAZIONE","J33D06000 200009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IISS PANTANO OLIVETTI",83001430871,"Catania","Riposto","VIA ROMA, 66","20.084,80","20.084,80","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_242","3.06/9.2.5/1578","LA CERAMICA PER CRESCERE","E63D06000 600009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. FONTANAROSSA",93105030873,"Catania","Catania","VIA FONTANAROSSA, 9","24.948,50","24.948,50","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_243","3.06/9.2.5/1579","INSIEME PER CRESCERE","I83D060001 50009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","IPSAA A. M. MAZZEI",83002050876,"Catania","Giarre","VIA P.PE DI PIEMONTE, 92","24.221,96","24.221,96","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_244","3.06/9.2.5/1580","I FRUTTI DELL'ETNA","I43D060001 00009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. C. DUSMET",80011980879,"Catania","Nicolosi","VIA MONTI ROSSI, 14","6.689,99","6.689,99","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_245","3.06/9.2.5/1581","OLTRE LA PAROLA¿¿","G83D06000 250009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","S.M.S. G. MACHERIONE",83001570874,"Catania","Giarre","VIA DON MINZONI, 66","23.555,67","23.555,67","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_246","3.06/9.2.5/1582","IL MAGICO MONDO DEI LINGUAGGI GLOBALI","F33D06000 210009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","2¿ CIRC. DI ACICATENA",90026920877,"Catania","Aci Catena","VIA SOTTOTENENTE BARBAGALLO, 5 /7","23.183,00","23.183,00","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_247","3.06/9.2.5/1585","EMOZIONI IN SCENA","B63D06000 130009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. C. DUSMET",80012230878,"Catania","Catania","VIA CASTAGNOLA, 13","25.663,24","25.663,24","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
"2007IT051PO003.4.i1.1","SI_2_248","3.06/9.2.5/1586","ANDANDO PER ACI","I43D060001 10009","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop- put ai percorsi di istruzione e formazione professionale","Asse IV_Capitale umano","I1) Aumentare la partecipazione all'apprendimento permanente anche attraverso provvedimenti intesi a ridurre l'abbandono scolastico e la segregazione di genere rispetto alle materie","I1)1 Attuare strategie preventive contro la dispersione scolastica e per il recupero dei drop-put ai percorsi di istruzione e formazione professionale","I. C. S. VIGO FUCCIO LA SPINA",90018090879,"Catania","Acireale","VIA MONETARIO FLORISTELLA, 23","64.551,48","64.551,48","ESF","EUR","http://www.sicilia-fse.it/BeneficiariFSE_agg20091231.pdf"
