Beneficiario Finale,Denominazione Progetto,Asse,Codice Obiettivo Operativo,Codice Progetto,Regione,Totale impegnato,Totale erogato (pagamenti monitorati al 31/12/2009)
L.C.M. Srl - LATTONERIE CARPENTERIE MERIDIONALI,Valorizzazione grano saraceno attraverso innov.di processo e prodotto,I,I.1,6798/1,Puglia,"1,028,250.00","377,447.64"
La Chiavicella S.p.A.,Ortobiotici pugliesi: alimenti vegetali probiotici. Applicazioni biotecnologiche per la realizzazione di nuovi alimenti probiotici di alta qualità e l’innovazione nei processi di conservazione e trasformazione dei prodotti vegetali.,I,I.3,DM28830/1    ,Puglia,"255,302.00", -   
La Chiavicella S.p.A.,Ortobiotici pugliesi: alimenti vegetali probiotici. Applicazioni biotecnologiche per la realizzazione di nuovi alimenti probiotici di alta qualità e l’innovazione nei processi di conservazione e trasformazione dei prodotti vegetali.,I,I.3,DM28830/F1,Puglia,"2,000.00", -   
LA SEMIORTO SEMENTI S.R.L.,Laboratorio di genomica per l'innovazione e la valorizzazione della filiera pomodoro,I,I.3,DM17732/3,Campania,"684,156.00","58,354.78"
Laboratorio di tecnologie oncologiche HSR Giglio,Laboratorio di tecnologie oncologiche HSR-GIGLIO,I,I.3,DM23455,Sicilia,"7,897,500.00","2,849,250.00"
Laboratorio di tecnologie oncologiche HSR Giglio,Modello di diagnostica molecolare integrata e terapia mirata non farmacologia nel tumore della mammella (Breast Unit) e in neurooncologia (Brain Unit),I,I.3,DM45602/1,Sicilia,"11,597,287.10","3,479,186.13"
Laboratorio di tecnologie oncologiche HSR Giglio,STUDIO DI STRATEGIE TERAPEUTICHE MEDICHE INNOVATIVE GUIDATE DA IMAGING MOLECOLARE E PROTEOGENOMICA: PPLICAZIONE IN ONCOLOGIA e NEUROLOGIA,I,I.3,DM46965/1,Sicilia,"14,076,437.50","4,222,931.25"
Laboratorio di tecnologie oncologiche HSR Giglio,formazione ricercatori altamente qualificati nello studio della proteogenomica e bioimaging nella medicina,I,I.3,DM46965/F1,Sicilia,"890,000.00","267,000.00"
Lodato Gennaro & C. S.p.A.,Laboratorio di genomica per l'innovazione e la valorizzazione della filiera pomodoro,I,I.3,DM17732/4,Campania,"716,256.79","90,507.80"
Logistica Ricerca e Sviluppo S.c.r.l.,INLOCO - INnovazione LOgistica COordinata,I,I.3,DM28126,Calabria,"4,222,200.00", -   
Logistica Ricerca e Sviluppo S.c.r.l.,AUTOMA - AUTOmobile logistic Management,I,I.3,DM28136,Calabria,"3,049,300.00","1,241,443.20"
Logistica Ricerca e Sviluppo S.c.r.l.,Automazione e Controllo nei Processi della Logistica Portuale (e-LOG),I,I.3,DM28145,Calabria,"2,137,625.00", -   
Logistica Ricerca e Sviluppo S.c.r.l.,PROMIS - logistic PROcess Management and Intelligence System,I,I.3,DM28146,Calabria,"5,881,850.00","2,591,713.70"
Masmec S.R.L.,SIRIO,I,I.1,3528,Puglia,"2,536,600.00","675,629.83"
MO.M.A. Scrl - MODELLI MATEMATICI ED APPLICAZIONI,LEARNING&KNOWLEDGE,I,I.1,103/3,Campania,"1,162,032.00","571,889.00"
NEC ITALIA S.R.L.,Centro di super calcolo per l'ingegneria Computazionale,I,I.1,913/1,Calabria,"5,931,997.50","3,417,251.32"
NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,Vaccino innovativo contro il gruppo A dello Streptococco,I,I.1,10911/1,Sicilia,"2,047,000.00","1,075,503.32"
Nu.M.I.D.I.A. S.r.l.,Realizzazione di un Laboratorio integrato per lo sviluppo di attrezzature avanzate e nuovi processi per la produzione di wafer di Carburo di Silicio (SiC),I,I.3,DM23176/3,Sicilia,"146,240.00","59,781.84"
OGS - ISTITUTO NAZIONALE DI OCEANOGRAFIA E DI GEOFISICA SPERIMENTALE,Siriprofo,I,I.1,8127/4,Sicilia,"335,000.00","22,500.00"
ORTOREALE S.R.L.,Nuove tecnologie per la produzione di pasta fresca tipica regionale di alta qualità contenente sostanze funzionali estratte da prodotti vegetali,I,I.3,DM29028/2,Puglia,"531,888.00", -   
PARCO SCIENTIFICO E TECNOLOGICO DI SALERNO E DELLE AREE INTERNE DELLA CAMPANIA SCPA,Riciclo PET post consumo per nuove applicazioni in campo elettrico,I,I.1,12608/2,Campania,"726,304.00","210,936.19"
PIAGGIO AERO INDUSTRIES S.p.A.,Test X Transport,I,I.3,DM23175/3,Campania,"1,056,028.00","129,308.40"
Planetek Italia SrL,IMCA,I,I.1,5531/1,Puglia,"1,568,086.00","531,373.06"
Politecnico di Bari,IMCA,I,I.1,5531/3,Puglia,"1,848,750.00","1,291,841.55"
POLITECNICO DI BARI - DIP.TO DI INGEGNERIA MECCANICA E GESTIONALE,SILA-STAMPI,I,I.1,6409/2,Puglia,"792,900.00","577,670.91"
Politecnico di Bari - Dipartimento Elettrotecnica ed Elettromeccanica,(SOLAR) - Progetto di un laboratorio pubblico-privato per lo sviluppo di tecnologie innovative nel campo della generazione diffusa di potenza elettrica da fonte solare,I,I.3,DM19447/5,Puglia,"240,800.00","120,400.00"
S.d.n. SpA,Imaging non invasivo per diagnostica morfo-funzionale avanzata,I,I.3,DM18604/8,Campania,"1,558,560.00","205,536.00"
S.d.n. SpA,Imaging non invasivo per diagnostica morfo-funzionale avanzata,I,I.3,DM18604/F8,Campania,"25,840.00","7,752.00"
S.I.E.M. srl,"Sviluppo pannello bicombinato termo-fotovoltaico con concentratore a puntamento automatico denominato ""VEHOR""",I,I.1,5191/1,Puglia,"345,100.00","124,427.74"
SANTA RITA Srl,MICROFEROLIV,I,I.1,10418/1,Campania,"667,100.00","200,130.00"
Seconda Università degli Studi di Napoli,Produzione biotecnologica di condrotina solfato,I,I.1,7025/2,Campania,"1,284,475.00","495,280.60"
SECONDA UNIVERSITA' DEGLI STUDI DI NAPOLI - DIPARTIMENTO DI MEDICINA SPERIMENTALE,Laboratorio pubblico-privato per lo sviluppo di processi e prodotti innovativi nel settore dei farmaci antinfettivi (Laboratorio Interdisciplinare Farmaci Antinfettivi: LIFA),I,I.3,DM23154/3,Puglia,"630,000.00","189,000.00"
"SECONDA UNIVERSITA' DEGLI STUDI DI NAPOLI - DIPARTIMENTO MEDICO CHIRURGICO ""MAGRASSI - LANZARA""",Imaging non invasivo per diagnostica morfo-funzionale avanzata,I,I.3,DM18604/10,Campania,"2,280,280.00","684,084.00"
"SECONDA UNIVERSITA' DEGLI STUDI DI NAPOLI - DIPARTIMENTO MEDICO CHIRURGICO ""MAGRASSI - LANZARA""",Imaging non invasivo per diagnostica morfo-funzionale avanzata,I,I.3,DM18604/F10,Campania,"41,055.00","12,316.50"
Seconda Università degli Studi di Napoli (SUN) - Dipartimento di Ingegneria Aerospaziale e Meccanica,ELIOSLAB - Laboratorio di Ricerca per le Tecnologie Solari ad Alta Temperatura,I,I.3,DM19300/4,Campania,"329,000.00","98,700.00"
Selex Sistemi Integrati SpA,COSMIC: Centro di ricerca sui sistemi Open Source per le applicazioni ed i Servizi MIssion Critical,I,I.3,DM23318/3,Campania,"2,773,000.00","561,610.74"
Selex Sistemi Integrati SpA,COSMIC: Centro di ricerca sui sistemi Open Source per le applicazioni ed i Servizi MIssion Critical,I,I.3,DM23318/F3,Campania,"112,200.00", -   
Sic srl - Divisione Elettronica,"Sviluppo pannello bicombinato termo-fotovoltaico con concentratore a puntamento automatico denominato ""VEHOR""",I,I.1,5191/2,Puglia,"207,800.00","82,148.70"
Sintesi Scpa,"HI-TECH PRODUSYSTEMS - Sistemi di Produzione ad alto valore aggiunto, research based, per la competitività e sostenibilità dei Beni Strumentali Italiani nel mercato globale",I,I.3,DM19752,Puglia,"6,399,684.50","2,256,232.98"
Sintesi Scpa,"ricerca industriale, specialista nella progettazione di sistemi di produzione innovativi. master in ricerca industriale",I,I.3,DM19752/F,Puglia,"1,430,246.00","422,733.69"
SOFTECO SISMAT S.p.A.,Imaging non invasivo per diagnostica morfo-funzionale avanzata,I,I.3,DM18604/9,Campania,"562,240.00","73,800.00"
SOMACIS SpA,OECB,I,I.1,8920,Puglia,"4,457,640.00","570,703.09"
spacedat srl,IMCA,I,I.1,5531/2,Puglia,"46,500.00","16,267.22"
Stazione Zoologica Anton Dohrn,"Studio per lo sviluppo, la caratterizzazione e l'efficacia di un nuovo preparato ad azione anti-infettiva a base di anticorpi contro antigeni del virus dell'epatite C (HCV)",I,I.3,DM23147/3,Campania,"1,911,000.00","573,300.00"
Stazione Zoologica Anton Dohrn,Sviluppo di una piattaforma tecnologica per la valutazione dell¿efficacia dei farmaci antinfiammatori ed antineoplastici mediante modelli cellulari ed animali,I,I.3,DM23184/3,Campania,"280,000.00","84,000.00"
"STC s.r.l. Software,Technologies & Constructions",Nuove tecnologie per la produzione di pasta fresca tipica regionale di alta qualità contenente sostanze funzionali estratte da prodotti vegetali,I,I.3,DM29028/1,Puglia,"368,060.00", -   
STMicroelectronics S.r.l.,Laboratorio pubblico-privato per lo sviluppo di tecnologie di processo e dimostratori di circuiti elettronici ad alte prestazioni a basso costo di fabbricazione realizzati su substrati plastici,I,I.3,DM17767/1,Sicilia,"6,763,120.00","861,463.50"
T.P.A. Plast Srl,Stampaggio ad iniezione di tecnopolimeri per fabbricazione di componenti plastici funzionali ad alte prestazioni,I,I.1,5680,Puglia,"904,600.00","358,913.33"
TECH-PRO S.R.L.,Nuove tecnologie per la produzione di pasta fresca tipica regionale di alta qualità contenente sostanze funzionali estratte da prodotti vegetali,I,I.3,DM29028/4,Puglia,"202,000.00", -   
TECNOGEN S.P.A.,nuove molecole per il diabete,I,I.1,2331/1,Campania,"2,400,000.00","474,945.48"
TELECOM ITALIA SpA,Bbkit: modelli e piattaforme  di sviluppo di applicazioni,I,I.1,13473/3,Campania,"454,950.00", -   
TRS SPA,ONTOMAN,I,I.1,13243/1,Campania,"486,400.00","227,300.00"
TUBIFOR S.R.L.,Riciclo PET post consumo per nuove applicazioni in campo elettrico,I,I.1,12608/1,Campania,"1,435,354.00","193,106.89"
TXT E-SOLUTIONS SPA,PROBO,I,I.1,7127,Puglia,"4,118,918.00","926,084.11"
UNIVERSITÀ DEGLI  STUDI DI LECCE,Net.P.P. - Sviluppo del Network Part Program,I,I.1,63/3,Puglia,"560,690.00","168,207.00"
UNIVERSITA' DEGLI STUDI DI BARI,QUALI TECH PASTA,I,I.1,7134/3,Puglia,"534,230.00","295,181.63"
Università degli Studi di Bari,IMCA,I,I.1,5531/4,Puglia,"819,750.00","573,825.00"
Università degli Studi di Bari,ATHOS ORIGIN CHAT,I,I.1,691/2,Campania,"700,000.00","369,766.82"
Università degli Studi di Bari,Laboratorio di Bioinformatica per la Biodiversità Molecolare,I,I.3,DM19410/6,Puglia,"282,240.00","84,672.00"
Università degli Studi di Bari,Laboratorio di Bioinformatica per la Biodiversità Molecolare,I,I.3,DM19410/7,Puglia,"230,000.00","48,300.00"
Università degli Studi di Bari,Laboratorio pubblico-privato per lo sviluppo di processi e prodotti innovativi nel settore dei farmaci antinfettivi (Laboratorio Interdisciplinare Farmaci Antinfettivi: LIFA),I,I.3,DM23154/4,Puglia,"407,726.10","122,917.83"
Università degli Studi di Bari,Laboratorio pubblico-privato per lo sviluppo di processi e prodotti innovativi nel settore dei farmaci antinfettivi (Laboratorio Interdisciplinare Farmaci Antinfettivi: LIFA),I,I.3,DM23154/5,Puglia,"408,594.20","122,578.26"
Università degli Studi di Bari DIBCA,"(AGRO-GEN) - Laboratorio di GENomica per caratteri di importanza AGROnomica in frumento duro: identificazione di geni utili, analisi funzionale e selezione assistita con marcatori molecolari per lo sviluppo della filiera sementiera nazionale",I,I.3,DM18092/7,Puglia,"387,861.75","116,358.52"
Università degli studi di Bari Dip.to di Chimica,AgroBioPack:Tecnologie Ecocompatibili per il Packaging Bioattivo di Prodotti Lattiero Caseari Freschi Pugliesi,I,I.3,DM29040/3,Puglia,"79,500.00", -   
Università degli studi di Bari Dip.to di Chimica,AgroBioPack:Tecnologie Ecocompatibili per il Packaging Bioattivo di Prodotti Lattiero Caseari Freschi Pugliesi,I,I.3,DM29040/F3,Puglia,"11,000.00", -   
Università degli studi di Bari Dip.to di progettazione e gestione dei sistemi agro-zootecnici e forestali,Bioinnovazioni per il fiordilatte tipico pugliese,I,I.3,DM 29221/F3,Puglia,"180,000.00", -   
Università degli studi di Bari Dip.to di progettazione e gestione dei sistemi agro-zootecnici e forestali,Bioinnovazioni per il fiordilatte tipico pugliese,I,I.3,DM29221/3 ,Puglia,"202,500.00", -   
UNIVERSITA' DEGLI STUDI DI CATANIA,CICLOPE,I,I.1,13445/2,Sicilia,"300,252.50","300,252.50"
Università degli studi di Catania,Laboratorio pubblico-privato per lo sviluppo di tecnologie di processo e dimostratori di circuiti elettronici ad alte prestazioni a basso costo di fabbricazione realizzati su substrati plastici,I,I.3,DM17767/F5,Sicilia,"414,520.00","124,356.00"
UNIVERSITA' DEGLI STUDI DI CATANIA  ,Laboratorio pubblico-privato per lo sviluppo di tecnologie di processo e dimostratori di circuiti elettronici ad alte prestazioni a basso costo di fabbricazione realizzati su substrati plastici,I,I.3,DM17767/5,Sicilia,"481,149.28","144,447.84"
UNIVERSITA' DEGLI STUDI DI CATANIA - D.I.I.M.,(SOLAR) - Progetto di un laboratorio pubblico-privato per lo sviluppo di tecnologie innovative nel campo della generazione diffusa di potenza elettrica da fonte solare,I,I.3,DM19447/10,Puglia,"501,340.00","250,670.00"
Università degli Studi di Foggia,"Laboratorio di GENomica per caratteri di importanza AGROnomica in frumento duro: identificazione di geni utili, analisi funzionale e selezione assistita con marcatori molecolari per lo sviluppo della filiera sementiera nazionale (AGRO-GEN)",I,I.3,DM18092/8,Puglia,"294,604.50","88,381.35"
Università degli studi di Foggia - CENTRO DI RICERCA INTERDIPARTIMENTALE BIOAGROMED,Nuove tecnologie per la produzione di pasta fresca tipica regionale di alta qualità contenente sostanze funzionali estratte da prodotti vegetali,I,I.3,DM 29028/F3,Puglia,"220,000.00", -   
Università degli studi di Foggia - CENTRO DI RICERCA INTERDIPARTIMENTALE BIOAGROMED,Nuove tecnologie per la produzione di pasta fresca tipica regionale di alta qualità contenente sostanze funzionali estratte da prodotti vegetali,I,I.3,DM29028/3 ,Puglia,"450,000.00", -   
Università degli studi di Foggia Centro di ricerca Interdipartimentale Bioagromed,AgroBioPack:Tecnologie Ecocompatibili per il Packaging Bioattivo di Prodotti Lattiero Caseari Freschi Pugliesi,I,I.3,DM29040/2,Puglia,"225,750.00", -   
Università degli studi di Foggia Centro di ricerca Interdipartimentale Bioagromed,AgroBioPack:Tecnologie Ecocompatibili per il Packaging Bioattivo di Prodotti Lattiero Caseari Freschi Pugliesi,I,I.3,DM29040/F2,Puglia,"201,000.00", -   
Università degli studi di Foggia Centro di ricerca Interdipartimentale Bioagromed,Bioinnovazioni per il fiordilatte tipico pugliese,I,I.3,DM29221/2,Puglia,"202,500.00", -   
Università degli studi di Foggia Centro di ricerca Interdipartimentale Bioagromed,Biotecnologie per la produzione di uva da tavola di IV gamma,I,I.3,DM29223/2,Puglia,"426,287.50", -   
UNIVERSITA' DEGLI STUDI DI GENOVA,Bbkit: modelli e piattaforme  di sviluppo di applicazioni,I,I.1,13473/2,Campania,"246,463.00", -   
UNIVERSITA' DEGLI STUDI DI MESSINA,Vaccino innovativo contro il gruppo A dello Streptococco,I,I.1,10911/2,Sicilia,"924,000.00","924,000.00"
Università degli Studi di Messina - Facoltà di Medicina e Chirurgia,Modello di diagnostica molecolare integrata e terapia mirata non farmacologia nel tumore della mammella (Breast Unit) e in neurooncologia (Brain Unit),I,I.3,DM45602/2,Sicilia,"5,705,105.60","1,711,531.69"
Università degli Studi di Messina - Facoltà di Medicina e Chirurgia,STUDIO DI STRATEGIE TERAPEUTICHE MEDICHE INNOVATIVE GUIDATE DA IMAGING MOLECOLARE E PROTEOGENOMICA: PPLICAZIONE IN ONCOLOGIA e NEUROLOGIA,I,I.3,DM46965/2,Sicilia,"1,058,340.00","317,502.00"
"UNIVERSITA' DEGLI STUDI DI NAPOLI ""FEDERICO II""",MICROFEROLIV,I,I.1,10418/2,Campania,"86,325.00","28,511.39"
"UNIVERSITA' DEGLI STUDI DI NAPOLI ""FEDERICO II""",MICROFEROLIV,I,I.1,10418/3,Campania,"181,600.00","54,480.00"
"Università degli Studi di Napoli ""Federico II""",Sviluppo nuovi trattamenti termici superficiali per materiali metallici,I,I.1,7051/3,Campania,"184,410.00", -   
"Università degli Studi di Napoli ""Parthenope"" - Dipartimento di Studi Aziendali","Piattaforma e-business innovativa per una soluzione tecnologica sistemica quale integratore dei servizi nei settori: turismo, beni culturali, agro-alimentare",I,I.3,DM23424/6,Campania,"118,965.55","35,689.67"
"Università degli Studi di Napoli ""Parthenope"" - Dipartimento di Studi Aziendali","Piattaforma e-business innovativa per una soluzione tecnologica sistemica quale integratore dei servizi nei settori: turismo, beni culturali, agro-alimentare",I,I.3,DM23424/F6,Campania,"91,000.00","27,300.00"
Università degli Studi di Napoli Federico II - Dipartimento di Biologia e Patologia Cellulare e Molecolare,"Studio per lo sviluppo, la caratterizzazione e l'efficacia di un nuovo preparato ad azione anti-infettiva a base di anticorpi contro antigeni del virus dell'epatite C (HCV)",I,I.3,DM23147/4,Campania,"1,249,500.00","374,850.00"
"Università degli studi di Napoli Federico II - Dipartimento di Energetica, termofluidodinamica applicata e condizionamenti ambientali",ELIOSLAB - Laboratorio di Ricerca per le Tecnologie Solari ad Alta Temperatura,I,I.3,DM19300/5,Campania,"371,000.00","111,300.00"
Università degli Studi di Napoli Federico II - Dipartimento di Ingegneria dei Trasporti,Test X Transport,I,I.3,DM23175/4,Campania,"2,019,291.50","605,787.45"
Università degli Studi di Napoli Federico II - Dipartimento di Ingegneria dei Trasporti,Test X Transport,I,I.3,DM23175/F4,Campania,"172,820.00","51,846.00"
UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II DIPARTIMENTO DI ENDOCRINOLOGIA ED ONCOLOGIA MOLECOLARE E CLINICA,Laboratorio di Bioinformatica per la Biodiversità Molecolare,I,I.3,DM19410/4,Puglia,"132,300.00","39,690.00"
UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II DIPARTIMENTO DI INFORMATICA E SISTEMISTICA,COSMIC: Centro di ricerca sui sistemi Open Source per le applicazioni ed i Servizi MIssion Critical,I,I.3,DM23318/F4,Campania,"121,433.00","36,429.90"
"UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II DIPARTIMENTO DI SCIENZE DEL SUOLO, DELLA PIANTE, DELL'AMBIENTE E DELLE PRODUZIONI ANIMALI",Laboratorio di genomica per l'innovazione e la valorizzazione della filiera pomodoro,I,I.3,DM17732/5,Campania,"1,869,769.00","789,769.34"
UNIVERSITA' DEGLI STUDI DI PALERMO,Siriprofo,I,I.1,8127/5,Sicilia,"444,000.00","133,200.00"
UNIVERSITA' DEGLI STUDI DI SALERNO,LEARNING&KNOWLEDGE,I,I.1,103/4,Campania,"493,368.75","493,368.75"
Università degli Studi di Salerno,Riciclo PET post consumo per nuove applicazioni in campo elettrico,I,I.1,12608/3,Campania,"466,367.50","189,714.70"
Università degli Studi di Salerno,TRIPODE - Laboratorio per lo sviluppo di Tecnologie di Ricerca e Integrazione di POlimeri nei Dispositivi Elettronici,I,I.3,DM20160/3,Campania,"286,300.00","85,890.00"
Università degli Studi di Salerno,"Piattaforma e-business innovativa per una soluzione tecnologica sistemica quale integratore dei servizi nei settori: turismo, beni culturali, agro-alimentare",I,I.3,DM23424/7,Campania,"868,372.60","260,511.78"
Università degli Studi di Salerno,"Piattaforma e-business innovativa per una soluzione tecnologica sistemica quale integratore dei servizi nei settori: turismo, beni culturali, agro-alimentare",I,I.3,DM23424/F7,Campania,"429,000.00","128,700.00"
UNIVERSITA' DEGLI STUDI GUGLIELMO MARCONI,formazione avanzata di ricercatori esperti di bioinformatica per lo studio della biodiversità molecolare,I,I.3,DM19410/F5,Puglia,"674,000.00","202,200.00"
