Toetuse saaja,,Juriidilise isiku vorm,Projekti nim,Toetuse suurus (EEK),Kestus,Maakond,Meede,Fond,RakendusŸksus,
Aqva Hotels O†,11236415,OsaŸhing,AQVA Hotels O† tšštajate arengukoolitus,334 600,10.03.2009 ... 11.09.2009,LŠŠne-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aqris Software AS,10718320,Aktsiaselts,Aqris Software AS-i koolitusprogramm,181 408,31.03.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aqris Software AS,10718320,Aktsiaselts,Common Focus Part 2,222 964,15.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aqris Software AS,10718320,Aktsiaselts,Testijate ja Tarkvaraarendajate vŠliskoolitused 2009 ning ettev›tte n›ustamisprogramm 'Common Focus Part 1',99 001,13.08.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
APR OLGAOR,11716256,OsaŸhing,"KŸŸnte teknika treening, koolitus",15 000,19.01.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Apones Finance O†,11714139,OsaŸhing,Pearaamatupidaja-finantsjuhi koolitus,15 000,29.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Apelsinistuudio O†,11699196,OsaŸhing,Koolitusosak,15 000,29.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Apartment O†,11009624,OsaŸhing,Pilve Apartment Hotelli tuntuse kasvatamine Skandinaavias,13 052,10.02.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Antsla Vallavalitsus,75010418,Kohaliku omavalituseŸksused,Antsla Valla koostššalane arenguprogramm,227 235,09.05.2008 ... 15.04.2009,V›ru maakond,1.5.3 Avaliku sektori tšštajate ja mittetulundusŸhenduste tšštajate koolitus ja arendamine,ESF,Riigikantselei,2007-2013
An_elika Murik FIE,11857889,FŸŸsilisest isikust ettev›tja,FŸsioteraapia koolitus treenerile,15 000,25.01.2010 ... ,LŠŠne maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Anraco O†,11414456,OsaŸhing,Anraco O† koolitused,11 956,25.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
ANPE O†,11348640,OsaŸhing,AutoCAD Civil 3D baaskursus,6 430,09.11.2009 ... 22.01.2010,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Anovela Kinnisvara O†,10353076,OsaŸhing,Saavutama›ppimine,15 000,09.11.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Annikki Sakala FIE,11010384FIEKN093666,FŸŸsilisest isikust ettev›tja,Rootsi suhtluskeele kursus,5 530,15.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Annes Andresson FIE,11756936,FŸŸsilisest isikust ettev›tja,Pottseppade tŠienduskoolitus,5 000,06.01.2010 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Anneli Disain O†,11350520,OsaŸhing,Firma Kasvustrateegia,15 000,16.10.2009 ... 30.12.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Anne Soojus AS,10051872,Aktsiaselts,Anne Soojus AS ISO 9001:2008 juhtimise sŸsteemi loomise arenguprojekt,36 000,12.11.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Anna Plotnikova FIE,11732918,FŸŸsilisest isikust ettev›tja,GIIDIOSKUSTE JA -TEASDMISTE LAIENEMINE (ANNA PLOTNIKOVA),14 868,02.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
ANHIT-DO O†,10926193,OsaŸhing,Rahvusvahelised finantsaruandlusstandardid,15 000,20.11.2009 ... ,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Angels Grupp O†,10872563,OsaŸhing,Osalemine kursusel: 1. Ettev›tluskoolitus 2. eesti Šrikeel,15 000,04.11.2009 ... ,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Angela Reinmets FIE,11644427FIEKN094537,FŸŸsilisest isikust ettev›tja,Laste pŠevahoiu kŠivitamine,8 400,29.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Andrus Pukk FIE,11567260,FŸŸsilisest isikust ettev›tja,Pottsepa kutsetaseme saavutamine,5 000,18.11.2009 ... 16.02.2010,LŠŠne-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Andrese Klaasi AS,10103043,Aktsiaselts,Ettev›tte arengustrateegiate loomine uute investeeringute teostamiseks ja vŠlisturgudele siirdumiseks,48 000,25.11.2008 ... 16.01.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Andrei Guljajev FIE,11792665,FŸŸsilisest isikust ettev›tja,IngliseŠrikeel,15 000,07.01.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
ANDRAS,80070339,MittetulundusŸhing,TŠiskasvanuhariduse populariseerimine,16 745 000,28.08.2008 ... ,†leriiklikud/maakondade vahelised projektid,1.1.6 TŠiskasvanuhariduse arendamine,ESF,Sihtasutus INNOVE,2007-2013
Anatoli Petrov FIE,11597981,FŸŸsilisest isikust ettev›tja,Laaduri 'Thaler Lader' soetamine,50 000,07.07.2009 ... ,Ida-Viru maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AmpriEkspert O†,11088771,OsaŸhing,"ISO 9001:2008, ISO14001:2004 ja OHSAS 18001:2007 standarditele vastava integreeritud juhtimissŸsteemi rakendamine ja juurutamine",72 975,10.09.2009 ... ,Ida-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Amhold AS,10496858,Aktsiaselts,BREEAM keskkonnaalane koolitus ja sertifikaadi eksam,59 753,01.12.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ametrin O†,11521713,OsaŸhing,Tšškoja avamine juveelide tootmiseks,50 000,26.08.2009 ... ,LŠŠne-Viru maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ameerika Ehituskeemia O†,11433957,OsaŸhing,PolŸuretaan isolatsioonmaterjalide ja katete tootmis- ja paigaldusseadmete ostmine,200 000,02.09.2008 ... 09.11.2009,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ameerika Ehituskeemia O†,11433957,OsaŸhing,Introduction to Themed Construction Services,69 000,21.04.2009 ... 15.12.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ambient Media O†,10925667,OsaŸhing,"Juhi finantskursusĞ kuluarvestus, eelarvestamine, controlling , suhteanalŸŸs, investeeringud, strateegia",13 000,11.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alunaut O†,10052015,OsaŸhing,NX tootearendussŸsteemi koolitus,15 000,07.01.2010 ... ,Saare maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aluminiumset O†,11480300,OsaŸhing,Aluminiumset O† arendamine,69 941,07.10.2008 ... 09.10.2009,Ida-Viru maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Altseedia O†,11528632,OsaŸhing,Kolga m›isa pubi ja kŸlalistemaja avamine,50 000,30.12.2008 ... 30.06.2009,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alternatura O†,11496820,OsaŸhing,Setuaineliste kudumite tootmine,48 150,02.06.2009 ... ,†leriiklikud/maakondade vahelised projektid,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alta Tennis O†,11177279,OsaŸhing,Uue kodulehe loomine,45 540,08.12.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alta Tennis O†,11177279,OsaŸhing,Strateegia ja turundusstrateegia ning -plaani vŠljattamine,96 800,03.11.2009 ... 18.12.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alstom Estonia AS,10676974,Aktsiaselts,Keskastmejuhi koolitus,74 413,14.10.2008 ... 26.02.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alphagis O†,11026468,OsaŸhing,Alphagis O† meeskonna teadmiste ja oskuste tŠiendamine,40 530,23.12.2008 ... 18.08.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Almeda Trading O†,11164644,OsaŸhing,"Koolitus,sotsiaalmeedia",1 950,28.12.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Almar O†,10694200,OsaŸhing,'Elukestev›pe 1',13 550,03.02.2010 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Almak O†,10984859,OsaŸhing,TŠienduskoolitus,15 000,06.11.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aljona T_ihhat_ova FIE,11716954FIEKN095659,FŸŸsilisest isikust ettev›tja,"FLORIST-LILLESEADJA, PULMAFLORISTIKA, LEINAT……D",15 000,23.10.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aljand Invest O†,11463157,OsaŸhing,Metropool piljardisaali laiendamine,50 000,05.02.2009 ... ,PŠrnu maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alistron AS,10088763,Aktsiaselts,Kvalifikatsiooni t›stmine raamatupidajale,9 200,02.12.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alise Technic O†,10689250,OsaŸhing,Alise Technic O† koolitusprojekt,27 800,29.10.2009 ... ,PŠrnu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alise Technic O†,10689250,OsaŸhing,Alise Technic O† kulude ja kadude alandamine tootmises,49 500,08.12.2009 ... ,PŠrnu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Algallikas O†,11725278,OsaŸhing,Algallikas O†,83 700,09.11.2009 ... ,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alfatom Ehitus AS,10691241,Aktsiaselts,Juhiressursi arendamine,15 000,05.11.2009 ... ,Ida-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alfa-Tour O†,10810326,OsaŸhing,Rahvusvahelised finantsaruandluse standardid,14 000,02.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aleksandr Dovb›_ Hambaravi O†,11830325,OsaŸhing,Hambaravi kŠivitamine,100 000,12.01.2010 ... ,Tartu maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aldera Hotell O†,11084782,OsaŸhing,Eriline teenindus 2009/10 hooajal majutusettev›ttes tavalise teeninduse asemele,46 350,08.12.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Albon Group O†,11509161,OsaŸhing,1. Raamatupidamise kursus,15 000,25.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Albedo O†,11632602,OsaŸhing,Positsioneeritud panoraamfoto,85 224,19.01.2010 ... ,Tartu maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Alar HŸlp FIE,11747951,FŸŸsilisest isikust ettev›tja,FIE koolitus,2 534,25.01.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Akvalius O†,11347267,OsaŸhing,ISO 9001:2008 standardile vastava juhtimissŸsteemi vŠljatšštamine ja juurutamine osaŸhingus Akvalius,58 536,27.01.2009 ... 10.08.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AKTSIASELTS TALLEGG,10017668,Aktsiaselts,Koolitus 'Isikliku mŸŸgitšš planeerimine Talleggis',40 000,13.10.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AKTSIASELTS NÍO LIHAT……STUS,10005487,Aktsiaselts,AS N›o Lihatššstuses ISO 22000:2005 toiduohutuse juhtimise sŸsteemi loomine.,48 000,24.11.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aktors O†,11333578,OsaŸhing,ISO 9001:2008 juurutamine,35 000,31.03.2009 ... 06.08.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
"Aktiviseerimiskeskus ""Tulevik""",80116656,MittetulundusŸhing,Arenev aktiviseerimiskeskus,4 860 784,29.04.2009 ... ,PŠrnu maakond,1.3.1 Kvalifitseeritud tššj›u pakkumise suurendamine,ESF,Sihtasutus INNOVE,2007-2013
AKR Invest O†,10875917,OsaŸhing,€rijuhtimise intensiivkursus,15 000,24.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aknakate O†,11064256,OsaŸhing,Turunduspraktikum,15 000,24.11.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AK Getmer O†,11494100,OsaŸhing,Haljastusteenuste osutamine Saare maakonnas,50 000,19.06.2008 ... 15.12.2008,Saare maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aive Teeninduse O†,11217332,OsaŸhing,Uued teenused massaa_is,8 666,25.11.2009 ... ,JŠrva maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aivar K›ivistik- Rootsi talu FIE,10150835,FŸŸsilisest isikust ettev›tja,EnergiamŠrgise vŠljastaja kutsekvalifikatsiooni omandamine,6 000,24.09.2009 ... 23.11.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aita Leida Laine O†,11712382,OsaŸhing,IKO ITC treenerilitsents,10 950,18.11.2009 ... ,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Airman Chain O†,11486980,OsaŸhing,Paigaldusteenuse seadmete soetamine,238 342,19.01.2010 ... ,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aire MŠekivi FIE,11650882,FŸŸsilisest isikust ettev›tja,Koolitus analŸŸtiku teenustepaketi juurutamiseks,15 000,28.10.2009 ... 21.01.2010,LŠŠne-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Air Maintenance Estonia AS,10865988,Aktsiaselts,Tehnilise personali tšš analŸŸs,125 000,21.07.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ainult Inglise T›lkebŸroo O†,11285371,OsaŸhing,O† Ainult Inglise T›lkebŸroo tšštajate arendamine,14 100,20.11.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aime Olesk FIE,11601004,FŸŸsilisest isikust ettev›tja,Koolitus,4 800,10.09.2009 ... 17.12.2009,J›geva maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AikarÍmblus O†,11493603,OsaŸhing,O† Aikar Ímblus,44 673,19.06.2008 ... 04.02.2009,PŠrnu maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aifmer O†,11486810,OsaŸhing,Laadurekskavaator CAT432E soetamine,50 000,25.11.2008 ... 02.03.2009,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AiatŠht O†,11554463,OsaŸhing,AiatŠht O† Šriplaan. Projekt: Remondi- ja hooldusseadmete soetamine ja mŸŸgi edendamine,79 907,08.12.2009 ... ,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aiad Korda O†,11502169,OsaŸhing,AIAD KORDA€RIPLAAN,50 000,16.06.2009 ... ,Harju maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ahto€riteenuste O†,10001710,OsaŸhing,Kiirelt t›husaks,11 400,01.10.2009 ... 21.01.2010,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ahrens Investing O†,10901023,OsaŸhing,ISO 9001:2008 ja ISO 14001:2004 standardile vastava juhtimissŸteemi vŠljatšštamine ja juurutamine,43 750,14.04.2009 ... 24.11.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AHJUTARVE O†,10271817,OsaŸhing,Pottseppade tŠienduskoolitus,15 000,29.12.2009 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Ahead Consulting O†,11237188,OsaŸhing,Arengukoolitus,14 400,01.10.2009 ... 21.01.2010,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Agrovaru AS,10103830,Muud,Agrovaru AS mŸŸgijuhi oskuste arendamine,13 800,22.01.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Agiato O†,11700373,OsaŸhing,Kohvik-sšškla p›hivara soetamine,89 640,24.09.2009 ... ,PŠrnu maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AGG Raamatupidamisteenused O†,11497149,OsaŸhing,Teadmiste ja oskuste arendamine,5 400,19.01.2010 ... ,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Age Reklaam O†,10281603,OsaŸhing,Strateegilise juhtimise programm (EMBA),36 885,27.11.2008 ... 28.08.2009,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Age Reklaam O†,10281603,OsaŸhing,Strateegilise juhtimise koolituse lŠbimine,37 250,11.08.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AGDECK-Auto AS,10445803,Aktsiaselts,Inglise keele vestluse ja s›navara arendamise kursus keskastmele,15 000,11.01.2010 ... ,Ida-Viru maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aero O†,11451094,OsaŸhing,Raamatupidamisprogrammi Profiti ja aastaaruande koostamise ja selle elektroonilise esitamise koolitus,5 500,18.02.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
Aero Grupp O†,11524019,OsaŸhing,Videokaamera komplekti ja selle lisatarvikute soetamine ventilatsioonide puhastusteenuse pakkumiseks,50 000,26.02.2009 ... 08.09.2009,Ida-Viru maakond,1.4.2 Alustava ettev›tja stardi- ja kasvutoetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AEGRIDA O†,10964437,OsaŸhing,Kontserniarvestuse teostamine,15 000,09.02.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AE Projekti Insener O†,11045626,OsaŸhing,Ettev›tte arengu alane strateegiline n›ustamine,49 500,07.05.2009 ... 18.08.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AE Projekti Insener O†,11045626,OsaŸhing,AE Projekti Insener O† kvaliteedijuhtimissŸsteemi vŠljaarendamine,36 000,16.12.2008 ... 23.04.2009,Tartu maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AE Projekti Insener O†,11045626,OsaŸhing,AE Projekti Insener tulemusliku klienditeenindussŸsteemi arendamine,15 000,09.10.2009 ... 16.12.2009,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AdvokaadibŸroo Tamme&Otsmann O†,11012383,OsaŸhing,Arukas ajajuhtimine,7 500,04.02.2010 ... ,†leriiklikud/maakondade vahelised projektid,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AdvokaadibŸroo Ruus&Vabamets O†,10885714,OsaŸhing,Organisatsiooni efektiivsuse t›stmine ja toimimne kriisiolukorras,15 000,04.02.2010 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
AdvokaadibŸroo Raudsepp&Co O†,11020537,OsaŸhing,V››rkeelte oskuste tŠiendamine,7 833,17.09.2009 ... ,Harju maakond,1.4.5 Teadmiste ja oskuste arendamise toetus,ESF,Ettev›tluse Arendamise Sihtasutus,2007-2013
