Toetuse saaja,Registrikood,Juriidilise isiku vorm,Projekti nimi,Toetuse suurus (EEK),Kestus,Maakond,Meede,Fond,Rakendusüksus,Programmperiood
KÜ Mõisa 7 Narva ,80218948,Mittetulundusühing ,KÜ Mõisa 7 Narva ,10 325 ,12.08.2009 ... 28.10.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mõisa 7 Narva ,80218948,Mittetulundusühing ,KÜ Mõisa 7 Narva ,7 000 ,09.06.2009 ... 13.07.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muti 30 ,80064639,Mittetulundusühing ,KÜ Muti 30 ,6 500 ,03.07.2009 ... 14.10.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mustamäe tee 193 ,80239583,Mittetulundusühing ,KÜ Mustamäe tee 193 ,8 000 ,11.06.2009 ... 13.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mustamäe tee 165 ,80173619,Aktsiaselts ,KÜ Mustamäe tee 165 ,10 000 ,24.09.2009 ... 09.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mustamäe tee 114 ,80196974,Mittetulundusühing ,KÜ Mustamäe tee 114 ,4 000 ,12.02.2010 ...  ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muru 26 ,80112718,Mittetulundusühing ,KÜ Muru 26 ,5 000 ,26.08.2008 ... 24.09.2008 ,Tartu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muru 26 ,80112718,Mittetulundusühing ,KÜ Muru 26 ,3 950 ,19.08.2008 ... 17.09.2008 ,Tartu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muru 18 ,80062452,Mittetulundusühing ,KÜ Muru 18 ,7 000 ,19.06.2009 ... 22.07.2009 ,Tartu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Munga ,80244325,Mittetulundusühing ,KÜ Munga ,6 600 ,19.08.2008 ... 17.09.2008 ,Viljandi maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mulla 6a ,80243722,Mittetulundusühing ,KÜ Mulla 6a ,2 360 ,17.11.2008 ... 10.12.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 8 ,80160290,Mittetulundusühing ,KÜ Muhu 8 ,8 900 ,26.08.2008 ... 24.09.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 5 ,80140264,Mittetulundusühing ,KÜ Muhu 5 ,0,16.06.2009 ... 13.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 5 ,80140264,Mittetulundusühing ,KÜ Muhu 5 ,15 340 ,29.12.2008 ... 09.02.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 5 ,80140264,Mittetulundusühing ,KÜ Muhu 5 ,7 000 ,31.03.2009 ... 06.05.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 11 ,80184178,Mittetulundusühing ,KÜ Muhu 11 ,12 980 ,09.03.2009 ... 14.04.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 11 ,80184178,Mittetulundusühing ,KÜ Muhu 11 ,7 499 ,09.06.2009 ... 13.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Muhu 10 ,80150854,Mittetulundusühing ,KÜ Muhu 10 ,5 650 ,10.07.2009 ... 14.10.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mooni 5 ,80098846,Mittetulundusühing ,KÜ Mooni 5 ,4 500 ,15.12.2008 ... 06.01.2009 ,Saare maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Moonalao 9 ,80228102,Mittetulundusühing ,KÜ Moonalao 9 ,14 000 ,05.03.2009 ... 14.04.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Moonalao 9 ,80228102,Mittetulundusühing ,KÜ Moonalao 9 ,6 000 ,29.04.2009 ... 03.06.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Metsa 9 ,80271339,Mittetulundusühing ,KÜ Metsa 9 ,6 000 ,11.11.2008 ... 10.12.2008 ,Rapla maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mere pst. 4 ,80171036,Mittetulundusühing ,KÜ Mere pst. 4 ,7 500 ,01.10.2009 ... 11.11.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Meie Pesa ,80091838,Mittetulundusühing ,KÜ Meie Pesa ,3 835 ,04.12.2008 ... 06.01.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Malmi 6 Narva ,80236857,Mittetulundusühing ,KÜ Malmi 6 Narva ,8 850 ,21.08.2009 ... 02.11.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Malmi 4 Tallinnas ,80133666,Mittetulundusühing ,KÜ Malmi 4 Tallinnas ,5 000 ,09.09.2008 ... 24.09.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Malmi 12 ,80350389,Mittetulundusühing ,KÜ Malmi 12 ,13 334 ,07.04.2009 ... 12.05.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Maleva 2B ,80123024,Mittetulundusühing ,KÜ Maleva 2B ,10 290 ,10.03.2009 ... 15.04.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Maleva 29 ,80003053,Mittetulundusühing ,KÜ Maleva 29 ,6 000 ,30.04.2009 ... 03.06.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Maleva 27 ,80003290,Mittetulundusühing ,KÜ Maleva 27 ,6 500 ,03.07.2009 ... 22.07.2009 ,Ida-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Majaka põik 11 ,80163130,Mittetulundusühing ,KÜ Majaka põik 11 ,6 000 ,15.09.2008 ... 01.10.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Majaka põik 11 ,80163130,Mittetulundusühing ,KÜ Majaka põik 11 ,13 570 ,16.03.2009 ... 15.04.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Majaka põik 11 ,80163130,Mittetulundusühing ,KÜ Majaka põik 11 ,14 160 ,07.10.2008 ... 26.11.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Majaka 3 ,80064965,Mittetulundusühing ,KÜ Majaka 3 ,7 500 ,19.06.2009 ... 22.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 59 ,80193303,Mittetulundusühing ,KÜ Mai 59 ,8 350 ,29.07.2009 ... 28.10.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 53 ,80020790,Mittetulundusühing ,KÜ Mai 53 ,7 080 ,10.12.2008 ... 06.01.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 35 ,80125572,Mittetulundusühing ,KÜ Mai 35 ,6 120 ,11.06.2009 ... 13.07.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 34 ,80035001,Mittetulundusühing ,KÜ Mai 34 ,19 000 ,16.09.2009 ... 03.11.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 24 ,80020301,Mittetulundusühing ,KÜ Mai 24 ,12 500 ,16.09.2009 ... 03.11.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mai 15 ,80024279,Mittetulundusühing ,KÜ Mai 15 ,6 120 ,12.02.2010 ...  ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahtra 56 ,80126979,Mittetulundusühing ,KÜ Mahtra 56 ,5 900 ,10.08.2009 ... 28.10.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahtra 54 ,80185054,Mittetulundusühing ,KÜ Mahtra 54 ,6 816 ,17.09.2009 ... 09.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahtra 52 ,80222884,Mittetulundusühing ,KÜ Mahtra 52 ,18 290 ,21.11.2008 ... 16.12.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahtra 4 ,80150481,Mittetulundusühing ,KÜ Mahtra 4 ,6 000 ,08.12.2008 ... 06.01.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahlamäe Üheksa ,80100388,Mittetulundusühing ,KÜ Mahlamäe Üheksa ,7 000 ,29.12.2008 ... 09.02.2009 ,Rapla maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahlamäe Viis ,80096267,Mittetulundusühing ,KÜ Mahlamäe Viis ,6 136 ,14.04.2009 ... 12.05.2009 ,Rapla maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahla 83 ,80233126,Mittetulundusühing ,KÜ Mahla 83 ,11 800 ,31.12.2009 ... 01.02.2010 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Mahla 82B ,80192284,Mittetulundusühing ,KÜ Mahla 82B ,4 956 ,22.12.2008 ... 09.02.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Madara 10 ,80133809,Mittetulundusühing ,KÜ Madara 10 ,7 000 ,22.09.2009 ... 09.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Madala 5 ,80080208,Mittetulundusühing ,KÜ Madala 5 ,10 738 ,09.03.2009 ... 14.04.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Madala 5 ,80080208,Mittetulundusühing ,KÜ Madala 5 ,5 310 ,29.08.2008 ... 24.09.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Madala 24 ,80157193,Mittetulundusühing ,KÜ Madala 24 ,6 000 ,30.03.2009 ... 06.05.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Madala ,80153216,Mittetulundusühing ,KÜ Madala ,9 250 ,07.10.2009 ... 11.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Läänemere 9 ,80263469,Mittetulundusühing ,KÜ Läänemere 9 ,8 500 ,29.07.2009 ... 14.10.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõpu ,80076253,Mittetulundusühing ,KÜ Lõpu ,5 900 ,29.08.2008 ... 24.09.2008 ,Lääne-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõime 22 ,80147349,Mittetulundusühing ,KÜ Lõime 22 ,18 290 ,04.11.2009 ... 24.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõime 22 ,80147349,Mittetulundusühing ,KÜ Lõime 22 ,2 500 ,26.10.2009 ... 24.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõime 21 ,80110990,Mittetulundusühing ,KÜ Lõime 21 ,4 838 ,18.11.2009 ... 29.12.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõime 20 ,80182143,Mittetulundusühing ,KÜ Lõime 20 ,6 120 ,13.11.2009 ... 29.12.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lõime 20 ,80182143,Mittetulundusühing ,KÜ Lõime 20 ,9 000 ,10.12.2009 ... 29.12.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Luise 4 ,80013074,Mittetulundusühing ,KÜ Luise 4 ,15 930 ,17.09.2009 ... 03.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Luha 23 ,80109828,Mittetulundusühing ,KÜ Luha 23 ,7 552 ,14.08.2009 ... 28.10.2009 ,Võru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Luha 23 ,80109828,Mittetulundusühing ,KÜ Luha 23 ,12 000 ,08.12.2009 ... 29.12.2009 ,Võru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lubja 58 ,80042484,Mittetulundusühing ,KÜ Lubja 58 ,5 750 ,14.09.2009 ... 02.11.2009 ,Pärnu maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lossi 20 ,80157508,Mittetulundusühing ,KÜ Lossi 20 ,26 000 ,29.10.2009 ... 24.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lootus ,80137411,Mittetulundusühing ,KÜ Lootuse ,2 655 ,02.07.2009 ... 22.07.2009 ,Lääne-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lootus ,80137411,Mittetulundusühing ,KÜ Lootus ,7 965 ,02.07.2009 ... 22.07.2009 ,Lääne-Viru maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Loode 7 ,80138215,Mittetulundusühing ,KÜ Loode 7 ,6 519 ,29.07.2009 ... 28.10.2009 ,Viljandi maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Loksa Kodu ,80086636,Mittetulundusühing ,KÜ Loksa Kodu ,7 500 ,10.08.2009 ... 28.10.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lodjapuu ,80203007,Mittetulundusühing ,KÜ Lodjapuu ,7 000 ,03.07.2009 ... 22.07.2009 ,Rapla maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe tee 83 ,80148774,Mittetulundusühing ,KÜ Linnamäe tee 83 ,4 189 ,11.06.2009 ... 13.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe tee 22 ,80163816,Mittetulundusühing ,KÜ Linnamäe tee 22 ,8 850 ,19.10.2009 ... 24.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe tee 12 ,80160864,Mittetulundusühing ,KÜ Linnamäe tee 12 ,8 850 ,21.10.2009 ... 24.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe 79 ,80153893,Mittetulundusühing ,KÜ Linnamäe 79 ,5 900 ,09.06.2009 ... 13.07.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe 47 ,80196827,Mittetulundusühing ,KÜ Linnamäe 47 ,7 500 ,07.04.2009 ... 12.05.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe 31 ,80148366,Mittetulundusühing ,KÜ Linnamäe 31 ,7 417 ,17.09.2009 ... 04.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Linnamäe 31 ,80148366,Mittetulundusühing ,KÜ Linnamäe 31 ,10 030 ,17.09.2009 ... 03.11.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lillevälja 16 ,80277039,Mittetulundusühing ,KÜ Lillevälja 16 ,5 320 ,14.09.2009 ... 02.11.2009 ,Järva maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Lille 16 ,80187768,Mittetulundusühing ,KÜ Lille 16 ,5 094 ,15.01.2010 ... 01.02.2010 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Liivamäe 4 ,80070760,Mittetulundusühing ,KÜ Liivamäe 4 ,7 500 ,29.04.2009 ... 03.06.2009 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
KÜ Liivamäe 2 ,80157052,Mittetulundusühing ,KÜ Liivamäe 2 ,10 030 ,10.11.2008 ... 01.12.2008 ,Harju maakond ,2.3.2 Energiaauditi ja ehitise ekspertiisi tegemise ning ehitusprojekti koostamise toetamine ,ERDF ,Krediidi ja Ekspordi Garanteerimise Sihtasutus KredEx ,2007-2013 
