Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S10540,ESR,ESR-ohjelman Itä-Suomen osion arviointi,Programdelen för storområdet Östra Finland,5,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,"Työ- ja elinkeinoministeriö, AKY/RAPO",40 173,19 725,24 327,17 196,150 500,36 921
S10544,ESR,ESR tiedotus ja viestintä P-K,Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,5.12.2008,31.12.2013,Pohjois-Karjalan TE-keskus,14 000,996,11 000,782,75 000,1 778
S10549,ESR,SISARMEET -hanke,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.2.2008,31.12.2010,Etelä-Savon TE-keskus,638 000,98 606,327 380,50 786,965 380,149 392
S10550,ESR,ESR-ohjelman Itä-Suomen osion tiedotus,Programdelen för storområdet Östra Finland,5,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,"Työ- ja elinkeiniministeriö, AKY/RAPO",44 344,13 639,38 656,11 890,290 500,25 529
S10555,ESR,Profiloidu osaajaksi / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,687 225,181 304,294 525,36 119,1 047 130,220 836
S10556,ESR,Hakijasta tekijäksi / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,538 190,369 315,265 080,54 636,900 270,431 901
S10557,ESR,Keski-Karjalan työvoimapörssi / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,331 321,122 577,163 189,29 133,494 510,169 973
S10558,ESR,Työtieprojekti -tie työhön Pielisen Karjalassa / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,666 000,347 148,328 030,90 857,994 030,438 005
S10559,ESR,Voimavuodet - Takaisin työelämään,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.10.2008,31.3.2011,Mikkelin ammattikorkeakoulu Oy,62 886,10 215,32 396,5 262,184 782,15 861
S10562,ESR,Miehet ja syrjäytyminen,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2009,31.12.2011,Viola - väkivallasta vapaaksi ry,41 659,8 260,21 461,4 255,234 034,12 515
S10563,ESR,"Tekninen tuki ESR Itä-Suomi, Tiedotus OLH Sivistys",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2007,31.12.2013,"Oulun lääninhallitus, sivistysosasto",2 349,2 080,1 651,1 382,8 000,3 462
S10565,ESR,Ympäristöriskinarvioinnin koulutuksen huippuyksikön kehittäminen Itä-Suomeen,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.3.2008,31.12.2010,Kuopion yliopisto,578 556,87 835,298 044,45 248,969 000,133 083
S10571,ESR,"Tekninen tuki ESR Itä-Suomi, Hallinnointi OLH Sivistys",Programdelen för storområdet Östra Finland,5,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.1.2007,31.12.2013,"Oulun lääninhallitus, sivistysosasto",242 651,95 725,125 349,46 173,833 000,141 898
S10382,ESR,Nature Craft Finland,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.3.2008,31.10.2010,Measurepolis Development Oy,210 245,64 977,110 694,31 001,365 781,124 010
S10392,ESR,Mobiiliteknologia tuutoroinnin tukena,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.8.2008,30.4.2011,Savonia-ammattikorkeakoulun kuntayhtymä,147 233,58 866,75 847,30 324,424 843,97 549
S10400,ESR,Pk-yritysten osaamisen kehittämispalvelut Kainuussa,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.10.2008,31.12.2010,Kainuun TE-keskus,818 798,300 901,390 652,143 561,2 110 750,444 462
S10403,ESR,Vaaksa - Mikkelin seudun välityömarkkinoiden kehittämishanke,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.2.2008,31.12.2010,Mikkelin kaupunki,418 823,132 945,212 972,68 309,1 142 295,201 254
S10404,ESR,Etelä-Savon Kasvuyritysvalmennusohjelma,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Miktech Oy,57 150,15 980,29 456,8 236,178 609,24 216
S10411,ESR,Tiedolla ja taidolla tavoitteisiin,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,Helsingin yliopisto Ruralia-instituutti,304 402,192 850,130 458,82 649,669 714,309 390
S10412,ESR,Kulttuuriyrittäjyyden kansainvälinen maisteriohjelma,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.4.2008,30.6.2011,Lapin yliopisto,237 671,180 995,94 249,71 774,794 614,252 769
S10429,ESR,Yritys-Suomi -palvelujen kehittämisen hanke,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,121 040,22 026,56 960,10 365,345 000,36 503
S10434,ESR,Yrityskohtaiset asiantuntijaneuvontapalvelut,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Karjalan TE-keskus,290 360,87 805,136 640,23 836,427 000,111 950
S10438,ESR,KOSKE/Kuitu-energia-elinkaari kärkihanke 2008-2010,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.1.2008,31.12.2010,"Lappeenrannan Teknillinen Yliopisto/ FiberLaboratory, Savonlinna",462 586,434 374,257 392,240 817,1 156 743,757 691
S10452,ESR,TUKI - Tutkimuksesta kilpailukykyä,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.6.2008,31.12.2010,"Helsingin yliopisto, Ruralia-instituutti, Mikkeli",129 764,32 094,76 849,16 986,427 500,51 122
S10461,ESR,Woodpolis-osaamisverkosto,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.2.2008,31.12.2010,"Kuhmon kaupunki, Woodpolis",199 230,133 612,108 801,72 966,497 350,236 105
S10469,ESR,"Tietomalli rakentamisessa ja talotekniikassa, (TIRTA)",Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.6.2008,31.12.2010,Savonia-ammattikorkeakoulun kuntayhtymä,402 600,70 899,207 400,36 524,672 119,113 304
S10471,ESR,Elintarvikebiotekniikan maisterikoulutus ESR,Programdelen för storområdet Östra Finland,3,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.5.2008,30.6.2011,"Oulun yliopisto, Kajaanin yliopistokeskus, Biotekniikan laboratorio",208 540,78 113,100 600,37 682,701 100,160 795
S10472,ESR,Woodpoliksen Venäjä-verkosto,Programdelen för storområdet Östra Finland,4,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.12.2008,31.8.2010,Kuhmon kaupunki,59 096,11 504,28 195,5 488,102 695,19 991
S10477,ESR,Pohjois-Savon YTY / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Savon TE-keskus,736 290,275 097,353 710,132 635,1 559 197,671 933
S10478,ESR,Vire / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Savon TE-keskus,405 273,77 934,194 727,37 677,651 197,125 194
S10480,ESR,Välke - Välityömarkkinoiden kehittämishanke 2008-2010 / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.10.2008,31.12.2010,Pohjois-Savon TE-keskus,615 485,90 042,292 515,42 790,1 708 197,148 578
S10481,ESR,Etappi -Iisalmen seudun välityömarkkinahanke / Työvoimapoliittiset toimet,Programdelen för storområdet Östra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Savolax",Verksamhet pågår,1.12.2008,31.12.2010,Pohjois-Savon TE-keskus,631 498,164 318,309 249,80 218,1 036 047,272 977
S10483,ESR,Pienyritysten koulutustuki - Protek; työvoimapoliittisen koulutuksen hankinta hakemukseen 701299,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Karelen",Verksamhet pågår,1.4.2008,31.12.2010,Pohjois-Karjalan TE-keskus,554 200,166 890,260 800,40 525,1 015 000,207 415
S10485,ESR,Aikuiskoulutuksen eurooppalaiset parhaat käytännöt,Programdelen för storområdet Östra Finland,4,"Närings-, trafik- och miljöcentralen i Södra Savolax",Verksamhet pågår,1.8.2008,30.4.2010,Mikkelin Ammattikorkeakoulu Oy,59 182,29 845,30 488,15 375,102 470,55 754
S10488,ESR,"ESR Täytäntöönpano, hallinnointi (tekninen tuki / Itä-Suomi)",Programdelen för storområdet Östra Finland,5,Social- och hälsovårdsministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Sosiaali- ja terveysministeriö,67 600,62 424,68 400,68 400,136 000,130 824
S10497,ESR,ESR Tiedotus ja viestintä (tekninen tuki / Itä-Suomi),Programdelen för storområdet Östra Finland,5,Social- och hälsovårdsministeriet,Verksamhet pågår,1.1.2007,31.12.2013,Sosiaali- ja terveysministeriö,42 400,18 954,600,268,43 000,19 222
S10510,ESR,Kainuun alueen seudulliset yrityspalvelut,Programdelen för storområdet Östra Finland,1,"Närings-, trafik- och miljöcentralen i Kajanaland",Verksamhet pågår,1.7.2008,31.12.2010,Kainuun TE-keskus,516 332,106 084,246 344,50 613,1 540 207,176 697
S10519,ESR,ESR-ohjelman Itä-Suomen osion hallinnointi,Programdelen för storområdet Östra Finland,5,Arbets- och näringsministeriet,Verksamhet pågår,1.1.2008,31.12.2013,"Työ- ja elinkeinoministeriö, AKY/RAPO",356 712,100 290,311 288,87 519,2 338 000,187 809




,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S11138,ESR,PK-RAKENTAJAN KEHITTÄMISOHJELMA,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2009,31.5.2011,Rakennusteollisuuden Koulutuskeskus RATEKO.,49 478,0,37 326,0,102 122,0
S11141,ESR,KV-osaaja,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,31.7.2011,Kemi-Tornion ammattikorkekoulu/Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,19 000,0,14 024,0,166 700,0
S11142,ESR,Lapin korkeakoulukonsernin kansainvälisen hanketoiminnan osaamisen ja rakenteiden kehittäminen,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,31.7.2011,Kemi-Tornion ammattikorkekoulu/Kemi-Tornionlaakson koulutuskuntayhtymä Lappia,99 642,0,59 786,0,266 167,0
S11145,ESR,Matkailukoulutuksen sateenkaari,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,31.5.2012,Rovaniemen koulutuskuntayhtymä,170 650,0,78 650,0,420 300,0
S11158,ESR,SILMU-maahanmuuttajien kotoutumisprojekti,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2009,31.12.2013,Kemin kaupunki,123 397,0,93 252,0,911 249,0
S11167,ESR,Voimaa ossaamisesta!,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.11.2009,30.6.2012,"Oulun seudun ammattikorkeakoulu, Täydennyskoulutus",236 648,0,175 446,0,722 847,0
S11175,ESR,ThinkBarents,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,29.2.2012,Rovaniemen ammattikorkeakoulu/Rovaniemen koulutuskuntayhtymä,234 695,0,164 287,0,494 550,0
S11176,ESR,LAIKKU - Laadukas aikuiskoulutuspalvelu aikuisväestölle ja yrityksille,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2009,30.6.2012,Kemi-Tornionlaakson koulutuskuntayhtymä Lappia/Ammattiopisto Lappia,91 725,0,55 035,0,221 450,0
S11097,ESR,"ILO - Intoa, Luovuutta ja Osaamista -",Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2009,31.3.2011,"Pudasjärven kaupunki, Kehittämiskeskus Pohjantähti",42 310,0,47 777,0,261 808,0
S11101,ESR,Tunturiosaaja,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2009,30.9.2012,TE-Keskus/Strategiayksikkö/Tunturi-Lapin työ- ja elinkeinotoimisto,117 750,0,114 370,0,522 600,0
S11108,ESR,KV-Foorumi - Yrityspalvelujen verkosto Pohjois-Pohjanmaan elinkeinoelämän kansainvälistymisen vauhdittajaksi,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2009,31.12.2012,Pohjois-Pohjanmaan TE-keskus,151 050,0,113 950,0,530 000,0
S11116,ESR,EnterNet,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2009,31.12.2011,"Oulun yliopisto, koulutus- ja tutkimuspalvelut",60 829,0,45 889,0,206 950,0
S11124,ESR,Työelämä tutuksi ja töihin - TYÖVOIMAPOLIITTISET TOIMENPITEET,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2009,31.5.2011,Pohjois-Pohjanmaan TE-keskus,58 588,0,44 198,0,292 640,0
S11180,ESR,Lapin KOTTI,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.10.2009,30.6.2012,Lapin työ- ja elinkeinokeskus,74 675,0,74 675,0,360 000,0
S11191,ESR,Matkailualan ammatillisen koulutuksen kehittäminen ILOssa / TravEd 2015,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2010,31.12.2012,Kemijärven kaupunki/Sivistysosasto,89 153,0,147 402,0,278 300,0
S11195,ESR,"Tietohallinnon professuuri, hallintotiede",Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2010,31.12.2012,Lapin yliopisto,110 000,0,66 000,0,330 000,0
S11199,ESR,"Väylä, työvoimapoliittiset toimenpiteet",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.12.2013,Lapin TE- keskus,57 563,0,57 563,0,443 500,0
S11203,ESR,Mobisimun käyttöönotto ja tuotteistaminen,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.12.2009,29.2.2012,Oulun seudun koulutuskuntayhtymä,63 815,0,20 336,0,228 000,0
S11223,ESR,Maahanmuuttajanuorten ohjaushanke,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.2.2010,30.1.2013,"Oulun kaupunki, opetustoimi",80 295,0,32 118,0,560 800,0
S11227,ESR,Työvoimapoliittisten toimenpiteiden koordinaatiohanke 2,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2010,31.12.2011,Lapin TE-keskus,111 025,0,111 025,0,393 350,0
S11233,ESR,"Tutkimalla oppii, TUKEMIA",Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.1.2010,31.12.2012,Keski-Pohjanmaan ammattikorkeakouluosakeyhtiö,73 333,0,64 224,0,328 167,0
S11235,ESR,Kulttuuriyrittäjyysosaamisen edistäminen Keski-Pohjanmaalla,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.8.2010,31.12.2012,"Keski-Pohjanmaan ammattikorkeakoulu, CENTRIA tutkimus ja kehitys",16 602,0,14 062,0,193 638,0
S11236,ESR,Kansanmusiikin kulttuuriperinnepankki,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.7.2010,31.12.2012,Keski-Pohjanmaan ammattikorkeakoulu Oy,9 051,0,7 665,0,137 430,0
S11241,ESR,Matkailuosaamisen kehittäminen Oulun seudulla,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.10.2009,31.12.2012,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu -liikelaitos,66 946,0,53 581,0,384 770,0
S11245,ESR,TAKUUPOOLI -työpoolin toimintaedellytysten kehittäminen Koillismaalla,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2010,31.12.2012,Koillis-Suomen Aikuiskoulutus Oy,88 750,0,64 250,0,532 500,0
S11246,ESR,TAKUUPOOLI - TYÖVOIMAPOLIITTISET TOIMENPITEET,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2010,31.12.2012,Pohjois-Pohjanmaan TE-keskus,37 500,0,17 500,0,305 000,0
S11251,ESR,Matkailutieto toimialan kilpailukykytekijänä - matkailutiedon popularisointi,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.9.2009,31.12.2011,Lapin yliopisto,47 195,0,33 036,0,173 241,0
S11256,ESR,Taito Pohjois-Pohjanmaa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2010,31.12.2012,Pohjois-Pohjanmaan käsi- ja taideteollisuus ry,72 268,0,54 518,0,366 429,0
S11259,ESR,Potilas- ja asiakasturvallisuusosaamisen varmistaminen virtuaali- ja simulaatioympäristöissä,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2010,31.12.2011,"Rovaniemen koulutuskuntayhtymä, Rovaniemen ammattikorkeakoulu",64 867,0,51 894,0,290 956,0
S11263,ESR,"WELLAB,  Oulun korkeakoulujen yhteinen hyvinvointitekniikan laboratorioverkosto",Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.1.2010,31.12.2011,Oulun yliopisto,81 737,0,64 845,0,334 292,0
S11030,ESR,Vankilaopetuksen hyvät käytännöt ja kehittäminen; Vakes P-P,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.8.2009,31.7.2012,Siika-Pyhäjokialueen koulutuskuntayhtymä / Piippolan käsi- ja taideteollisuusopisto,57 863,0,43 141,0,224 548,0
S11052,ESR,Miehittämättömien alusten koulutus- ja testauskeskuksen kehittämishanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.1.2009,31.12.2010,"Kemijärven kaupunki, Itä-Lapin oppimiskeskus",118 554,0,81 714,0,235 608,0
S11066,ESR,MAKU-HELMI,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2009,30.4.2012,Siika-Pyhäjokialueen koulutuskuntayhtymä,55 329,0,41 739,0,180 915,0
S11067,ESR,"HARKAT 1 - Harjoittelutoiminnan kehittämishanke, vaihe 1",Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.5.2009,30.4.2010,"Kemi-Tornionlaakson koulutuskuntayhtymä Lappia, Kemi-Tornion Ammattikorkeakoulu",93 450,0,56 070,0,186 900,0
S11068,ESR,Kompassi - Ammatillisesta kuntoutuksesta kohti avoimia työmarkkinoita,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,31.12.2012,"Lapin yliopisto, yhteiskuntatieteiden tiedekunta",47 024,0,30 586,0,1 484 950,0
S11072,ESR,OPPIMISYMPÄRISTÖT JA OPPIMISEN MALLIT - Insinöörikoulutuksen työelämälähtöisyyden kehittäminen,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.4.2009,30.6.2011,Kemi-Tornion ammattikorkeakoulu,155 605,0,92 844,0,390 980,0
S11073,ESR,T&K-TOIMINNAN RAJAPINTAPROSESSIEN KEHITTÄMINEN,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.8.2009,31.12.2011,"Kemi-Tornion ammattikorkeakoulu, Kemi-Tornionlaakson koulutusky Lappia",56 625,0,33 975,0,181 100,0
S10983,ESR,TYRNI - Yhteistoiminta-alueiden henkilöstön työhyvinvoinnin ja rakenteiden tukeminen,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,30.4.2011,"OSEKK / Oulun seudun ammattikorkeakoulu, terveysalan Oulaisten yksikkö",77 690,0,41 223,0,254 630,0
S10984,ESR,Aikuisena agrologiksi,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.2.2009,31.7.2012,"OSEKK, Oulun seudun ammattikorkeakoulu, Luonnonvara-alan yksikkö",138 671,2 974,112 897,2 421,678 286,5 395
S10987,ESR,Kalastusmatkailun kehittäminen Koillis-Suomessa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.5.2009,31.8.2011,Koillis-Suomen Aikuiskoulutus Oy,47 310,3 189,35 690,2 405,190 000,5 594
S10988,ESR,Työhyvinvoinnin edistäminen kuntaorganisaatiossa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.4.2009,31.12.2010,"Lapin yliopisto, Yhteiskuntatieteiden tiedekunta",78 450,6 391,50 819,4 140,355 084,10 531
S10995,ESR,VEERA - Verkostoista voimaa opiskelijahuoltotyöhön,Programdelen för storområdet Norra Finland,2,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.4.2009,1.3.2011,Kalajokilaakson koulutuskuntayhtymä,69 423,4 833,52 086,3 626,154 851,8 459
S10998,ESR,PAIKO - Painettavan elektroniikan koulutushanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.5.2009,31.12.2010,"Oulun seudun koulutuskuntayhtymä, Oulun seudun ammattikorkeakoulu/Tekniikan yksikkö",36 281,5 314,25 769,3 774,149 900,9 088
S11002,ESR,Yhteisökasvatuksen hyvät käytännöt EU:sta Suomen Lappiin,Programdelen för storområdet Norra Finland,4,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.3.2010,Lapin yliopisto kasvatustieteiden tiedekunta ja sosiaalityön laitos,25 350,0,17 745,0,50 700,0
S11003,ESR,Kiinaoikeuden professuuri,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.5.2012,Lapin Yliopisto,101 050,0,70 735,0,396 925,0
S11004,ESR,BornToBusiness - Oamk:n tekniikan yksikön opiskelijoiden yritystoimintaa aktivoiva -hanke,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.9.2009,31.8.2012,OSEKK/Oulun seudun ammattikorkeakoulu/Tekniikan yksikkö,79 910,0,32 915,0,329 585,0
S11005,ESR,Opin Ovi - SME (Small and Medium Enterprises),Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.8.2009,31.12.2011,Keski-Pohjanmaan koulutusyhtymä / Keski-Pohjanmaan aikuisopisto,53 123,0,51 527,0,529 000,0
S11011,ESR,Lapin yritysten tervehdyttämisohjelma,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.3.2009,31.12.2011,Lapin työ- ja elinkeinokeskus,225 000,4 009,225 000,4 009,880 000,8 018
S11016,ESR,"Lapin matkailun turvallisuusjärjestelmä - koulutus, verkosto ja ennakointi",Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Lappland",Verksamhet pågår,1.6.2009,31.12.2010,Rovaniemen ammattikorkeakoulu,55 275,9 871,47 875,8 550,320 850,18 421
S10929,ESR,Start Up - Toimenpiteet Keski-Pohjanmaa,Programdelen för storområdet Norra Finland,1,"Närings-, trafik- och miljöcentralen i Österbotten",Verksamhet pågår,1.10.2008,31.12.2011,Pohjanmaan TE-keskus,105 889,36 945,79 914,27 881,400 975,64 826
S10933,ESR,Aluekehityksen ja innovaatio-osaamisen ammatillisesti painottunut jatkotutkintokoulutushanke,Programdelen för storområdet Norra Finland,3,"Närings-, trafik- och miljöcentralen i Norra Österbotten",Verksamhet pågår,1.3.2009,31.7.2011,Kuusamon kaupunki,69 003,14 044,52 971,10 781,360 921,24 825
