Koodi,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,P‰‰ttymispvm,Toteuttajan nimi,Myˆnnetty EU-rahoitus,Toteutunut EU-rahoitus,Myˆnnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteens‰,Toteutunut julkinen rahoitus yhteens‰
A31071,EAKR,Koordinaatio,÷stra Finland,4,Undervisningsministeriet,Verksamhet pÂgÂr,1.1.2007,31.12.2013,Opetusministeriˆ,77 562,17 777,77 562,17 777,440 124,35 554
A31075,EAKR,Tiedotus ja viestint‰,÷stra Finland,4,Undervisningsministeriet,Verksamhet pÂgÂr,1.1.2007,31.12.2013,Opetusministeriˆ,7 687,0,7 687,0,15 374,0
A31092,EAKR,Pohjois-Karjalan pohjavesien suojelusuunnitelma -hanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.3.2009,31.12.2012,Savo-Karjalan Vesiensuojeluyhdistys ry. (SKVSY),35 708,0,23 805,0,182 520,0
A31095,EAKR,Laajakaista kaikille - Etel‰-Savon koordinaatiohanke,÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.9.2009,31.12.2010,Etel‰-Savon maakuntaliitto,68 250,0,36 750,0,150 000,0
A31097,EAKR,Ilmansaasteiden haitallisuuden tutkimus- ja testauslaitteisto,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,31.12.2011,Kuopion yliopisto (1.1.2010 It‰-Suomen yliopisto),236 598,0,178 486,0,570 000,0
A31099,EAKR,Monik‰yttˆisen rˆntgendiffraktiolaitteiston hankinta (Multi-XRPD infra),÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,31.12.2010,Kuopion yliopisto,157 320,0,118 680,0,297 000,0
A31100,EAKR,Hyvinvointialan oppimis- ja kehitysymp‰ristˆ,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2010,31.12.2010,Pohjois-Karjalan ammattikorkeakoulu,73 020,0,48 680,0,181 700,0
A31101,EAKR,"Rekkasimulaattori, It‰-Suomen siirrett‰v‰ logistiikka-alan oppimisymp‰ristˆ",÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2010,31.3.2011,Etel‰-Savon Koulutus Oy ,444 012,0,242 251,0,994 000,0
A31104,EAKR,Pieks‰j‰rven kunnostus,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.12.2009,30.9.2012,Pieks‰m‰en kaupunki,52 000,0,28 000,0,160 000,0
A31106,EAKR,Savonlinnan seudun j‰tevesineuvoja,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,16.11.2009,31.12.2011,Savonlinnan kaupunki,63 000,0,27 000,0,120 000,0
A31107,EAKR,Pieks‰m‰en seudun j‰tevesihanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.12.2009,31.12.2011,Pieks‰m‰en kaupunki,63 000,0,27 000,0,120 000,0
A31109,EAKR,Mikkelin seudun j‰tevesineuvojahanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,28.10.2009,31.12.2011,Mikkelin Seudun Ymp‰ristˆpalvelut,63 000,0,27 000,0,120 000,0
A31119,EAKR,Teollisen pintak‰sittelyn innotehdas,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,31.7.2011,Savon koulutuskuntayhtym‰,397 460,0,397 460,0,936 038,0
A31131,EAKR,Mobiiliteknologioiden k‰yttˆ ymp‰ristˆnseurannassa (MOBY),÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Kajanaland",Verksamhet pÂgÂr,1.1.2010,30.11.2010,"Oulun yliopisto, Mittalaitelaboratorio",14 265,0,9 925,0,26 190,0
A31132,EAKR,Sieraniemen matkailutie,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.9.2009,31.8.2011,nilsi‰n kaupunki,457 500,0,127 500,0,915 000,0
A31135,EAKR,Vaarallisten aineiden harjoituskentt‰,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,30.9.2011,Pelastusopisto,172 800,0,97 200,0,300 000,0
A31139,EAKR,RFID-tekniikan oppimisymp‰ristˆ,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,31.12.2012,Savon koulutuskuntayhtym‰,217 875,0,217 875,0,498 000,0
A31140,EAKR,"CreaVehicle -simulointitutkimuskeskus, kehitt‰mishanke",÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.1.2010,31.12.2011,"Oulun yliopisto, Tietojenk‰sittelytieteiden laitos, Kajaanin yksikkˆ",208 273,0,148 766,0,743 000,0
A31141,EAKR,Kansainv‰linen rauhanrakentamisen osaamiskeskus,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2010,31.12.2013,Kriisinhallintakeskus/Pelastusopisto,189 867,0,106 800,0,890 001,0
A31146,EAKR,Esteettˆmyden parantaminen liikuntamatkailuymp‰ristˆss‰ (ELMA),÷stra Finland,3,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.3.2010,28.2.2011,Snowpolis Oy,54 000,0,48 000,0,108 000,0
A30309,EAKR,Terveysreitti,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.3.2008,31.10.2010,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,521 975,297 578,156 593,89 273,1 148 600,595 161
A30316,EAKR,"Innovation Magnet - ""The Best Partner in Open Innovation""",÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Kuopio Innovation Oy,375 083,183 340,44 917,22 659,578 100,283 870
A30317,EAKR,Maal‰mmˆn soveltuvuus keskitettyyn l‰mmˆntuotantoon kaukol‰mpˆverkostojen ulkopuolisilla alueilla,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.6.2008,28.2.2009,Savonia-ammattikorkeakoulun kuntayhtym‰,24 987,19 317,3 407,2 633,29 564,22 927
A30319,EAKR,InFotonics Center Joensuu - palvelutoiminnan kehitt‰minen,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2009,Joensuun yliopisto,227 500,199 045,122 500,105 088,417 000,362 356
A30320,EAKR,"Pohjois-Karjalan maakunnan kiviohjelma, MAKI",÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,30.6.2009,Stone Pole Oy,54 700,21 252,30 700,11 927,134 650,33 179
A30322,EAKR,Bioenergian tuotannon ja k‰ytˆn vaikutusten tutkimuskeskus (KANTIVA): laitehankinnat,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2009,Kuopion yliopisto,331 677,412 246,163 363,12 458,544 000,466 708
A30324,EAKR,Matkuksen eritasoliittym‰,÷stra Finland,3,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,31.8.2009,Kuopion kaupunki,890 000,890 000,0,0,2 915 700,2 915 700
A30325,EAKR,Mikkelipuiston yritysverkoston kehitt‰minen ja laajentaminen,÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,28.2.2008,27.2.2011,ProAgria Etel‰-Savo,103 170,40 174,46 352,18 049,239 522,93 269
A30329,EAKR,Kemian huippututkimuksen toimintaymp‰ristˆn kehitt‰mishanke,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,30.6.2010,It‰-Suomen yliopisto,400 400,2 326,199 600,997,620 000,3 323
A30347,EAKR,Etel‰-Savon matkailuyritysten kansainv‰list‰minen,÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Mikkelin seudun elinkeinoyhtiˆ Miset Oy,417 500,240 480,189 000,108 864,1 506 750,592 374
A30353,EAKR,Mt 870 parantaminen Talvivaaran liittym‰n kohdalla,÷stra Finland,3,Trafikverket,Verksamhet pÂgÂr,1.11.2007,30.11.2008,Oulun tiepiiri,372 818,372 817,177 181,177 180,550 000,549 997
A30365,EAKR,J‰rvilinnut matkailun myˆt‰tuulessa,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,15.4.2008,31.10.2010,Pohjois-Karjalan luonnonsuojelupiiri ry,44 300,24 106,33 472,18 214,77 772,42 320
A30366,EAKR,Kaivannaisteollisuuden osaamispalvelut -investointihanke,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.8.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰,549 500,81 530,350 800,49 970,1 308 400,200 104
A30370,EAKR,POPKULTTUURIN UUDISRAKENNUKSEN ORGANISAATION KEHITTƒMINEN,÷stra Finland,3,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.7.2008,31.5.2010,Joensuun Popmuusikot ry,63 330,29 302,44 795,20 726,126 661,50 028
A30372,EAKR,"Rissalan yritysalueen liittym‰j‰rjestelyjen kehitt‰minen, vt 17 Rissalan yrityspuiston liikennej‰rjestelyt",÷stra Finland,3,Trafikverket,Verksamhet pÂgÂr,14.2.2008,31.12.2010,Savo-Karjalan tiepiiri,1 475 100,1 475 100,774 900,774 900,2 250 000,2 250 000
A30389,EAKR,Pohjois-Karjalan elinkeinopoliittinen Ven‰j‰-ohjelma,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Joensuun Seudun Kehitt‰misyhtiˆ JOSEK Oy,257 637,144 764,132 638,71 679,787 500,300 464
A30399,EAKR,"Energia-, voimalaitos ja painelaiteosaamisen kehitysymp‰ristˆ",÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,30.6.2010,Savonia-ammattikorkeakoulun kuntayhtym‰,131 610,40 506,83 380,15 161,540 779,75 052
A30413,EAKR,SAGA SaaristoGalleria,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.3.2008,1.3.2011,Kuopion kaupunki,479 556,41 908,119 889,10 477,1 089 900,95 246
A30422,EAKR,Etel‰-Savon Energiatoimisto,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Mikkelin Ammattikorkeakoulu Oy,216 933,99 267,118 358,54 160,338 291,172 915
A30425,EAKR,ENWIN (Ymp‰ristˆteknologian innovaatio- ja osaamisrakenteiden kehitt‰minen),÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.6.2008,31.12.2010,Kuopion yliopisto/ Soveltavan ymp‰ristˆkemian laboratorio,332 517,85 670,261 263,67 312,793 780,202 982
A30426,EAKR,Elinkaariarviointi bioenergiatutkimuksessa,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Lappeenrannan teknillinen yliopisto,62 000,12 948,35 000,7 309,101 000,20 257
A30427,EAKR,seniorPRO - seniori-ik‰isten ihmisten el‰misen ja asumisen uudet palvelumallit ja -konseptit,÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.4.2008,31.12.2009,Mikkelin teknologiakeskus Oy,100 904,49 972,39 241,19 434,140 145,69 406
A30430,EAKR,LIIKUNTATEKNOLOGIAN MAISTERI- JA TOHTORIKOULUTUSTA TUKEVA INVESTOINTIHANKE (VUOLAB 2),÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.7.2007,31.10.2010,"Jyv‰skyl‰n yliopisto, liikuntabiologian laitos",104 960,72 807,73 472,50 965,277 000,158 844
A30431,EAKR,Runolaulu-Akatemian perustamishanke,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Juminkeko-s‰‰tiˆ,120 880,82 968,100 880,69 243,427 800,180 845
A30434,EAKR,CreaBase-innovaatioymp‰ristˆn kehitt‰minen Kainuussa,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.5.2008,30.4.2011,"Oulun yliopisto/Tietojenk‰sittelytieteiden laitos, Kajaanin yksikkˆ",107 144,25 119,83 573,19 593,381 000,50 238
A30435,EAKR,Tutkimusymp‰ristˆ t‰rin‰mittauksille,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.1.2008,31.12.2009,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,76 350,61 462,127 250,102 437,254 500,204 874
A30437,EAKR,Outokummun Sis‰ltˆkaivos - Kansainv‰linen peli- ja simulaatiostudio sek‰ yrityshautomotoiminta (investointiosio),÷stra Finland,2,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.9.2008,31.12.2010,Pohjois-Karjalan koulutuskuntayhtym‰,227 205,85 109,106 920,40 051,445 500,166 881
A30439,EAKR,Elokuva- ja el‰mysmatkailun investoinnit,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.1.2008,31.12.2009,Kontiolahden kunta,315 455,25 485,148 450,11 993,638 680,104 866
A30441,EAKR,Suvorovin tykkivene,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.10.2008,31.12.2011,Sulkavan kunta,105 120,0,38 880,0,288 000,0
A30448,EAKR,Simulaatio- ja pelikehityslaboratorio,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.3.2008,31.12.2008,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,83 200,83 065,62 400,62 299,208 000,207 663
A30453,EAKR,Woodpolis-Inno,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.4.2008,31.12.2010,Kuhmon kaupunki,97 675,4 801,68 325,2 252,887 850,8 816
A30454,EAKR,"Karjalanradan tasoristeysten poistaminen: Joensuu, Pyh‰selk‰, Tohmaj‰rvi, Kitee",÷stra Finland,3,Trafikverket,Verksamhet pÂgÂr,28.2.2008,31.12.2013,Ratahallintokeskus,3 498 000,625 628,1 823 000,301 228,14 225 000,926 856
A30458,EAKR,"Parppeinvaaran kehitt‰mishanke, investoinnit",÷stra Finland,3,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.10.2007,30.9.2011,"Ilomantsin kunta, Ilomantsin Museos‰‰tiˆ",13 986,3 685,4 914,1 294,68 672,9 959
A30460,EAKR,"Parppeinvaaran kehitt‰mishanke, kehitt‰misosio",÷stra Finland,3,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.10.2007,30.9.2011,"Ilomantsin kunta, Ilomantsin Museos‰‰tiˆ",85 026,43 285,44 027,22 413,338 339,96 133
A30461,EAKR,"Valtimon etel‰isten kylien j‰tevesiviem‰rˆinti, Karhunp‰‰n alue",÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.11.2007,31.12.2010,Valtimon etel‰isten kylien j‰tevesiosuuskunta,318 200,220 549,53 000,36 735,636 338,399 976
A30472,EAKR,Metallialan Innotehdas,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.8.2008,31.12.2011,Savon koulutuskuntayhtym‰,946 770,116 079,487 730,59 798,1 982 300,200 379
A30482,EAKR,Lapinlahden j‰tevedenpuhdistamon saneeraus ja laajennus 2008 - 2010,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,29.5.2008,31.12.2010,Lapinlahden kunta,1 058 050,730 161,254 450,175 596,3 125 110,2 718 367
A30487,EAKR,Laitaatsalmen syv‰v‰yl‰ratkaisun yleissuunnitelma Savonlinnassa,÷stra Finland,3,Trafikverket,Verksamhet pÂgÂr,1.10.2008,31.12.2010,Liikennevirasto,200 000,0,200 000,0,400 000,0
A30495,EAKR,Haapakoski-Nuutila nopeustason nostoon liittyv‰t investoinnit,÷stra Finland,3,Trafikverket,Verksamhet pÂgÂr,27.10.2008,31.12.2010,Ratahallintokeskus,2 600 000,0,2 100 000,0,10 100 000,0
A30499,EAKR,TOHMAJƒRVI - VEDENLAADUN JA VIRKISTYSARVOJEN PARANTAMINEN -SUUNNITTELUHANKE,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.8.2008,31.12.2009,Pohjois-Karjalan mets‰keskus,100 950,46 078,50 475,23 039,176 965,94 657
A30503,EAKR,Suonteen rakennusvaihe 3,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.8.2008,30.6.2010,Suonteen vesiosuuskunta,260 935,96 398,144 065,53 222,540 000,149 620
A30253,EAKR,MOTTI: Matkailualan opetus- ja tutkimuslaitoksen osaamisrakenteiden toiminnallinen vahvistaminen It‰-Suomessa,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.3.2008,31.12.2010,Joensuun yliopisto,376 700,168 012,211 900,94 509,784 800,350 028
A30254,EAKR,Etel‰-Savon toisen asteen koulutuksen kehitt‰mishankkeen (UUSI PARADIGMA) k‰ynnist‰minen,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.3.2008,31.12.2009,It‰-Savon koulutuskuntayhtym‰,138 600,170 678,71 400,31 960,300 000,289 483
A30255,EAKR,Etel‰-Savon ammattikorkeakoulujen soveltavan tutkimustoiminnan rakenteiden kehitt‰minen,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Mikkelin Ammattikorkeakoulu Oy,682 500,514 587,238 875,188 501,2 047 500,1 033 520
A30257,EAKR,FIBERLABORATORY 2010: Kuitu- ja prosessitekniikan tutkimusymp‰ristˆn kehitt‰minen,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2009,"Lappeenrannan Teknillinen Yliopisto/ FiberLaboratory, Savonlinna",591 890,148 257,307 845,73 022,1 111 735,298 012
A30261,EAKR,Sapalab,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,2.1.2008,30.4.2010,Pelastusopisto,320 100,0,164 900,0,500 000,0
A30203,EAKR,Oulu-Kajaani-kehitt‰misvyˆhyke 2010 (OuKa 2010),÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.5.2007,30.4.2010,Pohjois-Pohjanmaan liitto,36 306,33 069,36 306,33 069,219 000,94 483
A30204,EAKR,Biokeskus Kuopion infrastruktuurin kehitt‰minen,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,30.6.2010,It‰-Suomen yliopisto,583 830,22 702,314 370,12 224,1 031 100,49 426
A30206,EAKR,HYRRƒ - Pohjois-Karjalan hyvinvointialan yritt‰jyyden kasvuohjelma,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Joensuun Seudun Kehitt‰misyhtiˆ Josek Oy,225 000,119 004,100 500,53 415,696 000,240 984
A30208,EAKR,Kainuun KV-matkailumarkkinoinnin koordinointihanke 2008 / Kainuu International Tourism Marketing Project 2008,÷stra Finland,3,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.4.2008,31.12.2008,Kainuun Etu Oy,153 334,139 296,152 333,138 387,306 667,278 595
A30209,EAKR,Pielisen J‰rvilohi ja Taimen 2008 -2010 -hanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.5.2008,31.8.2010,Pielisen Karjalan kehitt‰miskeskus Oy,194 400,86 780,110 200,49 193,354 100,158 150
A30210,EAKR,OULUJƒRVEN MATKAILUYHTEISTY÷ -hanke,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,15.1.2008,31.12.2009,KAINUUN ETU OY,62 263,40 690,40 288,26 328,124 525,79 697
A30211,EAKR,Snowpolis-kokonaisuuden kehitt‰mishanke: Toimintaymp‰ristˆn prosessien kehitt‰mien,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.5.2008,31.12.2010,Snowpolis Oy,579 900,545 660,231 960,174 895,1 857 100,1 029 365
A30212,EAKR,Matkailupalvelujen tuotekehitys/tuotteistaminen Kainuussa (TUTKA),÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.4.2008,30.6.2011,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,196 750,135 275,109 075,46 278,754 100,243 385
A30213,EAKR,Matkailusta Hyvinvointia - esteettˆm‰n matkailun kehitt‰mishanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.6.2008,31.12.2010,Pohjois-Karjalan ammattikorkeakoulu,165 150,49 912,82 575,24 956,311 600,96 673
A30214,EAKR,InnoKainuu - Kainuun Innovaatioymp‰ristˆn alueellinen vaikuttavuusselvitys 1995 - 2007,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.3.2008,31.12.2008,Kajaanin seudun aluekeskusohjelma / Kajaanin Teknologiakeskus Oy,16 900,7 498,6 900,3 061,33 800,14 999
A30215,EAKR,Puun ja kiven mahdollisuudet piha- ja ymp‰ristˆrakentamisessa II - kehitt‰mishanke,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Kainuun Etu Oy,210 999,140 038,111 705,74 137,637 500,280 069
A30216,EAKR,Avain Kainuun kulttuuriperintˆˆn,÷stra Finland,3,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,14.5.2007,31.10.2009,Kajaanin kaupunki / Kainuun Museo,122 715,118 542,50 885,37 078,233 250,219 534
A30217,EAKR,Lohtaja-Huuhkajanvaara-Kettu nettikahvila,÷stra Finland,3,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.1.2008,31.12.2008,Lohtaja-Huuhkajanvaara-Kettu kyl‰yhdistys,3 450,3 450,3 450,3 450,6 900,6 900
A30220,EAKR,Paimenpojan poluilla,÷stra Finland,3,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.4.2008,31.12.2009,Joensuun kaupunki,40 250,0,16 100,0,194 500,0
A30224,EAKR,Pattoin tilan kunnostus n‰ht‰vyydeksi,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,14.5.2008,31.12.2010,Juvan kunta / Pattoin talomuseon hoitokunta,70 970,24 090,39 920,13 550,158 415,53 772
A30227,EAKR,Pielisen ja ymp‰ristˆn alueen vesiretkeilytuotteiden kehitt‰minen ja tuottaminen,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Kanoottisissit ry,49 020,22 002,24 514,11 002,73 534,33 004
A30235,EAKR,Juvan tryffelikeskus,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,30.4.2011,Juvan kunta,166 320,57 248,85 680,29 491,324 000,123 913
A30249,EAKR,Matkailun ennakoinnin tutkimus ja kehitt‰minen Kainuussa ja Koillismaalla,÷stra Finland,2,Samkommunen fˆr landskapet Kajanaland,Verksamhet pÂgÂr,1.4.2008,31.3.2011,Kajaanin kaupunki / Kajaanin ammattikorkeakoulu,86 000,45 091,51 600,27 054,302 000,90 181
A30250,EAKR,Haapakosken ruukin alueen saneeraushanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.7.2008,31.12.2010,Pieks‰m‰en kaupunki,57 216,0,32 184,0,178 800,0
A30251,EAKR,EASTWOOD,÷stra Finland,2,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.3.2008,28.2.2011,Miktech Oy,391 950,244 254,301 767,188 054,1 626 512,583 885
A30252,EAKR,Haapakosken ruukkikyl‰n saneeraushanke,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Sˆdra Savolax",Verksamhet pÂgÂr,1.7.2008,31.12.2010,Pieks‰m‰en kaupunki,255 898,0,143 942,0,571 200,0
A30051,EAKR,Teollisuusyritysten hautomoverkostot,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.12.2007,31.12.2010,Keski-Karjalan Kehitysyhtiˆ Oy,271 600,169 812,166 600,103 600,886 400,363 089
A30052,EAKR,PK-yritysten kehitysklinikka,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,30.6.2010,Joensuun Seudun Kehitt‰misyhtiˆ JOSEK Oy,252 000,141 772,100 800,56 709,504 000,283 545
A30067,EAKR,Kolin matkailun kehitt‰minen yritysverkostossa,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.8.2010,Kolin matkailuyhdistys ry,45 320,0,34 980,0,181 280,0
A30078,EAKR,Yl‰-Savon vesistˆt kuntoon,÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Savolax",Verksamhet pÂgÂr,1.1.2008,31.12.2010,Lapinlahden kunta,202 612,93 940,51 917,24 071,365 783,145 446
A30113,EAKR,Rautainen Savo palvelut - teknologiayritysten kentt‰tyˆ,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Yl‰-Savon Kehitys Oy,697 986,498 822,86 924,49 691,1 543 196,760 377
A30114,EAKR,"LINNUNNIEMI, tyˆel‰m‰n kehitt‰mis- ja palvelukeskus, II vaihe",÷stra Finland,3,"N‰rings-, trafik- och miljˆcentralen i Norra Karelen",Verksamhet pÂgÂr,1.9.2007,30.6.2008,Pohjois-Karjalan koulutuskuntayhtym‰,119 750,114 920,59 875,57 460,239 500,237 393
A30120,EAKR,Invest in Joensuu Region,÷stra Finland,2,Norra Karelens landskapsfˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2010,Joensuun Seudun Kehitt‰misyhtiˆ JOSEK Oy,185 449,113 364,52 307,31 975,585 000,226 738
A30121,EAKR,Biokaasulaitosinvestointi; Biokaasuteknologian tutkimus- ja opetusymp‰ristˆn kehitt‰minen,÷stra Finland,2,Norra Savolax fˆrbund,Verksamhet pÂgÂr,1.1.2008,31.12.2009,Savonia ammattikorkeakoulun kuntayhtym‰,109 613,102 400,89 613,83 716,219 226,204 800
A30122,EAKR,Hyvinvointimatkailun ( wellness ) kehitt‰mishanke,÷stra Finland,3,Sˆdra Savolax landskapsfˆrbund,Verksamhet pÂgÂr,1.8.2007,31.12.2009,Savonlinnan Kylpylaitos Oy / Kylpyl‰ Hotelli Casino ,54 451,15 794,24 464,7 096,78 915,22 890
