,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
A544633,EAKR,"Kattovalokupujen, savunpoistoluukkujen ja sisustusvalaisimien kehitys",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,15.6.2009,31.12.2010,KERAPLAST OY,41 676,0,62 514,0,104 190,0
A546084,EAKR,Reunalistoituskone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,1.10.2009,28.2.2010,KYMEN MÄNTYOVI MIELONEN KY,1 964,0,2 946,0,4 910,0
A546133,EAKR,Teollisuushallin rakentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,28.9.2009,31.12.2010,KIINTEISTÖ OY JPV-KIINTEISTÖT,28 000,0,42 000,0,70 000,0
A546135,EAKR,PUR-vaahdotuskone,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,28.9.2009,30.9.2010,KHIMAIRA OY,29 200,0,43 800,0,73 000,0
A546136,EAKR,30 t:n sublift nostolaite,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,30.9.2009,30.4.2010,VELEIRO OY,16 800,0,25 200,0,42 000,0
A546181,EAKR,Kastike- ja UHT-tuotantokapasiteetin lisäys. Investointi no: 7.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,1.10.2009,31.12.2010,KASLINK FOODS OY,80 000,0,120 000,0,200 000,0
A546185,EAKR,Painokonehankinta,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,30.9.2009,30.12.2009,PAINOKOTKA OY,6 600,0,9 900,0,16 500,0
A546283,EAKR,Toimitilainvestointi Tärinämittaus Valtonen Oy,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,2.10.2009,31.3.2010,TÄRINÄMITTAUS VALTONEN OY,11 800,0,17 700,0,29 500,0
A546338,EAKR,"Tuotteiden ja tuotantomenetelmien kehittäminen, toimitilojen laajentaminen sekä liiketoiminnan kansainvälistäminen",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,7.10.2009,30.4.2012,METEHE OY,83 392,0,125 088,0,208 480,0
A546378,EAKR,Miehittämätön robottityöstösolu lämpömuovatuille muovikappaleille,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,12.10.2009,30.4.2010,VOLAR PLASTIC OY,21 600,0,32 400,0,54 000,0
A546421,EAKR,Tuulienergia-alan asiantuntijapalveluyrityksen käynnistys.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,14.10.2009,31.12.2011,TUULISAIMAA OY,57 060,0,85 590,0,142 650,0
A546430,EAKR,Konehankinnat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,13.10.2009,31.12.2010,JPV-ENGINEERING OY,8 000,0,12 000,0,20 000,0
A546470,EAKR,Tuotantomenetelmien kehittäinen ja kansainvälistyminen.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,16.10.2009,30.6.2011,PREMEKON OY,123 681,0,185 521,0,309 202,0
A546553,EAKR,Pintakäsittely,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,23.10.2009,31.5.2010,METATELINE OY,13 036,0,19 554,0,32 590,0
A546583,EAKR,Automatisoinnin kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,27.10.2009,28.2.2010,SUVIKO OY,10 120,0,15 180,0,25 300,0
A546588,EAKR,Tuotannon kehittämishanke,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,14.10.2009,31.12.2010,KALUSTEMUOVI VIRTALA OY,47 200,0,70 800,0,118 000,0
A546607,EAKR,HF-linjan modernisointi,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,28.10.2009,31.12.2010,STALATUBE OY,45 200,0,67 800,0,113 000,0
A546681,EAKR,Laitehankinnat,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,30.10.2009,31.12.2010,ETELÄ-KARJALAN KONSULTANT  OY,6 000,0,0,0,6 000,0
A546766,EAKR,RFID-tunnistuksen soveltaminen pintakytkintuotantoon ja pintakytkinten koestuslaitteiston kehittäminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,10.11.2009,31.5.2010,KARI-FINN OY,3 916,0,5 874,0,9 790,0
A546949,EAKR,Lasin hiontalaitteisto,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland, företagsstöd",Verksamhet pågår,20.11.2009,31.3.2010,SUOMEN TURVALASI OY,14 040,0,21 960,0,36 000,0
A547075,EAKR,Laatujärjestelmän rakentaminen,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,27.11.2009,30.5.2010,ANTEPLAN OY,9 500,0,0,0,9 500,0
A547087,EAKR,Laadunvarmistus- ja ohjausohjelmisto.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,1.12.2009,30.3.2011,FINERO OY,11 400,0,17 100,0,28 500,0
A547089,EAKR,Koneinvestointi.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,1.12.2009,30.3.2010,MALLIPUU OY,2 997,0,4 495,0,7 492,0
A547132,EAKR,Tuotantotilojen laajennus ja konekapasiteetin lisäys,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland, företagsstöd",Verksamhet pågår,3.12.2009,31.10.2010,RAKENNEPALVELU JURVA RINNE KY,16 000,0,24 000,0,40 000,0
A547143,EAKR,Yrityksen konehankinnat.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,4.12.2009,30.11.2010,SUOMEN PUUKIVI T:MI RAINER LINDFORS,5 350,0,0,0,5 350,0
A547243,EAKR,Maestroyhtiöiden NG-kehityshanke. Hankkeessa yhtiö uudistaa koko tuoteperheensä vastaamaan tulevaisuuden tarpeisiin hyödyntäen viimeisimpiä alan teknologioita.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,14.12.2009,30.6.2011,MEDIAMAESTRO OY,45 000,0,0,0,45 000,0
A547430,EAKR,Teollisuushallin laajennus ja konekannan täydennys.,Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,29.12.2009,31.12.2011,VALKEALAN LASI OY,120 000,0,0,0,120 000,0
A548193,EAKR,"GDC San Fransisco, yhtiön esittely- ja konferenssimatka pelialan tapahtumaan San Fransiscoon",Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland, företagsstöd",Verksamhet pågår,15.2.2010,15.8.2010,NITRO GAMES OY,7 233,0,0,0,7 233,0

,Rahasto,Projektin nimi,Ohjelma / osio,Tl,Viranomainen,Toiminnan tila,Aloituspvm,Päättymispvm,Toteuttajan nimi,Myönnetty EU-rahoitus,Toteutunut EU-rahoitus,Myönnetty valtion rahoitus,Toteutunut valtion rahoitus,Suunniteltu julkinen rahoitus yhteensä,Toteutunut julkinen rahoitus yhteensä
S11128,ESR,PYRI - Yrittäjyyskasvatuksen oppimisympäristöt yrittäjyyden edistäjänä,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.8.2009,31.12.2010,"Tampereen yliopisto, opettajankoulutus, luokanopettajakoulutus",33 488,0,38 764,0,208 000,0
S11129,ESR,Tapahtumatuotannon mikroklusteri,Programdelen för storområdet Södra Finland,3,Östra Nylands förbund,Verksamhet pågår,1.7.2009,31.12.2010,Posintra Oy,14 100,0,14 100,0,113 200,0
S11133,ESR,Quo vadis iuvenis - minne menet nuori? -nuorisotyöllisyysprojekti,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,15.9.2009,31.8.2012,Forssan kaupunki,192 325,0,173 287,0,480 812,0
S11139,ESR,Kompassi Kouvolaan - Kouvolan seudun luontomatkailun kehittämishanke,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2010,31.12.2011,Kouvola Innovation Oy,108 100,0,90 900,0,270 250,0
S11144,ESR,Produforum Åboland,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.11.2009,31.12.2011,Sydkustens landskapsförbund r.f.,41 800,0,50 768,0,197 766,0
S11162,ESR,Matka -Matalan kynnyksen työpajatoiminnasta alkuun,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.12.2009,28.2.2013,Päijät-Hämeen koulutuskonserni -kuntayhtymä / Tuoterengas,199 643,0,174 685,0,499 108,0
S11163,ESR,Luotsi-osuuskuntatoiminta ja yritysverkostoituminen,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.8.2009,31.12.2011,Saimaan ammattikorkeakoulu Oy,58 340,0,62 960,0,263 500,0
S11165,ESR,YPK Resurssi,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.12.2009,31.12.2012,Yrityssalo Oy,65 750,0,84 250,0,502 125,0
S11177,ESR,OSUKO Kymenlaakso,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.10.2009,30.9.2011,Kouvolan kaupunki/ Kouvolan seudun ammattiopisto,48 125,0,52 937,0,213 766,0
S11179,ESR,"KURKI, Kymenlaakson Uudistajaksi Resurssoidut Kiina-Innovaatiot- hanke",Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2010,31.12.2012,"Helsingin yliopisto, Koulutus-ja kehittämiskeskus Palmenia (Koulutuskeskus Sinoa)",66 730,0,81 487,0,469 033,0
S11081,ESR,Asumisen osaamisklusterin osaamisen ja innovaatioiden siirto,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.9.2009,31.3.2011,Lahden tiede- ja yrityspuisto Oy,200 000,0,239 740,0,489 740,0
S11082,ESR,Laskennalliset tieteet ja työelämä,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2009,31.12.2010,Lappeenrannan teknillinen yliopisto,64 200,0,72 800,0,160 500,0
S11084,ESR,YES-yrittäjyyskasvatuskeskus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.8.2009,31.7.2010,Kouvola Innovation Oy,38 200,0,19 300,0,95 500,0
S11100,ESR,Musiikkikoulutuksen työelämävastaavuuden kehittäminen Musicare-verkostossa,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.9.2009,31.3.2011,Turun ammattikorkeakoulu,21 640,0,15 360,0,213 750,0
S11102,ESR,Manageroinnin ja tuottamisen koulutus- ja osaamiskeskus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.9.2009,31.8.2011,Suomen Urheiluopisto,38 400,0,52 000,0,92 400,0
S11104,ESR,Asiantuntijana terveysalan muuttuvilla työmarkkinoilla,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.10.2009,31.3.2011,Turun kaupunki / Turun ammattikorkeakoulu,2 136,0,704,0,278 730,0
S11109,ESR,Edu-Vuxen Åboland,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.9.2009,31.8.2012,Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan Novia,53 542,0,56 312,0,287 022,0
S11111,ESR,Yrittäjyyskasvatuksen virtuaalisella oppimisella yrittävää Varsinais-Suomea (YVI-hanke),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.10.2009,28.2.2012,"Turun yliopisto, Turun normaalikoulu",55 438,0,33 262,0,571 235,0
S11118,ESR,TRAD-hanke,Programdelen för storområdet Södra Finland,1,Östra Nylands förbund,Verksamhet pågår,1.9.2009,31.8.2011,Oy Porvoon Kauppaoppilaitos - Borgå Handelsläroverk Ab,21 560,0,21 560,0,138 820,0
S11196,ESR,OpinOvi L-U,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.11.2008,31.12.2011,Länsi-Uudenmaan ammattikoulutuskuntayhtymä,86 226,0,97 728,0,741 448,0
S11200,ESR,Kotipesä Oy -projekti,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.1.2010,31.12.2012,Yrityspalvelu HyRi Oy,13 000,0,14 200,0,80 000,0
S11216,ESR,AmisURA,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.1.2010,31.12.2012,Kotkan-Haminan seudun koulutuskuntayhtymä,149 533,0,160 748,0,560 500,0
S11217,ESR,Kymenlaakson ammattikorkeakoulun LCCE- yrittäjyysprosessin kehittäminen,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.10.2009,30.9.2012,Kymenlaakson Ammattikorkeakoulu Oy,142 398,0,124 599,0,355 996,0
S11224,ESR,Jauhin - konseptitasolta tuoteaihioksi,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.12.2009,31.12.2011,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,52 865,0,41 100,0,222 291,0
S11237,ESR,eGreenNet- ympäristöosaamisverkosto ja -keskus,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.4.2010,30.3.2011,Turun ammattikorkeakoulu,39 388,0,35 964,0,138 067,0
S11242,ESR,NUOTTI - nuorten työllistymistä tukevien palvelujen kehittämishanke,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.1.2010,31.12.2012,Salon seudun koulutuskuntayhtymä/Salon seudun aikuisopisto,69 300,0,60 000,0,538 684,0
S11244,ESR,Lahti PreInc - opiskelijapohjainen esihautomo,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.1.2010,31.12.2012,Päijät-Hämeen koulutuskonserni -kuntayhtymä / Lahden ammattikorkeakoulu / Innovaatiokeskus,75 000,0,75 000,0,452 468,0
S11248,ESR,Tie hoitajaksi,Programdelen för storområdet Södra Finland,4,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.12.2009,31.10.2012,Päijät-Hämeen koulutuskonserni/Koulutuskeskus Salpaus,142 216,0,182 216,0,357 142,0
S11250,ESR,Työtä ja osaamista Kanta-Hämeeseen,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.10.2009,30.6.2011,Hämeen TE-keskus,411 900,0,400 000,0,1 051 900,0
S11253,ESR,Uusille urille - Heinolan seudun koulutussuunnittelu,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.12.2009,30.11.2011,Päijät-Hämeen koulutuskonserni/Koulutuskeskus Salpaus,80 500,0,70 445,0,201 259,0
S11254,ESR,AIKOHAKO Varsinais-Suomen aikuiskoulutuksen tiedonhakujärjestelmä,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,15.12.2009,31.12.2011,Raision seudun koulutuskuntayhtymä,2 230,0,2 229,0,131 775,0
S11255,ESR,COSMOS Network: asiantuntijoiden työkäytäntöjen ja työperäisen maahanmuuton kehittäminen,Programdelen för storområdet Södra Finland,4,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.1.2010,31.12.2012,Turun ammattikorkeakoulu,49 464,0,38 536,0,123 660,0
S11257,ESR,Rakennemuutos yritysten ja oppilaitosten kehittämiskumppanuuden vauhdittajana - RAKEVA,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.12.2009,31.12.2011,Salon seudun koulutuskuntayhtymä/Salon seudun aikuisopisto,41 600,0,46 800,0,104 000,0
S11262,ESR,ICT-portti,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.11.2008,31.10.2011,"Turun AMK, Tietoliikenne ja sähköinen kauppa",78 743,0,82 546,0,444 253,0
S11040,ESR,Forssan seudun aloittavien ja jatkavien yritysten neuvontapalvelut,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.9.2009,31.8.2012,Forssan Seudun Kehittämiskeskus Oy,134 880,0,131 508,0,337 200,0
S11062,ESR,Maahanmuuttajien elintarvikeosaamisen parantaminen,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.2.2009,31.12.2010,Agropolis Oy,20 346,6 110,25 069,7 528,114 000,13 638
S11069,ESR,"MOTKE, matkailun oheispalvelujen tuotteistamis- ja kehittämishanke",Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2009,30.9.2010,Imatran Seudun Kehitysyhtiö Oy,56 000,0,56 000,0,140 000,0
S10980,ESR,Kauppa&Koulu - Joustava koulutusmalli kaupan alalle suuntautuville,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.6.2009,31.12.2011,Salon seudun koulutuskuntayhtymä/Salon seudun aikuisopisto,15 600,0,16 500,0,50 000,0
S10981,ESR,Opin Ovi Osaamiseen,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2009,30.9.2012,"Hämeenlinnan seudun koulutuskuntayhtymä, Koulutuskeskus Tavastia",145 935,0,163 687,0,754 000,0
S10994,ESR,KOMPETENT I ARBETSLIVET,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2009,31.12.2011,Arcada - Nylands svenska yrkeshögskola,47 634,0,71 451,0,200 000,0
S11010,ESR,Heinolan seudun kumppanuushanke,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.5.2009,1.5.2011,Lahden alueen kehittämisyhtiö Oy,83 440,0,93 870,0,208 600,0
S10941,ESR,Monikulttuurinen Salo - Maahanmuuttajien integrointi yhteiskuntaan ja työelämään Salon seudulla,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,4.5.2009,31.12.2011,Salon seudun koulutuskuntayhtymä,40 000,0,35 000,0,300 000,0
S10950,ESR,Elämyksiä Etelä-Karjalasta,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.5.2009,31.8.2010,Imatran Seudun Kehitysyhtiö Oy,34 200,0,38 300,0,85 500,0
S10963,ESR,Silta Suomeen - ratkaisu työvoimapulaan,Programdelen för storområdet Södra Finland,4,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2009,31.12.2010,GLi Logistics Oy,76 548,0,114 823,0,364 490,0
S10970,ESR,Perhehoidon täydennyskoulutus,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.1.2009,31.12.2010,Perhehoitolitto ry,18 680,4 620,23 520,5 817,46 700,10 437
S10883,ESR,Yrityspalvelujen verkosto Varsinais-Suomen elinkeinoelämän kansainvälistymisen vauhdittajaksi,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.4.2009,31.5.2011,Varsinais-Suomen liitto,22 800,2 863,19 200,2 411,114 000,7 158
S10180,ESR,Upeeta2 - Uutta palveluliiketoimintaa  ennalta ehkäisyn ja työhyvinvoinnin avuksi,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,14.4.2008,31.12.2009,Lahden tiede- ja yrityspuisto Oy,54 400,35 963,69 600,46 012,131 260,89 235
S10186,ESR,Yhdessä hallittuun liiketoimintaan (YOS),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.9.2008,31.12.2013,Varsinais-Suomen TE-keskus,313 053,110 773,469 580,166 161,2 077 000,276 934
S10191,ESR,Teknologiateollisuuden toimialan yrityskohtainen henkilökunnan räätälöity kouluttautuminen ja koulutusmenetelmät (TEKNOPLUS),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.8.2008,28.2.2010,Hämeen ammatillisen korkeakoulutuksen kuntayhtymä,116 000,44 238,134 000,51 103,277 000,111 339
S10197,ESR,Produforum Nyland,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,16.1.2008,31.12.2012,Föreningen Luckan i huvudstadsregionen r.f.,185 474,118 827,225 211,147 831,1 627 250,296 420
S10201,ESR,Ammatillisen koulutuksen työelämävastaavuus,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.5.2008,31.12.2010,Vantaan kaupunki/sivistystoimi,59 744,9 170,58 794,9 024,147 131,22 941
S10203,ESR,Hyvinvointipalvelujen tuottajien osaamisen ja asiakasyhteistyön kehittäminen HYRI,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.3.2008,31.12.2009,Hämeen ammattikorkeakoulu HAMK Hyvinvoinnin KT-keskus,31 465,28 600,33 327,30 447,78 662,71 898
S10206,ESR,Produforum Östra Nyland,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,17.1.2008,31.12.2009,Posintra Oy ,26 420,12 689,28 380,13 631,66 050,32 848
S10118,ESR,EROPA - Erilaiset opintopolut ammattiin,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.2.2008,31.8.2010,Etelä-Karjalan koulutuskuntayhtymä,163 537,62 626,144 222,60 542,532 080,189 852
S10119,ESR,Opinnäytetyöklinikka,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.3.2008,31.10.2010,Saimaan ammattikorkeakoulu Oy,44 120,8 912,39 880,8 055,110 300,22 517
S10121,ESR,Voorumi,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.5.2008,31.12.2010,Forssan ammatillinen aikuiskoulutuskeskus,69 360,30 030,70 440,26 941,280 000,68 490
S10122,ESR,Rakentamisen verkostot -projekti (StroiPointFin-projekti),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.12.2010,Talonrakennusteollisuuden Lahti-Kymen Piiri ry,240 000,92 248,360 000,138 372,600 000,230 620
S10123,ESR,Entrepreneurial University - Yrittäjyysvalmiuksen kehittämishanke Innovaatioyliopistossa -,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,16.1.2008,31.12.2010,Helsingin kauppakorkeakoulu Pienyrityskeskus,148 840,58 881,161 060,71 149,672 800,134 746
S10135,ESR,"Mentoroinnilla yrittäjyyttä, osaamista ja kasvua",Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Sydöstra Finland",Verksamhet pågår,1.4.2008,31.3.2011,Lappeenranta Innovation Oy,300 480,126 713,334 520,141 068,751 201,320 151
S10139,ESR,TäsmäRekry,Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,2.7.2008,31.12.2013,Varsinais-Suomen TE-keskus,487 940,134 048,731 910,201 072,1 909 000,335 120
S10145,ESR,Yhdessä hallittuun liiketoimintaan (TOS),Programdelen för storområdet Södra Finland,1,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,7.7.2008,31.12.2013,Varsinais-Suomen TE-keskus,566 320,139 995,849 480,207 131,2 246 000,347 126
S10147,ESR,Målsatt,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.4.2008,31.12.2010,Ab Yrkeshögskolan vid Åbo Akademi / Yrkeshögskolan Novia,75 967,50 735,85 902,55 098,297 500,114 671
S10149,ESR,Mahis työhön -projekti,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.3.2008,31.12.2010,Invalidiliiton Järvenpään koulutuskeskus,164 754,51 780,195 610,77 671,642 019,148 578
S10153,ESR,CASE Eleforss,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Tavastland",Verksamhet pågår,1.6.2008,31.12.2010,"Hämeen ammatillisen korkeakoulutuksen kuntayhtymä, Hämeen ammattikorkeakoulu",62 920,29 037,67 080,30 956,235 500,70 502
S10156,ESR,Lapsen ja nuoren hyvä arki,Programdelen för storområdet Södra Finland,3,"Närings-, trafik- och miljöcentralen i Nyland",Verksamhet pågår,1.8.2008,31.12.2010,Laurea-ammattikorkeakoulu,62 551,27 956,70 371,31 451,266 600,74 645
S10161,ESR,Paimion ja Sauvon työnetsintäprojekti Kiikari,Programdelen för storområdet Södra Finland,2,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,1.9.2008,31.8.2011,Paimion kaupunki,38 701,15 473,33 864,13 539,213 469,38 683
S10224,ESR,From Gdansk to Turku: Rekrytointi- ja koulutusverkoston luominen Gdanskin ja Turun välille,Programdelen för storområdet Södra Finland,4,"Närings-, trafik- och miljöcentralen i Egentliga Finland",Verksamhet pågår,4.9.2008,31.3.2010,Turun Aikuiskoulutussäätiö / Turun Aikuiskoulutuskeskus,34 388,4 959,27 532,4 259,85 972,12 537
