"Koodi","Rahasto","Projektin nimi","Ohjelma / osio","Tl","Viranomainen","Toiminnan tila","Aloituspvm","Päättymispvm","Toteuttajan nimi","Myönnetty,EU-rahoitus","Toteutunut,EU-rahoitus","Myönnetty,valtion,rahoitus","Toteutunut,valtion,rahoitus","Suunniteltu,julkinen,rahoitus,yhteensä","Toteutunut,julkinen,rahoitus,yhteensä"
"S10199","ESF","Liikkeenjohdon PD-koulutus VIII","Itä-Suomen suuralueosio",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/08,31/12/08,"Kajaanin kaupunki / Kajaanin ammattikorkeakoulu ",8405,8297,4010,3958,24080,23863
"S10200","ESF","Oma polku","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Keski-Pohjanmaan koulutusyhtymä",76380,56572,89120,4674,292675,62001
"S10201","ESF","Ammatillisen koulutuksen työelämävastaavuus","Etelä-Suomen suuralueosio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/10,"Vantaan kaupunki/sivistystoimi",59744,59687,58794,9024,173596,86593
"S10202","ESF","Maahanmuuttajanuorten VaSkooli - Nuorten maahanmuuttajien koulutustakuumallin kehittäminen ja käyttöönotto Turun ja Salon seutukunnissa","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/01/11,"Turun ammatti-instituutti",97880,86902,112970,5256,328095,106879
"S10203","ESF","Hyvinvointipalvelujen tuottajien osaamisen ja asiakasyhteistyön kehittäminen HYRI","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/08,31/12/09,"Hämeen ammattikorkeakoulu HAMK Hyvinvoinnin KT-keskus",31465,28600,33327,30447,78662,71898
"S10204","ESF","NUOVE, neuvonta- ja ohjauspalvelujen kehittämisprojekti","Valtakunnallinen osio",3,"Työ- ja elinkeinoministeriö","Toiminnassa",01/09/08,31/12/13,"Työ- ja elinkeinoministeriö, TYO-osasto, TOKI-ryhmä",597934,303293,671565,336090,5967520,639383
"S10205","ESF","Osaaminen käyttöön - Työvoimaa uudesta suunnasta","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Invalidisäätiö / Keskuspuiston ammattiopisto",240273,96409,113463,58197,406936,166282
"S10206","ESF","Produforum Östra Nyland","Etelä-Suomen suuralueosio",3,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",17/01/08,31/12/09,"Posintra Oy ",26420,12689,28380,13631,66050,32848
"S10207","ESF","Ammatillisen koulutuksen kehittäminen äkillisissä toimintaympäristön muutoksissa","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,30/06/11,"Kemijärven kaupunki/Sivistysosasto",82658,20287,63075,6048,167535,30273
"S10208","ESF","Open Zone - Avoimen oppimisen ja aktiivisen kansalaisuuden lähikirjastovyöhyke","Valtakunnallinen osio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/12/11,"Turun kaupunki, Turun ammattikorkeakoulu",81722,44274,92154,27594,462310,84690
"S10209","ESF","Maahanmuuttajat työvoimaksi Etelä-Savossa","Itä-Suomen suuralueosio",2,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Etelä-Savon koulutuksen kuntayhtymä / Etelä-Savon ammattiopisto",424247,305852,237214,110945,1310840,446037
"S10210","ESF","Työtä kaikille-hankkeen valmisteluhanke","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",09/01/08,31/12/08,"Paltamon kunta",50115,47292,23910,22563,84600,79834
"S10211","ESF","TyöTae: Toimenpiteitä tulevaisuuden työvoimavarojen turvaamiseksi","Länsi-Suomen suuralueosio",3,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,31/05/11,"Työelämän tutkimuskeskus",150954,59422,196240,77249,719997,137873
"S10212","ESF","HYVÄ JOHTAJA 2020, Johtamisosaamisen tuki -kehittämishanke","Itä-Suomen suuralueosio",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/10,"Helsingin kauppakorkeakoulu Pienyrityskeskus",192324,124938,99076,64362,672621,192751
"S10213","ESF","RUSSIA SERVICES","Itä-Suomen suuralueosio",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Aalto-yliopisto Kauppakorkeakoulu Pienyrityskeskus",422849,130282,124824,55835,603245,213519
"S10214","ESF","Osaamisesta kasvua - Pohjois-Pohjanmaalla","Valtakunnallinen osio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/12/10,"Pohjois-Pohjanmaan TE-keskus",799415,113220,594585,127673,1394000,240893
"S10215","ESF","METKA (Metallitoimialan ennakointi ja työelämälähtöisten koulutustarpeiden arviointi)","Valtakunnallinen osio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/12/10,"Raahen osaamiskeskus Oy",130680,67386,147020,40621,326700,127065
"S10216","ESF","Työperäisen maahanmuuton edistäminen","Valtakunnallinen osio",4,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",15/05/08,14/05/11,"Pohjois-Pohjanmaan TE-keskus",132305,89751,149195,66912,544500,156663
"S10217","ESF","TYÖLÄS - Työlähtöisen työterveyshuollon ja kuntoutuksen oppimisverkosto sosiaali- ja terveydenhuollon muuttuvien työorganisaatioiden ja pk-yritysten tukena","Valtakunnallinen osio",1,"Sosiaali- ja terveysministeriö","Toiminnassa",01/08/08,30/09/11,"Verve",468902,468039,246499,155898,2526201,907815
"S10218","ESF","Teknologiaosaamisen ja innovaatiopalvelujen vahvistaminen JAMK:ssa (TEKNOPA)","Länsi-Suomen suuralueosio",3,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/12/10,"Jyväskylän Ammattikorkeakoulu Oy",61865,62407,54420,24410,238200,116285
"S10219","ESF","Hakijasta tekijäksi","Itä-Suomen suuralueosio",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/12/10,"Pohjois-Karjalan koulutuskuntayhtymä/Pohjois-Karjalan Aikuisopisto",560456,267955,263744,85013,941700,401728
"S10220","ESF","Hyvinvoinnissa maaseudun voima","Itä-Suomen suuralueosio",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/12/10,"Maataloustuottajain Pohjois-Karjalan liitto,MTK-Pohjois-Karjala r.y.",259283,84840,115047,26367,436670,129732
"S10221","ESF","LaatuSavo, Pohjois-Savon matkailukeskusten laadullinen kehittäminen","Itä-Suomen suuralueosio",3,"Pohjois-Savon liitto","Toiminnassa",01/03/08,31/12/10,"Savonia-ammattikorkeakoulun kuntayhtymä",68047,30209,37683,16729,213600,61279
"S10222","ESF","MUUTOKSESSA MUKANA","Pohjois-Suomen suuralueosio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",08/09/08,31/01/11,"Maaseudun Sivistysliitto",122514,89274,90614,41234,314873,145615
"S10223","ESF","Pohjois-Pohjanmaan ProtekTuki","Valtakunnallinen osio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/07/08,30/06/11,"Pohjois-Pohjanmaan TE-keskus",146217,111470,164883,74441,502200,185911
"S10224","ESF","From Gdansk to Turku: Rekrytointi- ja koulutusverkoston luominen Gdanskin ja Turun välille","Etelä-Suomen suuralueosio",4,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",04/09/08,31/03/10,"Turun Aikuiskoulutussäätiö / Turun Aikuiskoulutuskeskus",34388,21429,27532,4259,85972,37591
"S10225","ESF","Kulttuuriteollisuuden koulutuskokonaisuus","Pohjois-Suomen suuralueosio",3,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/07/11,"Lapin yliopisto",166775,31442,166775,31442,630900,62884
"S10226","ESF","Lysti - Luovaa toimintaa sosiaali- ja terveysalalle","Länsi-Suomen suuralueosio",3,"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/08/11,"Jyväskylän Ammattikorkeakoulu Oy",43597,34387,41174,20153,246166,69615
"S10227","ESF","Voimavuodet - Hyvinvoivat työyhteisöt","Itä-Suomen suuralueosio",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/08,31/12/10,"Mikkelin ammattikorkeakoulu Oy",105604,67251,55870,6488,330278,95716
"S10228","ESF","JOOP- Joustavat oppimisympäristöt projekti","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/05/10,"Seinäjoen koulutuskuntayhtymä, Koulutuskeskus Sedu, Ähtäri Koulutie",62640,83324,70460,225,194000,92951
"S10229","ESF","Perkuu Kainuun rakennetyöttömien kuntoutushanke","Itä-Suomen suuralueosio",2,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",15/08/08,31/12/10,"Kainuun Nuotta ry",128268,136128,67091,51250,415685,214147
"S10230","ESF","Voimaa vaihdolla","Valtakunnallinen osio",3,"Opetushallitus","Toiminnassa",01/09/08,31/12/10,"Amisäätiö, Amiedu",54360,31196,63740,21035,245020,52922
"S10231","ESF","AmmattiURA -hanke","Itä-Suomen suuralueosio",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Pohjois-Karjalan koulutuskuntayhtymä",462159,286108,207638,89644,766570,463102
"S10232","ESF","AmmattiURA -hanke, muut seutukunnat","Itä-Suomen suuralueosio",2,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",18/08/08,31/12/10,"Pohjois-Karjalan koulutuskuntayhtymä",294799,155659,145201,48954,503430,234715
"S10233","ESF","UUDET OPPIMISYMPÄRISTÖT YRITYKSISSÄ 2","Länsi-Suomen suuralueosio",3,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,31/12/10,"Sastamalan koulutuskuntayhtymä",56474,27423,59082,23817,141556,61181
"S10234","ESF","Ajoneuvotietojärjestelmien osaamisen ja opetuksen integroinnin kehityshanke Kajaanin ammattikorkeakoulussa","Itä-Suomen suuralueosio",3,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/08,31/12/10,"Kajaanin kaupunki / Kajaanin ammattikorkeakoulu",240000,174286,186100,94550,480000,303960
"S10235","ESF","Pirkanmaan aikuiskoulutusfoorumi","Länsi-Suomen suuralueosio",3,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/10,"Pirkanmaan koulutuskonserni-kuntayhtymä/ Oppisopimuskeskus",73631,26369,94419,31309,184550,63678
"S10236","ESF","KOTE-Koulutus ja työelämä kohtaavat","Länsi-Suomen suuralueosio",3,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/10/11,"Pirkanmaan ammattikorkeakoulu Oy",186381,33419,132219,38230,370800,91329
"S10237","ESF","LYHTY - Lähihoitajaksi yhteistyössä hoitoalan töihin yrittäjähenkisesti","Länsi-Suomen suuralueosio",3,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,30/06/11,"Valkeakosken seudun koulutuskuntayhtymä",121404,72518,133374,48248,357780,120766
"S10238","ESF","Pyhä-Luosto matkailualueen laadun kehittäminen, vaihe 2.","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/08,31/12/10,"Kemijärven kaupunki",56875,48285,54875,34482,177000,87704
"S10239","ESF","Kaivannaisteollisuuden osaamispalvelut -kehittämishanke","Itä-Suomen suuralueosio",3,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/12/10,"Pohjois-Karjalan koulutuskuntayhtymä",308694,77767,39006,38303,690100,137937
"S10240","ESF","Hyvinvointialan yritystoiminnan kehittämisohjelma Satakunnassa","Länsi-Suomen suuralueosio",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/08/11,"Prizztech Oy",231043,128391,265669,82176,767096,262172
"S10241","ESF","Väylä-hanke","Itä-Suomen suuralueosio",2,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/08/11,"Sauva-säätiö",1148850,513626,325550,203936,1579400,776558
"S10242","ESF","Sopimushankkija II-projekti","Länsi-Suomen suuralueosio",1,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",10/09/08,31/12/11,"Seinäjoen koulutuskuntayhtymä, Sedu Aikuiskoulutus, liikelaitos",245560,39517,306943,49395,876990,91860
"S10243","ESF","PALO","Valtakunnallinen osio",2,"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",15/09/08,31/12/11,"Turun kaupunki",34417,6559,30115,0,883883,8745
"S10244","ESF","ICF-viitekehyksessä tapahtuva toimintakyvyn arviointi työpajoilla","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/08,31/08/10,"Kumppaniksi ry",51700,54445,51250,44073,155400,123831
"S10245","ESF","Lapin Letka","Valtakunnallinen osio",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/03/08,31/12/13,"Rovaniemen koulutuskuntayhtymä",470000,181591,530000,204006,3919988,398996
"S10246","ESF","Välityömarkkinoiden kehittäminen","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/07/08,30/06/11,"Pohjois-Pohjanmaan TE-keskus",350400,84939,169600,95783,735420,180722
"S10247","ESF","Tietotekniikkaa liiketoiminnan tukena","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,30/06/11,"Lahden tiede- ja yrityspuisto Oy",282022,80386,153182,109175,535446,209511
"S10248","ESF","SYKKÄYS","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Raahen koulutuskuntayhtymä",109360,51520,93360,4896,273400,70599
"S10249","ESF","Ylläksen turvallisuus- ja ympäristöpainotteinen laadunkehittämiskokonaisuus 2008-2011","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",12/05/08,28/02/11,"Lapin yliopisto, koulutus- ja kehittämispalvelut",95212,116060,81713,53646,324000,207143
"S10250","ESF","Seutukunnallinen Työpaja","Länsi-Suomen suuralueosio",2,"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",10/09/08,31/03/11,"Suupohjan peruspalveluliikelaitoskuntayhtymä",142117,72959,97209,49904,355292,122863
"S10251","ESF","Lapin Yrityskunto - uusia työhyvinvoinnin malleja","Pohjois-Suomen suuralueosio",1,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,31/05/11,"Lapin yliopisto, Yhteiskuntatieteiden tiedekunta",275313,138537,135261,83780,470128,222317
"S10252","ESF","InFotonics Center Joensuu - palvelutoiminnan kehittäminen","Itä-Suomen suuralueosio",3,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/09,"Joensuun yliopisto",259200,202605,140800,106698,439000,325661
"S10253","ESF","Työpaikkaohjaajan valmentaja","Valtakunnallinen osio",3,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Vaasan kaupunki / Vaasan aikuiskoulutus",216344,66438,252967,1552,865906,69043
"S10254","ESF","Laadukas tuote - laadukas tuotantoketju","Itä-Suomen suuralueosio",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/09/08,31/12/10,"Savonia-ammattikorkeakoulun kuntayhtymä",165522,73972,95778,24273,406000,119672
"S10255","ESF","PohBio-hanke","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/10,"Pudasjärven kaupunki",97016,61217,73188,29335,194519,108302
"S10256","ESF","Intl Practicum - kansainvälinen työharjoittelu yritysten kansainvälistymisen työkalu","Itä-Suomen suuralueosio",1,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Kuopion yliopisto, kansainvälisten asioiden osasto",396362,149910,196107,19725,654649,235327
"S10257","ESF","KYY - Kohti Yrittäjyys Yhteiskuntaa: Ideasta liiketoiminnaksi - aloittavan yritystoiminnan tukeminen","Itä-Suomen suuralueosio",1,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Helsingin yliopisto, Ruralia-instituutti, Mikkeli",283716,127651,142284,64017,494400,206865
"S10258","ESF","Tulevaisuuden osaaminen","Pohjois-Suomen suuralueosio",1,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/11,"Ylivieskan seutukuntayhdistys ry",226427,214042,170813,86377,853150,326670
"S10259","ESF","Lääkäreiden työperäisen maahanmuuton edistäminen","Itä-Suomen suuralueosio",4,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/08/08,31/12/10,"Joensuun yliopisto",350000,142521,150000,43522,774250,308503
"S10260","ESF","OptiMera2","Valtakunnallinen osio",2,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Optima samkommun",93200,62947,107725,30883,369000,121564
"S10261","ESF","Nuorten hyvinvoinnin ankkurit Lapissa - hanke","Pohjois-Suomen suuralueosio",2,"Lapin elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/10/10,"Kolpeneen palvelukeskuksen kuntayhtymä",195303,116343,140618,18661,390606,144493
"S10262","ESF","Tasa-arvo Kainuun hyvinvoinnin, työllisyyden ja kilpailukyvyn edistäjänä","Itä-Suomen suuralueosio",1,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/10/10,"Oulun yliopisto, Kajaanin yliopistokeskus, AIkuiskoulutusyksikkö",136706,66746,66698,32037,312515,103676
"S10263","ESF","KOKEVA Osaaja","Valtakunnallinen osio",3,"Opetushallitus","Toiminnassa",01/04/08,31/12/10,"Hämeen ammatillisen korkeakoulutuksen kuntayhtymä",184220,122448,202330,75805,699208,260757
"S10264","ESF","Vireä kolmas sektori","Valtakunnallinen osio",2,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/10/08,30/09/11,"Haukiputaan kunta/ Perusturvapalvelut",113172,60126,129698,40859,486240,124899
"S10265","ESF","Liikuntateknologian maisteri- ja tohtorikoulutus (Vuotech)","Itä-Suomen suuralueosio",3,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",05/12/07,04/12/10,"Jyväskylän yliopisto",455305,330874,264365,153768,805000,555995
"S10266","ESF","TOIMINTAEDELLYTYSTEN LUOMINEN BIOENERGIAN TUOTANNON JA KÄYTÖN VAIKUTUSTEN TUTKIMUSKESKUKSELLE","Itä-Suomen suuralueosio",3,"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,31/12/10,"Kuopion yliopisto",331338,91585,170690,31053,562320,136959
"S10001","ESF","Kohteesta toimijaksi","Länsi-Suomen suuralueosio",2,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/08/11,"Satakunnan koulutuskuntayhtymä",159418,102835,172702,49350,429740,188417
"S10002","ESF","SataViesti (Satakunnan yritysviestinnän kehitysprojekti)","Länsi-Suomen suuralueosio",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,30/04/11,"Porin Seudun Kehittämiskeskus Oy POSEK",157452,107719,236178,104601,422096,212320
"S10003","ESF","TYTTI- työvoiman ja yrittäjyyden tietotaito innovaatioiksi","Länsi-Suomen suuralueosio",1,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/06/08,30/04/11,"Satakunnan ammattikorkeakoulu",43100,16652,64650,24979,197116,41631
"S10004","ESF","VARIKKO - pajatoimintaa aikuisille","Länsi-Suomen suuralueosio",2,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,30/04/11,"Porin Aikuiskoulutussäätiö",252334,177319,284547,100359,717767,326787
"S10005","ESF","Ammattitutka","Länsi-Suomen suuralueosio",3,"Satakunnan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",05/05/08,31/07/11,"Porin ammattiopisto",215704,79321,149896,55121,618341,183315
"S10006","ESF","Osaamisintensiivisten yritysten käynnistämisen tukeminen Joensuun seutukunnan alueella","Itä-Suomen suuralueosio",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/08,31/12/10,"Joensuun Tiedepuisto Oy",552000,296287,248000,133114,1168000,586068
"S10007","ESF","Osaamisen kehittäminen sähköisessä liiketoiminnassa","Itä-Suomen suuralueosio",3,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/08,31/12/10,"Pohjois-Karjalan ammattikorkeakoulu",280000,151127,120000,44532,460000,232886
"S10008","ESF","Carelian Business Booster -kasvuohjelman koulutuspalvelut (KOUPA)","Itä-Suomen suuralueosio",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/08,31/12/10,"Joensuun Tiedepuisto Oy",837420,279215,394080,131395,1231500,410610
"S10009","ESF","Osaamisperustaisen yrittäjyyden ja uuden liiketoiminnan synnyn edistäminen Pohjois-Karjalassa","Itä-Suomen suuralueosio",3,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/02/08,31/12/11,"Joensuun yliopisto",347581,107166,152419,30829,500000,137995
"S10010","ESF","Pienyritysten koulutustuki - Protek","Itä-Suomen suuralueosio",1,"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/08,31/12/10,"Joensuun Seudun Kehittämisyhtiö JOSEK Oy",929696,534373,437504,175281,1584050,791915
"S10011","ESF","Kestävät koulutus- ja uravalinnat","Länsi-Suomen suuralueosio",2,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/11,"Tampereen kaupunki",332060,145881,290553,127646,1096249,317745
"S10012","ESF","MEET -hanke","Itä-Suomen suuralueosio",2,"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/08,31/12/10,"Bovallius Palvelut Oy",334796,368022,173163,136807,918938,580955
"S10013","ESF","Maahanmuuttajaresurssit käyttöön!","Etelä-Suomen suuralueosio",2,"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,29/02/12,"Lappeenrannan Seudun Yrityspalvelut Oy",235600,180932,64400,49456,1113874,405678
"S10014","ESF","Välke-projekti - Välityömarkkinoiden kehittäminen Tampereella","Valtakunnallinen osio",2,"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/04/08,31/12/11,"Tampereen kaupunki",490748,222847,149903,52484,1595270,361550
"S10015","ESF","Kunnon kate - yrittäjien työssäjaksaminen kilpailukyvyn parantamiseksi","Etelä-Suomen suuralueosio",1,"Hämeen elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",21/04/08,31/03/11,"Päijät-Hämeen koulutuskonserni-kuntayhtymä / Lahden ammattikorkeakoulu/ Innovaatiokeskus",154070,51363,189502,62550,385174,140708
"S10571","ESF","ESR-koordinaatio Kainuussa, toimeenpano ja hallinnointi","Itä-Suomen suuralueosio",5,"Kainuun elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/07,31/12/13,"Kainuun elinkeino-, liikenne- ja ympäristökeskus",242651,95725,125349,46173,1079450,141898
"S10572","ESF","Tekninen tuki ESR, Hallinnointi OLH Sivistys","Valtakunnallinen osio",5,"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/01/07,31/12/13,"Oulun lääninhallitus, sivistysosasto",331603,106911,472397,146781,1940000,253692
"S10573","ESF","TYÖTÄ, TIETOA JA TYÖVOIMAA","Etelä-Suomen suuralueosio",2,"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus","Toiminnassa",01/05/08,31/12/10,"Helsingin kaupungin sosiaalivirasto / Itäinen sosiaaliasema",448280,59604,504315,67054,1120700,149010
