"Operačný program","Názov prijímateľa","Názov projektu","Rok - Začiatok realizácie","Mesiac - Začiatok realizácie","Rok - Koniec realizácie","Mesiac - Koniec realizácie","Spolufinancovanie","EÚ zdroje - Zazmluvnené prostriedky","ŠR zdroje - Zazmluvnené prostriedky","Spolu - Zazmluvnené prostriedky","EÚ zdroje - Vyčerpané prostriedky","ŠR zdroje - Vyčerpané prostriedky","Spolu - Vyčerpané prostriedky"
"OP Konkurencieschopnosť a Hospodársky rast","30998808 - SEC s.r.o.","25110120186 - Implementácia progresívnych technológií do tvorby",2009,"Máj",2009,"November",295095,167220.5,29509.5,196730,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31409385 - FAUN spol. s r.o.","25110120167 - Inovácia technológie pre pekársku výrobu",2009,"Jún",2009,"Júl",201024.4,113913.83,20102.44,134016.27,113184.3,19973.7,133158
"OP Konkurencieschopnosť a Hospodársky rast","31413846 - B O T O  spol. s r.o.","25110120004 - Zavádzanie inovatívnych technológií do výroby",2009,"Marec",2009,"September",1412753.24,800560.17,141275.32,941835.49,800560.17,141275.32,941835.49
"OP Konkurencieschopnosť a Hospodársky rast","31432425 - ENERGOMONT s.r.o.","25110120141 - Inovujeme v prospech kvality výroby",2009,"Jún",2009,"December",229800,130220,22980,153200,130220,22980,153200
"OP Konkurencieschopnosť a Hospodársky rast","31447139 - GUKOM, spol. s r.o.","25110120100 - Zvýšenie konkurencieschopnosti firmy GUKOM prostre",2009,"Jún",2009,"Júl",141000,79900,14100,94000,79900,14100,94000
"OP Konkurencieschopnosť a Hospodársky rast","31560334 - TURZOVSKÁ DREVÁRSKA FABRIKA s.","25120120027 - Modernizácia a zefektívnenie výroby tepla z OZE",2009,"September",2009,"December",414920.57,352682.48,62238.08,414920.56,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31564976 - Umelecké remeslá-stolárstvo","25110120135 - Inovácia technológie v atypickej umelecko-remeseln",2009,"Jún",2009,"December",162782.33,138304.77,24412.47,162717.24,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31567282 - DREMONT spol.s.r.o.","25110120130 - Obstaranie nárezovej píly, širokopásovej brúsky a",2009,"Jún",2009,"December",134400,114240,20160,134400,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31581170 - ŠKORPION, spol.s.r.o","25120120009 - Úspora energie vo firme ŠKORPION",2009,"August",2010,"Február",67537.82,57407.14,10130.67,67537.81,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31583814 - VÚTCH-CHEMITEX","25110120146 - INOVATEX – Inovácia skúšania textilu a odevov pre",2009,"Máj",2009,"December",35443.41,30126.89,5316.51,35443.4,27313.33,4820,32133.33
"OP Konkurencieschopnosť a Hospodársky rast","31588867 - SLOVPOL EXIM, spol. s r.o.","25110120091 - Výroba HDPE kanistrov na Kysuciach",2009,"Jún",2010,"Január",1404.84,1194.11,210.73,1404.84,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31596908 - BYTES, s.r.o.","25120120010 - Centrálny tepelný zdroj na biomasu - Detva",2009,"September",2010,"September",3458011.52,2939309.79,518701.73,3458011.52,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31599346 - TYRAPOL, spol. s r.o.","25120120004 - Vykurovanie objektu Tyrapol tepelnými čerpadlami",2009,"Máj",2009,"Október",66089.22,56175.83,9913.38,66089.21,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31619665 - PRP, s. r. o.","25110120224 - Zavedenie moderných technologických celkov do píli",2009,"Jún",2009,"December",104170,88544.5,15625.5,104170,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31626025 - PRESTIMEX s.r.o.","25120120019 - Malá vodná elektráreň na toku Bystrica",2009,"Október",2011,"Február",548769.52,466454.09,82315.43,548769.52,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31630791 - ALFA SORTI s.r.o.","25110120051 - Podpora exportu extrudovaných a mrazených potravín",2009,"Jún",2010,"December",59280.91,50388.77,8892.14,59280.91,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31631487 - REMONTA, s.r.o.","25130120038 - Zariadenie s celoročným využitím na Látkach",2009,"Jún",2011,"Máj",134969.28,114723.89,20245.39,134969.28,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31633072 - HYDREX, s.r.o.","25110120019 - Rozšírenie výrobných kapacít a zvýšenie konkurenci",2009,"Apríl",2009,"December",517825.14,440151.36,77673.77,517825.13,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31637078 - PARTNER PROGRESS, s.r.o.","25130120027 - Obnova a rekonštrukcia kaštieľa Burg",2009,"Máj",2010,"Máj",495815.12,167349.72,29507.86,196857.58,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31652859 - EL spol. s r.o.","25110120134 - Inovácia laboratórnej techniky v oblasti skúšok po",2009,"Jún",2009,"December",167641.12,140505.56,24804.89,165310.45,123484.21,21799.94,145284.15
"OP Konkurencieschopnosť a Hospodársky rast","31654151 - AGRICOM, s.r.o. Košice","25110120112 - Modernizácia a technické zhodnotenie výrobných kap",2009,"Október",2010,"Máj",77161,65586.85,11574.15,77161,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31657095 - MONTRÚR s.r.o. Košice","25110120164 - Obstaranie inovatívnej technológie = zvýšenie konk",2009,"Jún",2009,"November",47730.83,40571.21,7159.62,47730.83,33672.64,5942.23,39614.87
"OP Konkurencieschopnosť a Hospodársky rast","31659811 - KEREX s.r.o.","25110120034 - povrchové úpravy kovových výrobkov",2009,"Máj",2010,"September",1534556.68,1304373.18,230183.5,1534556.68,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31659811 - KEREX s.r.o.","25110120116 - Zvýšenie konkurencieschopnosti podniku zavedením",2009,"September",2010,"Máj",278752.82,155946.28,27500.9,183447.18,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31669697 - StrojCAD","25110120006 - Účasť firmy StrojCad s.r.o. na medzinárodných drev",2009,"Január",2010,"December",72054.43,61246.27,10808.16,72054.43,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31670041 - A.S.Partner, s. r. o.","25110120026 - H.E.R.Systém v EÚ",2009,"Január",2010,"Jún",21725.4,18466.59,3258.81,21725.4,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31670776 - AUTOLUX KOŠICE, spol. s r.o.","25110120204 - Technické zhodnotenie a modernizácia autoservisu",2009,"Júl",2011,"Jún",50683.86,43081.28,7602.58,50683.86,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31671926 - DODDY spol. s r.o.","25130120016 - RELAX CENTRUM Hodruša - Hámre",2009,"September",2011,"September",5999953.83,5099960.75,899993.07,5999953.82,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31679331 - MAX, s.r.o.","25130120018 - Vybavenie prevádzok požičovne malých plavidiel na",2009,"Apríl",2009,"November",69168.06,58792.85,10375.21,69168.06,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31687580 - SPINEA, s. r. o.","25110120022 - Transfer technolňogie",2009,"Máj",2011,"Apríl",4261402.94,3622192.5,639210.44,4261402.94,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31703186 - SOS electronic s.r.o.","25110120007 - Účasť spoločnosti SOS electronic na medzinárodných",2008,"Október",2009,"December",46274.22,37505.71,6617.06,44122.77,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31706029 - LPH Vranov n/T, s.r.o.","25110120033 - Zavádzanie inovatívnych technológií",2009,"Máj",2009,"November",447864.82,380685.1,67179.72,447864.82,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31706029 - LPH Vranov n/T, s.r.o.","25110120241 - Zvýšenie kapacít v oblasti vstrekovania termoplast",2009,"Február",2009,"September",191278.03,162586.33,28691.7,191278.03,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31707815 - ASPA-REAL, s.r.o.","25110120145 - Lakovňa ASPA-REAL, Prešov",2009,"Máj",2009,"December",61738.41,52477.64,9260.76,61738.4,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31711669 - ŠOVAR, s.r.o.","25130120014 - Aquapark Delňa",2009,"Máj",2011,"Október",4299391.14,3654482.46,644908.67,4299391.13,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31716369 - ROSENBERG-SLOVAKIA, spol. s r.o.","25120120032 - Zníženie energetickej náročnosti výrobného procesu",2009,"Október",2010,"August",1029964.84,875470.11,154494.73,1029964.84,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31717152 - D.A.H., s.r.o. Prešov","25120120002 - Rekonštrukcia stavebnej časti objektu",2009,"Marec",2009,"Október",61856.33,52577.88,9278.45,61856.33,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31718540 - STROPTEL, s.r.o.","25110120052 - Zlepšenie pozície firmy Stroptel s.r.o. v obchode",2009,"Jún",2010,"November",105623.05,89779.59,15843.46,105623.05,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31731741 - TAVAL, s.r.o.","25110120209 - TAVAL INOVATECH - inovácie a technologické transfe",2009,"Júl",2009,"November",209545,119385,21070,140455,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31736815 - LEWORK","25110120035 - Inovatívna technológia pre spoločnosť LEWORK",2009,"Jún",2010,"December",1378688.61,1171885.31,206803.29,1378688.6,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","31737510 - EZEX s.r.o.","25130120001 - Hotel Ambassador Košice",2009,"Marec",2010,"Január",608973.18,517627.2,91345.98,608973.18,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","34098569 - Keraming Trenčín s.r.o.","25110120198 - Zavádzanie inovatívnych technológií pri výrobe sta",2009,"Jún",2009,"November",299568.68,169755.59,29956.87,199712.46,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","34109919 - ZLATNER, spol. s r.o.","25110120037 - Zvýšenie konkurencieschopnosti firmy ZLATNER",2009,"Marec",2010,"November",1202262.28,681281.96,120226.23,801508.19,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","34110976 - STOFING, spol. s.r.o.","25130120009 - Modernizácia a dostavba hotela STOFING",2009,"Jún",2011,"Február",300000,170000,30000,200000,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","34112545 - ANTARES EUROTRADE, spol. s r.o","25110120020 - Zvýšenie konkurencieschopnosti ANTARES EUROTRADE,",2009,"Február",2010,"Október",32522.6,18429.47,3252.26,21681.73,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","34137025 - TESGAL-Holzapfel, s.r.o.","25110120043 - Rozšírenie výrobných kapacít",2009,"Marec",2009,"December",4760007.97,2697337.85,476000.8,3173338.65,1670882.29,294861.58,1965743.87
"OP Konkurencieschopnosť a Hospodársky rast","35721171 - KAISAR s.r.o.","25130120050 - Hotel ALI BABA rekonštrukcia a prístavba",2009,"Október",2011,"Marec",3893843.73,3309767.17,584076.56,3893843.73,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35736216 - KLÁŠTORNÁ, s.r.o.","25110120011 - Zvýšenie konkurencieschopnosti Kláštorná s.r.o.",2009,"Október",2010,"August",2167164.31,1842089.66,325074.65,2167164.31,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35760052 - INDECO, s. r. o.","25110120138 - Zvyšovanie konkurenčného postavenia spoločnosti IN",2009,"Jún",2009,"December",59684.16,50731.54,8952.62,59684.16,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35811579 - REKOS, s.r.o.","25110120113 - REKOS - Podpora zavedenia inovácii a technologický",2009,"Máj",2009,"Október",299850,169915,29985,199900,169914.32,29984.88,199899.2
"OP Konkurencieschopnosť a Hospodársky rast","35832886 - Hontianska energetická, s.r.o.","25120120017 - Zvýšenie efektívnosti v systéme CZT vo Veľk.Krtíši",2009,"Október",2010,"Jún",816068.99,693658.64,122410.35,816068.99,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35833815 - HVT, s.r.o.","25130120003 - Prestavba hotela Minerál Dudince",2009,"Marec",2010,"Júl",4749195.82,4036816.45,712379.37,4749195.82,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35841893 - IMMOBAU s.r.o.","25130120020 - Ski Jezersko - Bachledova dolina",2009,"Apríl",2010,"Október",4122221.75,3503888.49,618333.26,4122221.75,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35875305 - VIP travel, spol. s r.o.","25130120005 - Dobudovanie komplexného strediska cestovného ruchu",2009,"Máj",2011,"Február",2746281.46,2334339.24,411942.22,2746281.46,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35940557 - CHRYSSO cassoviensis s.r.o.","25130120011 - Rekonštrukcia a modernizácia Penziónu CHRYSSO",2009,"Apríl",2009,"Jún",199153.11,169280.14,29872.97,199153.11,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35967641 - ZÁMOK VIGĽAŠ s. r. o.","25130120041 - Zámok Vígľaš",2009,"November",2012,"Október",7725507.09,5096364.71,900165.66,5996530.37,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35968532 - Retineo s.r.o.","25110120086 - Zavedenie jednoetapovej technológie výroby siliciu",2009,"Júl",2009,"November",32861.98,27932.68,4929.3,32861.98,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35973625 - TERMAL DS, s.r.o.","25130120006 - Prestavba, revitalizácia a inovácia termálneho kúp",2009,"Apríl",2010,"November",5177450.21,4400832.67,776617.53,5177450.2,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","35974222 - Výskumno-realizačný ústav obnoviteľných","25120120034 - Fotovoltaická elektráreň Kolárovo I. a II.",2009,"Október",2010,"Október",8988000,5093200,898800,5992000,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36002968 - RUDOS Ružomberok, s.r.o.","25110120233 - Zvýšenie konkurencieschopnosti spoločnosti",2009,"August",2009,"September",132977.53,113030.9,19946.63,132977.53,113030.9,19946.63,132977.53
"OP Konkurencieschopnosť a Hospodársky rast","36010642 - C m c, spol. s r.o.","25120120026 - Bioplynová stanica na farme dojníc Detva",2009,"September",2010,"Júl",2800502,2380426.7,420075.3,2800502,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36013391 - BINEKO, spol. s r.o.","25120120028 - Inštalácia kotla na spaľovanie biomasy",2009,"Október",2010,"Máj",445079.15,378317.27,66761.87,445079.14,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36014575 - SKI LIFT, s.r.o.","25130120033 - Modernizácia a dostavba lyžiarskeho areálu SKI Krá",2009,"Máj",2010,"December",3694918.63,3140680.84,554237.79,3694918.63,1418646.71,250349.42,1668996.13
"OP Konkurencieschopnosť a Hospodársky rast","36027936 - Delta - ML Štiavnické Bane","25110120129 - Obnova strojového parku Delta - ML",2009,"Jún",2009,"December",95324.58,80990.63,14295.83,95286.46,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36029751 - TENIS CENTRUM, s.r.o.","25130120013 - Modernizácia areálu Hotela Tenis",2009,"Máj",2011,"Január",2189951.19,1861458.51,328492.68,2189951.19,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36035408 - POLYSTON s.r.o.","25110120180 - Zvýšenie konkurencieschopnosti podniku POLYSTON s.",2009,"Máj",2009,"August",108000,91800,16200,108000,91800,16200,108000
"OP Konkurencieschopnosť a Hospodársky rast","36037907 - TS Creo Banská Bystrica","25110120174 - Inovácia a doplnenie technológie výroby obrazového",2009,"Júl",2009,"December",136095.07,115680.81,20414.26,136095.07,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36044148 - Domina, s.r.o.","25110120199 - Rozvoj konkurencieschopnosti spoločnosti Domina, s",2009,"Jún",2009,"November",194919.84,165681.86,29237.98,194919.84,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36045543 - HOTEL PARTIZÁN, s.r.o.","25130120054 - Hotel Partizán - Tále,",2010,"Máj",2011,"Máj",3428953.03,2914610.08,514342.95,3428953.03,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36045705 - TERA PLASTIK Hontianske Tesáre","25110120139 - Inovácia výroby v spoločnosti TERA PLASTIK, s.r.o.",2009,"Jún",2009,"September",30990,26341.5,4648.5,30990,26341.5,4648.5,30990
"OP Konkurencieschopnosť a Hospodársky rast","36045811 - KERAM s.r.o.","25110120041 - Nákup inovatívnej technológie Keram",2009,"Marec",2009,"December",366382.46,311425.09,54957.37,366382.46,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36047872 - Crystal, s.r.o.","25130120015 - Hotel Biele Vody - prístavba bazénovej časti",2009,"Apríl",2010,"Október",599639.72,509693.76,89945.96,599639.72,139493.68,24616.53,164110.21
"OP Konkurencieschopnosť a Hospodársky rast","36048666 - KOPAST s.r.o.","25110120012 - Zvýšenie konkurencieschopnosti firmy KOPAST",2009,"Apríl",2010,"Január",379113.05,322246.09,56866.96,379113.05,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36051900 - Stylos – interier s. r. o.","25110120210 - Inovácia výroby štýlového interiérového nábytku",2009,"Júl",2010,"Január",116439.74,98973.78,17465.96,116439.74,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36055565 - HARMANIAK spol. s r.o.","25130120032 - Výstavba a interiérové vybavenie ""PENZIÓNU KRÁLIKY",2009,"Marec",2010,"December",434035.42,368930.11,65105.31,434035.42,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36059781 - HOTEL SLOVAN SERVIS s.r.o.","25130120035 - Hotel Slovan v Lučenci",2009,"Máj",2009,"August",66328.38,56379.12,9949.26,66328.38,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36059820 - EKOMETAL","25110120207 - Modernizácia a inovácia technológií ako ďalší krok",2009,"Marec",2009,"December",75465.88,64145.99,11319.88,75465.87,32447.05,5725.95,38173
"OP Konkurencieschopnosť a Hospodársky rast","36176249 - JENEX Dobšiná s.r.o.","25110120234 - Zvýšenie konkurencieschopnosti firmy prostredníctv",2009,"August",2009,"December",82364.57,70009.88,12354.69,82364.57,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36177245 - BBF elektro s.r.o.","25130120042 - Nová kvalita v poskytovaní celoročných služieb v R",2009,"August",2011,"December",1093851.36,929773.66,164077.7,1093851.36,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36179337 - A.G.E.S. s.r.o. Olcnava","25110120215 - Modernizácia technologického parku spoločnosti A.G",2009,"Júl",2009,"December",99500,84575,14925,99500,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36182061 - EUROSPAN, s. r. o.","25110120131 - Technológia na výrobu nábytku, okien a dverí",2009,"Máj",2009,"December",117585,99947.25,17637.75,117585,99947.25,17637.75,117585
"OP Konkurencieschopnosť a Hospodársky rast","36187976 - KONTAKT M, s.r.o.","25130120034 - Hotel KONTAKT***",2009,"Máj",2009,"November",191660.16,162911.13,28749.02,191660.15,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36188433 - LEADER LIGHT","25110120050 - Zlepšenie pozície firmy LEADER LIGHT s.r.o. v obch",2009,"Máj",2009,"Júl",105473.68,89652.62,15821.05,105473.67,55216.43,9744.08,64960.51
"OP Konkurencieschopnosť a Hospodársky rast","36194832 - PRAVEL spol. s r.o.","25120120039 - Malá vodná elektráreň Prakovce II",2009,"Október",2011,"Marec",1242761.68,1056347.42,186414.25,1242761.67,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36206369 - NIKO spol. s r.o. Trebišov","25110120190 - Zvýšenie konkurencieschopnosti firmy NIKO s.r.o. T",2009,"Júl",2009,"December",121178.95,103002.11,18176.84,121178.95,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36256561 - KRON SK, s.r.o.","25110120181 - For best product“- zabezpečenie inovatívnej techn",2009,"Máj",2009,"Október",288313.67,163377.75,28831.37,192209.12,123277.88,21754.92,145032.8
"OP Konkurencieschopnosť a Hospodársky rast","36290548 - AQUA SLEEP, s.r.o.","25130120031 - Rozšírenie penziónu AQUA SLEEP - Veľký Meder",2009,"Apríl",2010,"Apríl",300000,170000,30000,200000,78723.88,13892.45,92616.33
"OP Konkurencieschopnosť a Hospodársky rast","36294098 - BELMONTKLIMA s.r.o.","25120120031 - Energetická efektívnosť spoločnosti BELMONTKLIMA",2009,"Október",2010,"Apríl",204618.71,115950.6,20461.87,136412.47,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36296937 - EPUR, spol. s r.o.","25110120147 - Modernizácia výroby EPUR",2009,"Jún",2009,"December",51414.06,29134.63,5141.41,34276.04,12205.73,2153.95,14359.68
"OP Konkurencieschopnosť a Hospodársky rast","36334821 - Prenosil, s.r.o.","25110120169 - Zvýšenie konkurencieschopnosti spoločnosti-DM",2009,"Jún",2009,"December",187791.28,106415.06,18779.13,125194.19,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36352802 - Banskobystrický pivovar, a.s.","25110120053 - Prezentácia originálnej chuti a tradičnej receptúr",2009,"Jún",2010,"Apríl",49789.05,42320.69,7468.36,49789.05,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36354554 - ŠAMO AKTIV,s.r.o.","25130120046 - Horský hotel*** Šamo",2009,"Október",2012,"Január",2628311.39,1489376.46,262831.14,1752207.6,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36359998 - PROTEAM, s. r. o.","25110120110 - Rast konkurencieschopnosti a zvýšenie zamestnanost",2009,"November",2010,"Apríl",184041.05,155422.23,27444.72,182866.95,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36361925 - METALURGIA TS, s.r.o.","25110120151 - Kompletizácia a rozšírenie výroby spoločnosti META",2009,"Október",2010,"November",99193.92,84314.83,14879.09,99193.92,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36368351 - WEBIS, s.r.o.","25130120002 - Stredisko cestovného ruchu Chopok Západ",2009,"Apríl",2011,"Január",6000000.01,5100000,900000,6000000,2773499.94,489441.17,3262941.11
"OP Konkurencieschopnosť a Hospodársky rast","36385361 - P M R, s.r.o.","25110120016 - Zlepšenie konkurencieschopnosti spoločnosti P M R",2009,"Máj",2010,"Apríl",276352.5,234899.63,41452.88,276352.51,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36387037 - EURODESIGN, s.r.o.","25110120045 - Eurodesign: nová technológia",2009,"Apríl",2009,"November",401008.27,340857.03,60151.24,401008.27,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36388572 - MEANDER THERMAL, s.r.o.","25130120052 - hotelový komplex Meander Oravice",2009,"September",2011,"Február",7879132.24,4835754.66,853448.28,5689202.94,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36390151 - OMOSS spol. s r.o.","25130120040 - Hotel Radar v Nižnej",2009,"August",2010,"Október",1928247.74,1639010.58,289237.16,1928247.74,0,0,0
"OP Konkurencieschopnosť a Hospodársky rast","36401609 - STK-MIKO, s.r.o.","25110120132 - Diagnostické centrum vozidiel európskeho štandardu",2009,"Jún",2009,"September",48783.83,41466.26,7317.57,48783.83,41466.26,7317.57,48783.83
"OP Konkurencieschopnosť a Hospodársky rast","36401960 - ENERGOTEAM s.r.o.","25110120039 - Rozšírenie výr.kapacít",2010,"Február",2010,"Júl",388759.85,330445.87,58313.98,388759.85,0,0,0
