Ident,REGION,TITLE,BENEFICIARY,FROM,TO,FUNDING SEK,FUNDING EURO
40461,Norra Mellansverige,Wij LandskapsPark,STIFTELSEN WIJ TRÄDGÅRDAR,1/7/08,12/31/10,7889005,0
39848,Västsverige,Ecoex - West Swedish Environmental Expor,"BRG, BUSINESS REGION GÖTEBORG AB",1/1/08,12/31/10,7889968,0
70557,Norra Mellansverige,Stärkt konkurrenskraft för stål- och ver,Stål & Verkstad,1/1/09,12/31/10,7894000,0
148023,Norra Mellansverige,"Acreos Nationella Testbädd, Fas II - Fok",ACREO AB,1/1/10,12/31/11,7940000,0
70465,Västsverige,Invest Auto Västsverige,"BRG, BUSINESS REGION GÖTEBORG AB",10/1/08,9/30/11,7973622,0
41902,Östra Mellansverige,Förstudie JEREMIE-fond i Sverige,Nutek,9/28/07,2/28/08,70000,0
27484,Övre Norrland,POLCIRKELN LEVERERAR,Destination Arctic Circle AB,1/1/08,12/31/08,700000,0
41998,Mellersta Norrland,"Design för kreativitet, entreprenörskap",Design i Västernorrland Ideell förening,4/1/08,6/30/09,700050,0
70527,Stockholm,ALMI Invest Stockholm AB,ALMI Invest Stockholm AB,1/1/09,12/31/14,72417520,0
40516,Skåne-Blekinge,Förstudie: Öga till öga,Landstinget Blekinge,9/1/07,3/30/08,730255,0
27448,Norra Mellansverige,Uppgradering av traditionellt byggsystem,FÖRENINGEN SVENSKA TIMMERHUS,1/1/08,12/31/09,734000,0
40532,Skåne-Blekinge,Konkreta designinsatser för forskningspr,Stiftelsen Svensk Industridesign,9/1/08,12/31/10,734000,0
39658,Norra Mellansverige,"Vita Fläckar i Ockelbo, etapp 1 Kolforse",OCKELBO KOMMUN,1/1/07,12/31/08,734451,0
40551,Skåne-Blekinge,Krinova Miljöarena,KRINOVA AKTIEBOLAG,1/1/08,12/31/10,745000,0
40373,Västsverige,My Mission,Brewhouse Innovation AB,1/1/08,12/31/08,746800,0
43936,Övre Norrland,Ramprogram för regionala företagsstöd i,Länsstyrelsen Västerbotten,1/1/09,12/31/11,75000000,0
40570,Skåne-Blekinge,SÖM: processamordning,Malmö stad,1/8/08,12/31/08,766448,0
41878,Övre Norrland,Trevia Lotsen för ökad företagsamhet i P,Pajala kommun,5/1/08,4/30/09,775000,0
41345,Övre Norrland,Projekt Botniska korridoren,Regionförbundet Gävleborg,10/1/07,5/31/08,780000,0
145312,Skåne-Blekinge,Förstudie - Make IT Happen,REGION BLEKINGE,4/1/09,1/31/10,790377,0
146700,Småland och Öarna,Technology Transfer Center,REGIONFÖRBUNDET I KALMAR LÄN,7/1/09,12/31/10,795000,0
42890,Småland och Öarna,Sydnet,REGIONFÖRBUNDET SÖDRA SMÅLAND,4/1/08,2/28/10,795626,0
149013,Östra Mellansverige,Robust IT-infrastruktur i Örebro län,Länsstyrelsen i Örebro län,1/1/10,12/31/11,8000000,0
147902,Övre Norrland,Hästcentrum i Boden,Bodens Utveckling AB,1/15/10,12/31/12,8000000,0
39649,Norra Mellansverige,Testlab Sätterstrand,HAMMARÖ KOMMUN,1/1/07,1/31/08,8036652,0
41480,Västsverige,"Ett nordiskt centrum för animerad film,",FILM I VÄST AB,2/5/08,2/28/10,8061600,0
68767,Stockholm,Matchning Södertörn Näringsliv,Södetälje kommun,12/1/08,4/30/12,8063876,0
148007,Norra Mellansverige,BIMS X-Trafik,X-TRAFIK AKTIEBOLAG,9/1/09,8/31/12,8095782,0
117963,Skåne-Blekinge,Life Science. Skåne,Invest in Skåne AB,1/7/09,12/31/11,8128144,0
40329,Östra Mellansverige,Bergskraft Bergslagen,LJUSNARSBERGS KOMMUN,10/1/07,9/30/10,8214548,0
119427,Norra Mellansverige,Näringslivsutveckling inom ITS-området i,ITSdalarna Utvecklings AB,6/1/09,5/31/11,8220000,0
117288,Mellersta Norrland,Center för strategisk nätverksutveckling,Mittuniversitetet,3/1/09,2/28/11,8254021,0
27464,Östra Mellansverige,Automation Region,MÄLARDALENS HÖGSKOLA,10/1/07,9/30/10,8257459,0
68187,Mellersta Norrland,Kunskapsdriven näringslivsutveckling gen,Mittuniversitetet,8/1/08,7/31/11,8259112,0
40317,Östra Mellansverige,KRUT - Kreativ Utveckling,REGIONFÖRBUNDET ÖSTSAM,1/1/08,12/31/10,8279201,0
118097,Stockholm,"Moving - Pictures, Stockholm Mälardalen",Filmregion Stockholm - Mälardalen AB,1/1/09,12/31/11,8298927,0
117494,Övre Norrland,Marknadsföring av turismen i Norrbotten,Swedish Lapland Tourism,1/1/09,12/31/10,8400000,0
145291,Skåne-Blekinge,Projekt X-Ovation,NetPort Karlshamn AB,7/1/09,6/30/12,8445000,0
40489,Norra Mellansverige,Entrecoop,Coompanion Mitt,5/1/08,4/30/11,8460000,0
39729,Mellersta Norrland,Framtid Funäsdalen,DESTINATION FUNÄSDALEN AB,1/1/08,12/31/10,8500000,0
148094,Norra Mellansverige,Framtidssäker IT-Infrastruktur - Rättvik,RÄTTVIKS KOMMUN,9/1/09,12/31/12,8500000,0
39779,Norra Mellansverige,Den Företagsamma Utveckling,ARVIKA NÄRINGSLIVSCENTER EK. FÖR.,1/1/08,12/31/10,8540000,0
40485,Norra Mellansverige,Kluster E - Äldrelivsbranschen,SANDVIKENS KOMMUN,1/1/07,12/31/09,8618867,0
147715,Västsverige,Centrumutveckling i partnerskap (Genomfö,Göteborgs kommun,1/1/10,3/31/12,8666161,0
41954,Övre Norrland,START - Från idé till företag,INNOVATION VÄSTERBOTTEN SERVICE AB,1/1/08,3/31/11,8695000,0
40545,Skåne-Blekinge,Ekologisk omställning av efterkrigstiden,Malmö stad,2/1/08,1/31/11,8712476,0
148020,Norra Mellansverige,BIMS Dalatrafik,AB Dalatrafik,9/1/09,8/31/12,8779014,0
39811,Mellersta Norrland,Optand teknikland,Optand teknikland AB,2/1/07,2/1/10,8804254,0
148021,Norra Mellansverige,BIMS Värmlandstrafik,VÄRMLANDSTRAFIK AKTIEBOLAG,9/1/09,8/31/12,8818600,0
119268,Övre Norrland,Is & Snö - Snögaranti och längre vinters,Progressum i Kiruna AB,9/1/09,12/31/12,8825000,0
148034,Norra Mellansverige,Södra Norrlands Utvecklingscentrum för V,SÖDERHAMNS KOMMUN,1/1/09,8/31/12,8850000,0
151192,Skåne-Blekinge,E- hälsa - Hållbara tjänster och produkt,Landstinget Blekinge,5/1/10,12/31/12,8861280,0
117505,Övre Norrland,NV Eko - för en hållbar näringslivsutvec,NORRBOTTENS ENERGIKONTOR AB,6/1/09,5/31/12,8888499,0
41980,Mellersta Norrland,Entréer till Skuleskogens Nationalpark,Länsstyrelsen Västernorrland,1/1/08,12/31/10,8900000,0
148349,Mellersta Norrland,Mid RISK Mid Sweden risk and crisis rese,Mittuniversitetet,1/1/10,12/31/12,8981207,0
40567,Skåne-Blekinge,Söm; Interkulturell matchmaking eller in,Malmö stad,2/1/08,12/31/09,80000,0
39823,Småland och Öarna,Förstudie Jeremie-fond i Sverige,Nutek,9/28/07,2/28/08,80000,0
116922,Stockholm,Förstudie om filmen som drivkraft för be,Filmpool Stockholm - Mälardalen,11/1/08,3/31/09,80000,0
39591,Stockholm,Förstudie JEREMIE-initiativ i Sverige,Nutek,9/28/07,2/28/08,80000,0
39879,Västsverige,"Förstudie JEREMIE-fond i Sverige, Nuteks",Nutek,9/28/07,2/28/08,80000,0
152508,Övre Norrland,frastruktur för effektiv samordning av t,Umeå Kommunföretag AB,8/1/10,7/31/13,80000000,0
147419,Västsverige,ASTA Active Safety Test Area,SP SVERIGES PROVNINGS- OCH FORSKNINGSINS,8/17/09,6/30/10,800000,0
40550,Skåne-Blekinge,"Malmö stad ,Virtuellt medborgarkontor/Ci",Malmö stad,10/1/07,3/31/10,803100,0
151157,Östra Mellansverige,Träinee. Trainee för mellansvensk träind,SVERIGES LANTBRUKSUNIVERSITET,4/1/10,3/31/13,807693,0
40404,Norra Mellansverige,Gästrikland Turism - Förstudie inför reg,GÄVLE & CO TURISM OCH MARKNADSFÖRING EK.,1/1/08,12/31/08,831240,0
42935,Norra Mellansverige,Förstudie Vårdtyngdsmätning och vårdplan,GÄVLE KOMMUN,3/1/08,8/31/08,85000,0
39866,Västsverige,Katapult,KATAPULT OF SWEDEN EKONOMISK FÖRENING,9/1/07,8/31/08,852920,0
150716,Övre Norrland,CPD Center,CPD Center AB (Cuptronic Product Develo,1/1/10,12/31/10,855000,0
68708,Småland och Öarna,Utveckling av KGF Kronoberg,KREDITGARANTIFÖRENINGEN KRONOBERG EK. FÖ,7/1/08,6/30/11,859850,0
39718,Norra Mellansverige,Kreditgarantiföreningen Gävleborg,Gävleborgs Kreditgarantiförening ek för,11/1/07,10/31/10,866250,0
70468,Östra Mellansverige,ALMI Invest Östra Mellansverige,Almi Invest Östra Mellansverige AB,1/1/09,12/31/14,87500000,0
119433,Norra Mellansverige,Kommun- och destinationsdesign,ORSA KOMMUN,5/1/09,5/31/10,871750,0
41827,Övre Norrland,Nyföretagarcentrum,FÖRETAGARNA I KIRUNA,1/1/08,12/31/08,880000,0
43037,Skåne-Blekinge,"Bo och verka i Ystad-Österlen regionen,",YSTAD KOMMUN,8/1/08,7/31/09,885207,0
40464,Västsverige,Gröna mötesplatser,Göteborgs kommun,4/1/08,12/31/09,889250,0
42992,Norra Mellansverige,Hälsingland turism framtid och utvecklin,HÄLSINGLAND TURISM EKONOMISK FÖRENING,3/28/08,3/31/09,890000,0
140383,Småland och Öarna,"Godsterminal Gamlarp, Nässjö",NÄSSJÖ KOMMUN,6/22/09,11/30/10,892252,0
39828,Småland och Öarna,Öland Business Arena,ÖLANDS KOMMUNALFÖRBUND FÖR ÖVERSIKTLIG P,1/1/08,12/31/10,897000,0
40400,Småland och Öarna,Företagsstöd i Kronobergs län,LÄNSSTYRELSEN I KRONOBERGS LÄN,1/1/07,12/31/09,898200,0
117290,Mellersta Norrland,Internationalisering av forskning och ut,Mittuniversitetet,1/1/09,12/31/11,9000000,0
148096,Norra Mellansverige,Framtidssäkert IT-Infrastruktur - Leksan,Leksands kommun,9/1/09,12/31/12,9000000,0
70511,Norra Mellansverige,UTEV - Utveckling av entreprenörskap vid,ÅRJÄNGS KOMMUN,1/1/09,12/31/11,9000000,0
43119,Stockholm,Förstärkt export avseende miljöteknikpro,Stiftelsen Institutet för Vatten och Luf,11/1/08,10/31/11,9000000,0
152557,Övre Norrland,Miljötekniskt Centrum i Norr,Bodens Utveckling AB,8/1/10,7/31/13,9000000,0
119486,Norra Mellansverige,NYSTA 2,FUTURE POSITION X,1/1/10,12/31/10,9018516,0
147698,Västsverige,Såddlån i Västra Götaland 2010-2011,Västra Götalandsregionen,1/1/10,12/31/12,9045000,0
148029,Norra Mellansverige,"Fiber Optiv Valley AB, Fokusområden Nr 2",Fiber Optic Valley AB,1/1/10,12/31/11,9065008,0
151105,Norra Mellansverige,Attraktiva Värmland,REGION VÄRMLAND-KOMMUNALFÖRBUND,1/1/10,12/31/12,9105000,0
27460,Norra Mellansverige,Inno Went Högskolan Dalarna,HÖGSKOLAN DALARNA,10/1/07,12/31/09,9247075,0
42086,Mellersta Norrland,Hållbar besöksnäring i Västernorrland 20,Mitt Sverige Turism ek. förening,4/1/08,12/31/10,9260404,0
27498,Övre Norrland,Akademi Norr - Motorfunktionen,Kommunalförbundet Partnerskap Inland,1/1/08,12/31/10,9312000,0
40379,Västsverige,Tillväxt Halland,Region Halland,9/1/08,8/31/11,9320784,0
151662,Mellersta Norrland,Marknadskommunikation och tillgänglighet,JÄMTLAND-HÄRJEDALEN TURISM JHT EK FÖR,8/1/10,7/31/13,9356250,0
41879,Övre Norrland,Transplantation av humana mesenkymala st,Umeå Universitet,1/1/08,12/31/10,9371272,0
41934,Övre Norrland,Utvecklingsprogrammet Trä Innovations Nä,Luleå tekniska universitet,1/1/08,12/31/10,9409866,0
40434,Norra Mellansverige,Hälsingland for Business,ALMI FÖRETAGSPARTNER GÄVLEBORG AKTIEBOLA,5/1/07,2/28/09,9444886,0
43173,Övre Norrland,MCN IO,Umeå Universitet,5/1/08,4/30/11,9451178,0
70580,Norra Mellansverige,SLIM II,REGION VÄRMLAND-KOMMUNALFÖRBUND,1/1/09,8/31/11,9470000,0
151092,Norra Mellansverige,"DAGIS - demonstration, användning av geo",FUTURE POSITION X,1/1/10,12/31/11,9475188,0
39765,Norra Mellansverige,Utveckling av industriområde i Vålberg,KARLSTADS KOMMUN,3/1/07,4/30/09,9494234,0
27466,Norra Mellansverige,Acreos Nationella Testbädd - Teknoligier,ACREO AB,1/1/07,12/31/09,9616000,0
40313,Småland och Öarna,Företagsstöd Kalmar län,REGIONFÖRBUNDET I KALMAR LÄN,1/1/07,12/31/10,9656547,0
42071,Övre Norrland,Tillväxtprocessen,Connect Norr Service AB,10/1/08,9/30/11,9732794,0
151214,Stockholm,Kraftcentrum Life Science i Karolinska -,Stockholm Science City Foundation,4/1/10,3/31/13,9796515,0
151181,Skåne-Blekinge,ESS MAX IV - Tillgänglighet Attraktivite,REGION SKÅNE,1/11/10,12/31/12,9809682,0
27504,Övre Norrland,DINo - Digitala Idéplatser Norr,Skellefteå kommun,1/1/08,12/31/10,9820000,0
39704,Mellersta Norrland,Vintersportcentrum,Mittuniversitetet,1/1/07,12/31/09,9940213,0
40453,Västsverige,HINT,Innovationsbron AB,1/7/08,12/31/10,9951093,0
147999,Norra Mellansverige,Främby Hallar,FALU KOMMUN,1/1/10,12/31/10,900000,0
119489,Norra Mellansverige,"Kustnära mötesplatser, etapp 1",GÄVLE KOMMUN,4/1/09,12/31/10,910000,0
40165,Västsverige,Ungt entreprenörskap i Halland,COOMPANION KOOPERATIV UTVECKLING HALLAN,1/1/08,7/1/10,910765,0
147122,Östra Mellansverige,Företagsakuten i Örebro län,Partnerinvest i Mellansverige AB med bif,8/1/09,7/31/11,921446,0
40510,Skåne-Blekinge,Manligt Mentorskap,INTERNATIONELLA KVINNOFÖRENINGEN - LRC F,1/1/08,12/31/10,927450,0
146691,Småland och Öarna,Förstudie - Plattformsspår Östgötapendel,Jönköpings kommun,7/1/09,5/31/11,937619,0
117498,Övre Norrland,Botniska korridoren - en europeisk trans,Norrtåg AB,1/1/09,9/30/11,938000,0
42800,Småland och Öarna,"S:t Nicolai Kultudral i Visby, projekter",Gotlands Museum,4/1/08,3/30/09,945400,0
119502,Norra Mellansverige,Dalhalla -skapande av internationell ope,FÖRENINGEN DALHALLAS VÄNNER,3/1/09,11/30/10,950000,0
27499,Övre Norrland,Destinationsutveckling Boden Turism,BODEN TURISM EKONOMISK FÖRENING,1/1/08,12/31/08,950000,0
68751,Småland och Öarna,Idrott och turism,GOTLANDS IDROTTSFÖRBUND,9/1/08,8/30/11,959000,0
40558,Skåne-Blekinge,Ökad konkurrenskraft i Blekinge,ALMI FÖRETAGSPARTNER BLEKINGE AKTIEBOLAG,8/1/08,12/31/09,965500,0
40548,Skåne-Blekinge,Kollektivtrafikutredning,Malmö stad,10/1/07,12/31/08,974590,0
39752,Mellersta Norrland,Förstudie avseende energigrödor,Örnsköldsviks kommun,11/1/07,5/31/08,99000,0
119148,Övre Norrland,Partnerinvest i Norr AB - Kapitalförsörj,Partnerinvest i Övre Norrland AB,1/1/09,12/31/14,99000000,0
42905,Norra Mellansverige,Fördjupad förstudie Elektrifiering Inlan,Kristinehamns kommun,3/28/08,12/31/09,990000,0
117925,Stockholm,SMEAX 5,CONNECT Sverige,1/1/09,6/30/10,992678,0
