Nazwa beneficjenta,Tytu_ projektu,Program Operacyjny,Dzia_anie,Poddzia_anie,Warto__ ogó_em,Dofinansowanie publiczne,Rok przyznania dofinansowania,Rok wyp_acenia ostatniej raty
Fundacja Aktywno_ci Obywatelskiej,Do_wiadczenie w cenie ,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"208,740.00","208,740.00",2008,2009
Fundacja Biuro Inicjatyw Spo_ecznych,Aktywni w Ekonomii Spo_ecznej,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.2 Wsparcie ekonomii spo_ecznej,"196,359.00","176,006.69",2008,2009
Fundacja Biuro Inicjatyw Spo_ecznych,Aktywne organizacje - skuteczna integracja - program wsparcia NGOs z powiatu my_lenickiego i wielickiego,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"50,000.00","49,069.40",2008,2009
Fundacja BONIN,Opieka nad osobami niepe_nosprawnymi i starszymi szans_ na zatrudnienie,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"105,070.00","98,260.04",2007,2009
Fundacja Caritas Diecezji _owickiej,Razem pe_nosprawni,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"50,000.00","50,000.00",2008,2009
Fundacja Dla M_odych,Regionalne Biuro Wsparcia,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"231,258.45","225,145.83",2008,2009
Fundacja Drabina Rozwoju,Drabina Rozwoju Kobiet,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"330,510.00","322,969.84",2008,2009
Fundacja Edukacji Europejskiej,Pracuj_ce Mamy-program szkoleniowo-doradczy oraz sta_e/praktyki zawodowe dla m_odych matek,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"800,755.60","755,934.59",2007,2009
Fundacja Edukacji Europejskiej,Zosta_ Przedsi_biorc_! - kampania promocyjno-informacyjna dla studentów dolno_l_skich uczelni,Program Operacyjny Kapita_ Ludzki,6.2. Wsparcie oraz promocja przedsi_biorczo_ci i samozatrudnienia,,"614,225.54","588,219.11",2008,2009
Fundacja Edukacji Europejskiej,Odjazdowe przedszkole! - kampania informacyjna promuj_ca edukacj_ przedszkoln_ na obszarach Dolnego _l_ska o niskiej liczbie o_rodków przedszkolnych,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"293,060.07","271,755.08",2008,2009
Fundacja Edukacji Europejskiej,Odjazdowe przedszkole! - kampania informacyjna promuj_ca edukacj_ przedszkoln_ na obszarach Dolnego _l_ska o najmniejszej liczbie o_rodków przedszkolnych,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"293,060.07","271,511.56",2008,2009
Fundacja Edukacji i Dzia_a_ Spo_ecznych,Kultura regionalna szans_ na samozatrudnienie kobiet,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"48,145.00","48,145.00",2008,2009
Fundacja Edukacji i Rozwoju,Aktywna mama powraca do pracy,Program Operacyjny Kapita_ Ludzki,6.1  Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"223,736.98","219,897.97",2007,2009
Fundacja Edukacji i Rozwoju,"Edukacja, nauka, taniec - szans_ rozwoju wsi",Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,990.00","49,956.64",2008,2009
Fundacja Edukacji i Twórczo_ci,Otwarty _wiat - wsparcie aktywizacji zawodowej osób niepe_nosprawnych z powodu zaburze_ psychicznych,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"141,530.00","136,908.91",2008,2009
"Fundacja Ekologiczna ""Miasto - Ogród Sokolniki""",Lipiec integracji,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,884.00","49,341.54",2008,2008
"Fundacja Ekologiczna ""Miasto - Ogród Sokolniki""",Sierpie_ integracji,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,900.00","49,900.00",2008,2008
"Fundacja Ekologiczna ""Miasto - Ogród Sokolniki""",Jesie_ integracji,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"50,000.00","49,477.53",2008,2009
"Fundacja Ekologiczna ""Zielona Akcja""",Edukacja dla zielonych miejsc pracy,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"48,600.00","47,947.22",2007,2009
Fundacja Ekspert-Kujawy,NAUCZMY SI_ POMAGA_,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"246,291.00","221,892.13",2008,2009
Fundacja Eudajmonia,"Ma_y cz_owiek - wielka sprawa. Porozmawiajmy o przedszkolach
",Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,980.00","49,933.59",2007,2009
Fundacja Euro-Country Partnerstwo dla zrównowa_onego rozwoju obszarów wiejskich,Poznajemy j_zyki - poznajemy ludzi,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"44,427.50","44,317.53",2008,2009
Fundacja EUROPA+,Uwierz w siebie,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"49,930.00","49,753.30",2008,2009
Fundacja EUROPA+,Wiedza - drog_ do sukcesu,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"50,000.00","49,927.70",2008,2009
Fundacja Fuga Mundi,Agencja Zatrudnienia Fundacji Fuga Mundi,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"881,250.00","875,288.86",2007,2009
Fundacja Idealna Gmina Oddzia_ Warmi_sko-Mazurski,Od animacji do realizacji - Akademia Umiej_tno_ci Animatora w powiecie olszty_skim,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,974.30","49,930.82",2008,2009
Fundacja Inicjatyw Lokalnych,Nowe wyzwania - Nowe szanse. Powiat Che_mski,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"41,940.06","40,712.15",2008,2009
Fundacja Inicjatyw Lokalnych,Kszta_cenie kluczem do sukcesu,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"149,980.00","145,245.58",2008,2009
Fundacja Inicjatyw Lokalnych,Nowa generacj@ 50+,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"299,688.00","282,377.60",2008,2009
Fundacja Inicjatyw Mened_erskich,Siostra na dobre i na z_e - profesjonalizacja piel_gniarek po 50 roku _ycia,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"293,372.00","232,599.57",2008,2009
Fundacja Inicjatyw Mened_erskich,Drogowskaz do Ostrowa,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,682.00","46,690.15",2008,2009
Fundacja Instytut Rozwoju Regionalnego,"Otwórz oczy – akcja i kampania promocyjno-informacyjna przeciwdzia_aj_ca wykluczeniu spo_ecznemu osób niewidomych 
i s_abowidz_cych",Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"332,115.00","329,947.62",2008,2009
Fundacja Integracji Europejskiej WSTE w Szczecinie,Ekonomia spo_eczna w rozwoju,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.2 Wsparcie ekonomii spo_ecznej,"249,679.00","246,986.56",2008,2009
"Fundacja Integracji Spo_ecznej ""ABRAMIS""",Stawiamy na siebie-zaczynamy razem!,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"43,540.00","42,120.69",2008,2009
Fundacja Istytut Kszta_cenia Kadr,Spó_dzielnia socjalna szans_ na lepsze jutro,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.2 Wsparcie ekonomii spo_ecznej,"126,050.00","122,399.60",2008,2009
"Fundacja Karpacka ""Zielone Technologie""",",,Lider spo_eczno_ci wiejskiej” – aktywizacja  spo_eczna mieszka_ców wiejskiej Gminy Podegrodzie",Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"46,560.00","46,180.00",2008,2009
Fundacja KOOPERACJA,Utworzenie i prowadzenie Klubu Integracji Spo_ecznej w Kozienicach,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"215,144.60","197,942.97",2008,2009
Fundacja Krok Naprzód,Co dalej gimnazjalisto,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,492.00","49,001.79",2008,2009
"Fundacja Kszta_cenia Zawodowego i Mi_dzykulturowego ""Faveo""",Warsztaty z zakresu edukacji mi_dzykulturowej i animacji j_zykowej dla gospodarstw prowadz_cych turystyke wiejsk_ na obszarach powiatu milickiego,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"44,657.96","41,063.83",2007,2008
Fundacja Kultury Chrze_cija_skiej,Równy start do kariery,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.1 Aktywizacja zawodowa i spo_eczna osób zagro_onych wykluczeniem spo_ecznym,"202,480.00","201,723.86",2008,2009
Fundacja Kultury Chrze_cija_skiej,Kobiór __czy pokolenia,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"46,925.00","46,650.75",2008,2009
Fundacja LGD Czarnoziem na Soli,Wspó_praca i lokalne zasoby kluczem do rozwoju wsi i tworzenia nowych miejsc pracy dla jej mieszka_ców,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"50,000.00","49,999.25",2008,2009
Fundacja Lider Wa_ecki,_wietlicowa integracja pokole_,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,936.00","49,840.17",2008,2009
Fundacja Merkury,Wsparcie i aktywizacja zawodowa mieszka_ców obszarów wiejskich-gmina Dobromierz,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"46,608.00","41,057.33",2008,2009
Fundacja Merkury,Wsparcie i aktywizacja zawodowa mieszka_ców obszarów wiejskich-gmina Czarny Bór,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"46,608.00","41,207.54",2008,2009
Fundacja Merkury,Wsparcie i aktywizacja zawodowa mieszka_ców obszarów wiejskich-gmina _arów,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"46,608.00","43,177.41",2008,2009
"Fundacja na Rzecz Ofiar Wypadków Drogowych ""PULS""","Mój ma_y biznes, czyli vademecum m_odego przedsi_biorcy",Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,970.00","46,713.86",2008,2009
Fundacja Na Rzecz Rozwoju Powiatu Monieckiego,Smak tradycji - nowe horyzonty rozwoju obszarów wiejskich,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"49,743.78","48,702.13",2008,2009
"Fundacja Niemiecko - Polska ""Nadzieja"" w Szamotu_ach",Przec_aw-Aktywna Wie_,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"44,390.00","41,997.41",2008,2009
"Fundacja Niemiecko - Polska ""Nadzieja"" w Szamotu_ach",_mi_owo-Aktywna Wie_,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"44,390.00","41,183.21",2008,2009
"Fundacja Niemiecko - Polska ""Nadzieja"" w Szamotu_ach",Ko_le-Aktywna Wie_,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"44,390.00","42,473.06",2008,2009
"Fundacja Niemiecko - Polska ""Nadzieja"" w Szamotu_ach",Baborówko-Aktywna Wie_,Program Operacyjny Kapita_ Ludzki,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,,"44,390.00","40,941.66",2008,2009
Fundacja Osób Niepe_nosprawnych,Bo _ycie to teatr jest....,Program Operacyjny Kapita_ Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"48,058.00","47,389.02",2008,2009
Fundacja O_wiatowa - Europejskie Centrum Edukacyjne w Koszalinie,Wyj__ z cienia - Kompleksowy program wzmocnienia kwalifikacji i motywacji kobiet pracuj_cych w sieciach handlowych,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"751,628.40","669,112.57",2007,2009
"Fundacja PAN o. Lublin ""Nauka i Rozwój Lubelszczyzny""",Platforma Umiej_tno_ci Informatycznych,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"806,963.22","797,561.27",2007,2009
"Fundacja PAN o. Lublin ""Nauka i Rozwój Lubelszczyzny""",Lubelska Akademia Kompetencji,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"589,288.48","582,604.40",2008,2009
"Fundacja PAN o. Lublin ""Nauka i Rozwój Lubelszczyzny""",Akademia Kompetencji Ksi_gowego,Program Operacyjny Kapita_ Ludzki,8.1. Rozwój pracowników i przedsi_biorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsi_biorstw,"278,270.72","273,785.55",2008,2009
Fundacja Pokolenia,Centrum Aktywno_ci Gimnazjalisty jako model wyrównywania szans edukacyjnych,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"48,716.43","48,716.43",2007,2009
"Fundacja Pomocy Dzieciom Poszkodowanym w Wypadkach Komunikacyjnych ""WRÓ_""",Wró_- do pracy.,Program Operacyjny Kapita_ Ludzki,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,6.1.1 Wsparcie osób pozostaj_cych bez zatrudnienia na regionalnym rynku pracy,"695,252.28","688,983.97",2008,2009
"Fundacja Pomocy Dzieciom Poszkodowanym w Wypadkach Komunikacyjnych ""WRÓ_""",Wykorzystaj przetarte szlaki w ekonomii spo_ecznej,Program Operacyjny Kapita_ Ludzki,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,7.2.2 Wsparcie ekonomii spo_ecznej,"164,760.00","159,319.65",2008,2009
Fundacja Pomocy Matematykom i Informatykom Niesprawnym Ruchowo,Liderzy Inicjatyw Lokalnych,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,330.00","48,193.20",2007,2009
Fundacja Pomocy Matematykom i Informatykom Niesprawnym Ruchowo,Liderzy Inicjatyw Lokalnych,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,330.00","48,393.54",2007,2009
Fundacja Pomocy Matematykom i Informatykom Niesprawnym Ruchowo,Liderzy Inicjatyw Lokalnych ,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,330.00","49,275.32",2008,2009
Fundacja Pomocy Matematykom i Informatykom Niesprawnym Ruchowo,Liderzy inicjatyw lokalnych,Program Operacyjny Kapita_ Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"48,690.00","48,529.38",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny w Woli Rokietnickiej - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,579.25","90,744.33",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny w Wylewie - nowa jako__ edukacji.,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,645.25","91,908.96",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny Nr 1 w Siennowie - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"92,041.75","90,592.37",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny nr 2 w Ma_kówce - nowa jako__ edukacji.,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"92,100.25","89,148.83",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny w _apajówce - nowa jako__ edukacji.,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"92,109.25","90,524.11",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny w Czerwonej Woli - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,513.25","91,269.42",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny w Manasterzu - nowa jako__ edukacji.,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,702.25","92,109.52",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny Nr 1 w Sieteszy - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,768.25","91,092.45",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny Nr 2 w Rokietnicy - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,637.75","91,635.54",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny Nr 1 w Zarzeczu - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"92,173.75","90,673.92",2008,2009
"Fundacja Pomocy M_odzie_y im. Jana Paw_a II ""WZRASTANIE""",Podkarpacki O_rodek Przedszkolny Nr 1 w Czercach - nowa jako__ edukacji,Program Operacyjny Kapita_ Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jako_ci us_ug edukacyjnych _wiadczonych w systemie o_wiaty,9.1.1 Zmniejszanie nierówno_ci w stopniu upowszechnienia edukacji przedszkolnej,"93,403.75","88,890.60",2008,2009
