Beneficiary,Name of the operation, Allocated public funding_EU- and national co-financing,Subprogram,Operational Program
SPORT BRUGGER GMBH,Qualifizierung für Beschäftigte,"3,198",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORT EYBL & SPORTS EXPERTS GMBH,Qualifizierung für Beschäftigte,593,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORT NENNER,Qualifizierung für Beschäftigte,"1,758",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORT PILZ GES.M.B.H.,Qualifizierung für Beschäftigte,"6,407",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORT RINNERTHALER,Qualifizierung für Beschäftigte,593,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORT SCHULTES,Qualifizierung für Beschäftigte,"2,019",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
"SPORT-PREISE KERSCHBAUMER POKALE, MEDAILLEN,GRAVUREN",Qualifizierung für Beschäftigte,"1,233",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTALM,Qualifizierung für Beschäftigte,"1,430",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTANLAGENBAU STÄRK GMBH,Qualifizierung für Beschäftigte,"1,233",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTCLINIC ZILLERTAL GMBH,Qualifizierung für Beschäftigte,"3,200",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL GUT BRANDLHOFGESMBH & CO OHG,Qualifizierung für Beschäftigte,160,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL R. PFURTSCHELLER GESMBH,Qualifizierung für Beschäftigte,212,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL ROYER KG,Qualifizierungsverbund,"1,119",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL STEFFISALP GMBH& CO,Qualifizierung für Beschäftigte,990,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL STOCK GMBH,Qualifizierungsverbund,"6,512",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTHOTEL STOCK GMBH,Qualifizierung für Beschäftigte,"1,810",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTLER WITTING GMBH,Qualifizierung für Beschäftigte,"21,026",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPORTS EXPERTS,Qualifizierung für Beschäftigte,293,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPRECHER AUTOMATION GMBH,Qualifizierung für Beschäftigte,"4,567",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPREITZENBART CHRISTINE,Qualifizierung für Beschäftigte,267,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPREITZGRABNER GESMBH.,Qualifizierung für Beschäftigte,578,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPRINGINKERL KINDERGRUPPE,Qualifizierung für Beschäftigte,400,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPRUNG KURT,Qualifizierung für Beschäftigte,"1,017",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SPÄTH MICHAEL MAG.,Qualifizierung für Beschäftigte,580,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SSC PROTOTYPEN-ANLAGENBAU GMBH,Qualifizierung für Beschäftigte,"1,733",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SSI SCHÄFER PEEM GMBH,Qualifizierung für Beschäftigte,"1,441",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SSI SCHÄFER SHOP GMBH,Qualifizierung für Beschäftigte,"3,862",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SSL SCHWELLENWERK UND STEUERUNGSTECHNIK LINZ GMBH,Qualifizierung für Beschäftigte,"1,230",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SSP-SAIGER SPECIALTY  PRODUCTS DI HORST SAIGER,Qualifizierung für Beschäftigte,600,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
SST STADLER  STEUERUNGSTECHNIK GMBH,Qualifizierung für Beschäftigte,183,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA - SERVICE GGMBH,Qualifizierung für Beschäftigte,"2,460",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA - SERVICE GGMBH,Qualifizierungsverbund,307,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA ALTENHILFE GMBH  TSCHERMAKGARTEN,Qualifizierung für Beschäftigte,947,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA APOTHEKE  MAG. PHARM. MARIA HAUPT KG,Qualifizierung für Beschäftigte,"6,084",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA APOTHEKE  MAG.DR. PEITHNER KG,Qualifizierung für Beschäftigte,"6,795",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA APOTHEKE MMAG. DORIS KOLLER KG,Qualifizierung für Beschäftigte,"9,140",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA BAUMGARTEN,Qualifizierung für Beschäftigte,782,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA GGMBH GESUNDHEITS UND SOZIALCENTRUM,Qualifizierungsverbund,"1,071",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA KINDERKREBSFORSCHUNG,Qualifizierung für Beschäftigte,"1,538",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ANNA SOZIALZENTRUM  MARIAHILF,Qualifizierungsverbund,"1,193",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. GALLUS APOTHEKE,Qualifizierung für Beschäftigte,320,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. GEORG APOTHEKE DR. MAG. PHARM. DIETER KOLLER KG,Qualifizierung für Beschäftigte,"2,720",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. JAKOB APOTHEKE MAG. KARLHEINZ WORSCH,Qualifizierung für Beschäftigte,798,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. JOHANNER BERGBAHNEN GESMBH,Qualifizierungsverbund,"2,548",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. MAGDALENA APOTHEKE MAG. EDER KG,Qualifizierung für Beschäftigte,960,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. MARTIN APOTHEKE,Qualifizierung für Beschäftigte,393,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. MICHAEL-APOTHEKE KG,Qualifizierung für Beschäftigte,"2,382",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. PAUL  APOTHEKE UND DROGERIE,Qualifizierung für Beschäftigte,527,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. RAPHAEL BLINDEN- UND SENIORENHEIM,Qualifizierung für Beschäftigte,"2,723",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. RAPHAEL BLINDEN- UND SENIORENHEIM,Qualifizierungsverbund,"7,795",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. ROCHUS-APOTHEKE  MAG.PHARM.DR. W. PAHS,Qualifizierung für Beschäftigte,"2,776",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. THOMAS APOTHEKE  MAG. DR. URSULA RUßHEIM,Qualifizierung für Beschäftigte,500,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST. VALENTINUS APOTHEKE  MRI.PHARM. HOYER KG,Qualifizierung für Beschäftigte,459,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST.ANNA HILFE GGMBH,Qualifizierung für Beschäftigte,578,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST.STEPHAN-APOTHEKE  MAG. BACHER KG,Qualifizierung für Beschäftigte,"9,046",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST.VINZENZ-HEIM BETRIEBSGESMBH,Qualifizierung für Beschäftigte,"2,938",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
ST.VIRGIL SALZBURG,Qualifizierung für Beschäftigte,696,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADELMANN BERNHARD,Qualifizierung für Beschäftigte,"1,027",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADELMANN E.GES.M.B.H.,Qualifizierung für Beschäftigte,207,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADLER HERMANN,Qualifizierung für Beschäftigte,"1,323",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADLER WERNER ING.,Qualifizierung für Beschäftigte,"5,250",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADLHUBER RUDOLF DR.,Qualifizierung für Beschäftigte,"1,567",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADLOBER KARL,Qualifizierung für Beschäftigte,"2,985",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADT HALL IN TIROL BETEILIGUNGS AG,Qualifizierungsverbund,"1,099",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADT WIEN  WIENER WOHNEN HAUSBETREUUNGS GMBH,Qualifizierung für Beschäftigte,"4,200",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADT-APOTHEKE  MAG. ULRIKE DECKER,Qualifizierung für Beschäftigte,"2,096",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADT-APOTHEKE  MAG.PHARM. ADELHEID MAMMERLER KG,Qualifizierung für Beschäftigte,"1,867",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADT-UMLAND REGIONALKOOPERATION VILLACH,Qualifizierung für Beschäftigte,746,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE,Qualifizierung für Beschäftigte,"1,960",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE   ZUR HL. DREIFALTIGKEIT   MAG. PHARM. ULRIKE MAYR,Qualifizierung für Beschäftigte,"1,925",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE  MAG.PHARM. WALTRAUD MAIER KG,Qualifizierung für Beschäftigte,331,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE EFERDING  MAG. PHARM. ALEXANDER RIZY,Qualifizierung für Beschäftigte,"2,238",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE FRIESACH  MAG.PHARM. PAUL HAUSER,Qualifizierung für Beschäftigte,"5,376",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE HALLEINMAG. PHARM. KÜHN KG,Qualifizierung für Beschäftigte,"1,677",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTAPOTHEKE VÖLKERMARKTWERNITZNIG R. MAG. KG,Qualifizierung für Beschäftigte,878,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTGEMEINDE BAD RADKERSBURG,Restaurierung Basteimauer ,"50,887",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTGEMEINDE FRIESACH,Friesach/Kulturelles Erbe 2007 ,"102,793",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTGEMEINDE FRIESACH,Friesach/Kulturelles Erbe 2008 ,"102,837",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTGEMEINDE KNITTELFELD   WEGWARTE SENIORENPFLEGE- BETRIEBS KG,Qualifizierung für Beschäftigte,"2,265",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTHOTEL GÜRTLER   MAG. KARIN HÖDL,Qualifizierung für Beschäftigte,750,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTTHEATER KLAGENFURT GESNBR,Qualifizierung für Beschäftigte,"1,663",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE BRUCK/MUR,Qualifizierung für Beschäftigte,742,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE FELDKIRCH,Qualifizierung für Beschäftigte,"3,072",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE HALL IN TIROL GMBH,Qualifizierungsverbund ,"9,923",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE KUFSTEIN GESMBH,Qualifizierungsverbund ,"11,974",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE SCHWAZ GMBH,Qualifizierungsverbund ,"14,235",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STADTWERKE WÖRGL  GESELLSCHAFT M. B. H.,Qualifizierungsverbund ,"9,656",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAGRO SCHUMI GMBH,Qualifizierung für Beschäftigte,867,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAHL JUDENBURG GMBH.,Qualifizierung für Beschäftigte,711,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAHLBAU BAUMHAUER & SÖHNE GESMBH,Qualifizierung für Beschäftigte,513,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAINER JULIUS GMBH,Qualifizierung für Beschäftigte,"3,733",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAINER JULIUS GMBH,Qualifizierung für Beschäftigte,"6,333",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAINER ROBERT ING. GESMBH.,Qualifizierung für Beschäftigte,329,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAINZER MILCH  STEIRISCHE MOLKEREI REGGMBH,Qualifizierung für Beschäftigte,467,Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
STAMAG  STADLAUER MALZFABRIK GMBH,Qualifizierung für Beschäftigte,"2,045",Arbeitsmarktservice – OP Beschäftigung Betriebe ,"Operationelles Programm Beschäftigung Österreich 2007-2013, All Priorities"
