datum_objave_potrditve,op,naziv,status,vir,posrednisko_telo_razpisovalec_organ_upravljanja,razpisana_potrjena_vrednost,naziv_upravicenca,naziv_operacije,regija,leto_dodelitve_sredstev,visina_dodeljenih_sredstev,visina_izplacanih_sredstev,opomba
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"SLOLES D.O.O. TRGOVINA, PROIZVODNJA, STORITVE",PROIZVODNJA ŽAGANIH OPLEMENITENIH PLOŠČ Z OBROBLJANJEM,,2008,61.796 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,BuyITC inovativne internet rešitve d.o.o.,Zvezdice.com - prvi multipartnerski program zvestobe v Sloveniji,,2008,60.034 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"VIZUALNE KOMUNIKACIJE COMTEC DRUŽBA ZA OGLAŠEVANJE, TRGOVINO, PROIZVODNJO, SVETOVANJE IN DRUGE STORI",Investicija v proizvodno linijo 3D fotopanojev in silhuet z gibljivimi LCD displeji,,2008,60.010 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,TOMAŽ VALHER S.P. - STROJNO KLJUČAVNIČARSTVO IN TRGOVINA NA DROBNO,VARILNA ROBOTSKA OPREMA IN CAD PROGRAMSKA OPREMA PRO/ENGINEER,,2008,59.867 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,PRESENT  PODJETJE ZA GRAFIČNO DEJAVNOST D.O.O.,Predmet investicije je naprava za lasersko osvetljevanje plošč,,2008,58.400 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,ALUVAR IZDELAVA KOVINSKIH IZDELKOV D.O.O.,NAKUP CNC STISKALNICE IN PREBIJALNEGA STROJA ZA LAHKE KOVINSKE KONSTRUKCIJE,,2008,57.250 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"OMEGA SVETOVANJE, INŽENIRING, RAZVOJ IN RAZISKOVANJE, D.O.O.","Oprema, potrebna za razvoj izdelkov iz področja integrirane avtomatizirane izolacije in detekcije",,2008,56.429 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"MASLEJA PROIZVODNJA, TRGOVINA, STORITVE, D.O.O.",Nakup tehnološke in programsko informacijske opreme,,2008,49.763 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,ORODNO KOVAŠTVO MANDELJ DANIJEL S.P.,Vzpostavitev proizvodnje nove družine grabilcev za odpadno železo,,2008,49.689 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"AVIOTECH podjetje za inovacije, tehnične izboljšave, izume, proizvodnjo letalskih modelov d.o.o.",Izdelava brezpilotnega letala za meritve radiološkega sevanja in prenos podatkov v realnem času,,2008,49.445 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"ANDI, PODJETJE ZA NOTRANJO IN ZUNANJO TRGOVINO TER PROIZVODNJO, D.O.O., ŽIRI",AVTOMATSKA LINIJA ZA SITOTISK IN UV SUŠENJE,,2008,49.250 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"VIŠČEK & FRAS, LA BOLITA PLESNA ŠOLA, D.N.O.",ELEKTRONSKI SISTEM ZA MEDPODJETNIŠKO TRGOVANJE NA OSNOVI XML TEHNOLOGIJE,,2008,43.925 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"ELEKTRINA, DRUŽBA ZA RAZVOJ ELEKTRONIKE D.O.O.",Vzpostavitev linije za proizvodnjo in preskušanje prototipov elektronskih vezij,,2008,43.403 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,PLASTRON PODJETJE ZA PROIZVODNJO PLASTIČNIH IN ELEKTRONSKIH IZDELKOV GORNJA RADGONA D.O.O.,Investicija v proizvodnjo nove generacije preciznih svetlobnih stikal in krmilnikov,,2008,40.361 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"VITEH ORODJARSTVO, PROIZVODNJA, TRGOVINA, NAJEM IN STORITVE D.O.O.",Investicija se nanaša na nakup dveh CNC stružnic,,2008,39.824 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,DFG CONSULTING  informacijski sistemi d.o.o.,NAKUP SENZORSKE PLATFORME ZA MOBILNI KARTIRNI SISTEM,,2008,38.387 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,KOVINOPLASTIKA FRANC LESKOVEC S.P.,"Nakup postrojenja CNC brizgalni stroj, SolidCam CAM in modelirnik",,2008,35.744 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,NIA PROIZVODNJA IN PRODAJA ORODIJ D.O.O.,Investicija v nakup nove tehnološke opreme:  Žična erozija (CE) AU-500iA,,2008,35.000 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"ME-PLAST KOZINA BRIZGANJE PLASTIKE, PROIZVODNJA IN TRGOVINA, D.O.O.",NALOŽBA V STROJE ZA BRIZGANJE PLASTIKE,,2008,34.150 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"VZMETARNA PODJETJE ZA IZDELOVANJE VZEMTI IN PROFILIRANJE ŽICE, D.O.O.",Nakup strojev za izdelovanje vzmeta za podsisteme dušenja hrupa v izpušnih sistemih,,2008,33.449 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"ORKAPLAST IZDELAVA ORODIJ IN PREDELAVA TERMOPLASTOV, D.O.O., KAMNIK",Nakup nove tehnološke opreme,,2008,32.785 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"SENSUM, SISTEMI Z RAČUNALNIŠKIM VIDOM D.O.O.",4D obdelovalni center,,2008,30.097 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"TELESKOP DRUŽBA ZA GEODETSKE STORITVE, SVETOVANJE IN TRGOVINO D.O.O.",Nakup geodetskega instrumenta Leica Smart station z možnostjo GPS obdelave na terenu,,2008,28.976 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"GEODETSKE STORITVE BARTOLME PRIMOŽ, S.P.",VISOKO TEHNOLOŠKA GEODETSKA MERILNA IN PROGRAMSKA OPREMA,,2008,24.661 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"TOP-MODELTEHNIK PROIZVODNJA, TRGOVINA, STORITVE D.O.O.",CNC XYZ STROJ tip fa 2300/1000/220 S,,2008,23.875 €,,
7.3.2008,RR,"Javni razpis za sofinanciranje nakupa nove tehnološke opreme v letu 2008 za mikro, mala in srednje velika podjetja z najmanj 1 in največ 9 zaposlenimi",JR,Ur.l.RS št. 23/2008,Slovenski podjetniški sklad,,"GAMA SYSTEM PODJETJE ZA RAZVOJ, IZOBRAŽEVANJE, SVETOVANJE IN PROGRAMSKO OPREMO D.O.O.",Nakup strojne opreme za podporo dela partnerjem v tujini in razvoja nove programske opreme,,2008,20.292 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Slovenj Gradec,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Slovenj Gradec",,2008,9.561.000 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Ormož,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Ormož",,2009,7.338.807 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Krško,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Krško",,2008,6.027.650 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Postojna,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Postojna",,2009,5.877.000 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Semič,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Semič",,2008,3.196.103 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Komen,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Komen",,2008,2.698.582 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Železniki,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Železniki",,2008,2.565.732 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Dolenjske Toplice,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Dolenjske Toplice",,2008,2.474.245 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Gorenja vas - Poljane,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Gorenja vas - Poljane",,2008,2.017.646 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Velike Lašče,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Velike Lašče",,2008,1.603.217 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Vitanje,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Vitanje",,2008,1.238.394 €,,
29.2.2008,RR,"Popravki javnega razpisa za pridobitev sredstev Evropskega sklada za regionalni razvoj - ESRR; 2. Razvojna prioriteta: Gospodarsko-razvojna infrastruktura; Prednostna usmeritev: 2.2. Informacijska družba; Projekt gradnja, upravljanje in vzdrževanje odprte",JR,Ur.l.RS št. 21/2008,MG,,Občina Loški Potok,"Gradnja, upravljanje in vzdrževanje odprtega širokopasovnega omrežja elektronskih komunikacij v občini Loški Potok",,2008,623.953 €,,
22.2.2008,RR,"Drugi javni razpis za prednostno usmeritev ""Razvoj obmejnih območij s Hrvaško"" v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obodbje 2007-2013, razvojne prioritete ""Razvoj regij""",JR,Ur.l.RS št. 18/2008,SVLR,,Občina Podčetrtek,Ureditev lokalne ceste LC 317020 Sveta Ema - Vidovica,,2008,500.000 €,,
22.2.2008,RR,"Drugi javni razpis za prednostno usmeritev ""Razvoj obmejnih območij s Hrvaško"" v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obodbje 2007-2013, razvojne prioritete ""Razvoj regij""",JR,Ur.l.RS št. 18/2008,SVLR,,Občina Podčetrtek,Ureditev lokalne ceste LC 317050 Podčetrtek - Sodna vas,,2008,500.000 €,,
22.2.2008,RR,"Drugi javni razpis za prednostno usmeritev ""Razvoj obmejnih območij s Hrvaško"" v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obodbje 2007-2013, razvojne prioritete ""Razvoj regij""",JR,Ur.l.RS št. 18/2008,SVLR,,Občina Podlehnik,Modernizacija in rekonstrukcija ceste LC 456491 M. Varnica - V. Varnica-Ložina- Zg. Gruškovje,,2008,500.000 €,,
22.2.2008,RR,"Drugi javni razpis za prednostno usmeritev ""Razvoj obmejnih območij s Hrvaško"" v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obodbje 2007-2013, razvojne prioritete ""Razvoj regij""",JR,Ur.l.RS št. 18/2008,SVLR,,Mestna Občina Koper,Rekonstrukcija ceste Gračišče - Smokvica ( projekt OB050-07-0047 KS Gračišče-cesta Gračišče-Smokvica),,2008,500.000 €,,
22.2.2008,RR,"Drugi javni razpis za prednostno usmeritev ""Razvoj obmejnih območij s Hrvaško"" v okviru Operativnega programa krepitve regionalnih razvojnih potencialov za obodbje 2007-2013, razvojne prioritete ""Razvoj regij""",JR,Ur.l.RS št. 18/2008,SVLR,,Občina Črenšovci,"Obnova odseka lokalne ceste LC 050010 Dolnja Bistrica - Murska Sobota, na odseku Jula Marof",,2008,500.000 €,,
