BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
PUR. COLOR SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
PURGLASS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","39.928,19"
PYTER PAN SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
"QUEENLUCIAN, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
QUIMGRA SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","540,00"
"QUIMIECOAMB, SL",Favorecer la integración social y laboral de las personas inmigrantes,"12.000,00"
"QUIMIECOAMB, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","28.500,00"
"QUINTA IMPRESION, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.000,00"
QUIRZE TRADE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
R G R ASESORIA Y GESTION DE SISTEMAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
R.C. PLAÇA MAJOR BENIGANIM SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
RACO DE SALUT DRA. URIBELARREA SLP,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
RADIO TAXI CASTELLON SDAD COOP VAL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.917,67"
RADIONAVES S.L,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RAFAEL BELTRAN SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
RAFAEL VALLES ARANDIGA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.000,00"
RAICAR FITNESS CENTER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
RAMBO TRUCKS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RAMIRO JAQUETE SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
RAMON BERENGUER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RAPID PAINT CENTER VALENCIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.200,00"
RATTAN DECO SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RAU LOAD CARGO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
RAYA 1953 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RAYMAR ASESORES Y CONSULTORES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RAYPE LAPIDAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RBC INGENIERIA DE SEGURIDAD SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"RECALDE ALICANTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"RECALDE ALICANTE, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.000,00"
RECAMBIOS GANDIA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
RECAMBIOS JESUS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"RECICLADOS Y SERVICIOS DEL 
MEDITERRANEO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","39.000,00"
RECOGIDA ECOLOGICA JADE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RECORD HOTEL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
RECREATIVOS SAETABIS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RECYCLING GLASS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
REDSEGURIDAD ON LINE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
REDUCTORES CUÑAT SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"REF COVERS DESIGNS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
REFLOY CALZADOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
REFORMAS LUZCA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
REFRIGERACION BALAGUER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.750,00"
"REHABILITACION Y REVESTIMIENTOS 
MEDITERRANEOS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.000,00"
REHABITEHOGAR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RELLUENT SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
"REMEDIOS CACERES, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RENTAT LA TORRE SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
RENTING TEXTIL MEDITERRANEO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"REPUESTOS ATALAYAS ALICANTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
"REPUESTOS SERCA, SL UNIPERSONAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","16.000,00"
RESIDENCIA DE MAYORES RAFELBUNYOL SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
RESIDENCIA MEDITERRANEO DECUVI SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RESIDENCIA NAVAS ALTAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","20.000,00"
"RESIDENCIA TERCERA EDAD NUESTRA 
SEÑORA DEL BUEN CO","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RESIDENCIA TERCERA EDAD VIVER DE LAS 
AGUAS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RESIDENCIAL AZAHAR DEL MEDITERRANEO 
SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
RESTAURANT CAVALL VERD S.L.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
RESTAURANT EL PALAU DE LA VALL SL,"Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","29.767,50"
"RESTAURANTE DE IBI PEDRO Y ANA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RESTAURANTE EL MORRON, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
RESTAURANTE HERMANOS EIBA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RESTAURANTE KAYUKO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RESTAURANTE MONTEPIEDRA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RESTAURANTE MORTERAS SLL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
RESTAURANTE OLIMPIC SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
RESTAURANTE RAJA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
RESTAURANTE SANTAPOLERO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"RESTAURANTES TORRENTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RETMEX-77 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
REVELADOS SEVERINO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.662,50"
REVESTIMIENTOS ALBAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
REYFER SHOES SL EN CONSTITUCION,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.500,00"
"RHS COCHES CON CLASE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RIBELLES CAJAS DE CARTON SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RIBERA FEMENIA ASOCIADOS, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"RIGUJE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RIPOLL CHIRIVELLA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
RIPOLLES ELCHE SL,Prevención del abandono escolar y refuerzo de la formación inicial,"57.146,00"
RIPOLLES ELCHE SL,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","4.916,30"
RIVER LEATHER SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
RIVERSAN BENIMUSLEM SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ROCK CERAMIC SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
RODRIGO EMBOTITS ARTESANS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","11.500,00"
"RODRIGUEZ & ELIAS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RODRIGUEZ Y ASOCIADOS ASESORES, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"ROPA FUTURA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ROQUE CARMONA MARTI SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
ROS CASARES SUMINISTRO INDUSTRIAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"ROSA CUENCA PELUQUERIA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.375,00"
ROSA-IRANZO SL,"Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","3.750,00"
"ROSANA CANTO, S.L.U.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
ROSARIO IDEAS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","5.250,00"
ROTULCAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"ROVERE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
ROYAL MEDITERRANEA SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
RUBIO KIDS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"RURAL SAN VICENTE FERRER DE 
BENAGUACIL COOP V","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"RUSSELL BEDFORD AUDITORES 
CONSULTORES SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
RUTALCHI SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
S.D.M. DEL MEDITERRANEO SL LABORAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
SACLIMA SOLAR FOTOVOLTAICA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SACOMA LIMPIEZAS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.000,00"
SACOVA CENTROS RESIDENCIALES SL,Favorecer la integración social y laboral de las personas inmigrantes,"6.000,00"
SACOVA CENTROS RESIDENCIALES SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.050,00"
SAFTA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
SALAS REX SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SALAZAR Y DE CASTRO SLP,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SALES E HIJOS ASESORES, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SALESIANOS PROV VALENCIA ESCUE,Prevención del abandono escolar y refuerzo de la formación inicial,"114.292,00"
SALESIANOS PROV VALENCIA ESCUE,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","10.826,00"
SALMIR ARTESANIA FLORAL VALENCIANA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.875,69"
SALON ACTUAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SALUD E IMAGEN DENTAL, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SALUS COOP V,Favorecer la integración social y laboral de las personas inmigrantes,"45.109,16"
SALUS COOP V,Prevención del abandono escolar y refuerzo de la formación inicial,"146.090,83"
SALUS COOP V,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","10.158,40"
SALVA GARDENS LEVANTE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SAMMI TEX MODA SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
SAN JOSE DE VALENCIA,Prevención del abandono escolar y refuerzo de la formación inicial,"56.135,00"
SANCHEZ RUIZ LORENZO SL,Prevención del abandono escolar y refuerzo de la formación inicial,"57.146,00"
SANCHEZ RUIZ LORENZO SL,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","4.913,50"
"SANCHEZ SEGARRA INSTALACIONES 
ELECTRICAS, SL EN CO","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SANLUCAR FRUIT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SANTOJA SHOES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SANYMAR HIGIENE INDUSTRIAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"SATI ESTILISTAS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SAURI-GALAN SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SAYTAR INVERSIONES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SCAN THOR GROUP SPAIN SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SCL JUAN COMENIUS,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","26.857,80"
"SDAD COOP AGROPECUARIA MARENY DE 
BARRAQUETES COOP","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SDAD COOP V DE CONSUMO LA MOIXENTINA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
SDAD COOP VALENCIANA COLEGIO H,Prevención del abandono escolar y refuerzo de la formación inicial,"57.146,00"
SEAGEST SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SEAL ACADEMIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SEALED AIR VITEMBAL SL,"Desarrollo de Servicios específicos de empleo, formación y apoyo en sectores y empresas 
en reestructuración","6.000,00"
SECCIO D´EDUCACIO SECUNDARIA D,Prevención del abandono escolar y refuerzo de la formación inicial,"4.000,00"
SECCIO D´EDUCACIO SECUNDARIA D,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","702,00"
SECCIO DE FORMACIO PROFESSIONA,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","2.054,70"
SECCIO E.SECUNDARIA CENTRE DE,Prevención del abandono escolar y refuerzo de la formación inicial,"5.000,00"
SECCIO E.SECUNDARIA I.E.S. ELS,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","5.513,00"
SECCION E.SECUNDARIA CENTRO DE,Prevención del abandono escolar y refuerzo de la formación inicial,"4.000,00"
SECCION E.SECUNDARIA CENTRO DE,"Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","1.476,00"
SECU 85 SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
"SEFLOSAN, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SEGORBE PORCELANICO SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","28.000,00"
SELCONET SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
"SELEC GLOBAL SERVICIOS SL EN 
CONSTITUCIO","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.200,00"
SELECCION MUSCARI SL UNIPERSONAL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SELECTLAST SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SEMIRAMIS CONSULTORIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.000,00"
SEMPERE Y SANZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SEPEMA VILA-REAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SER SPORT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SERGRAF INTEGRAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERPELBEL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERTAEG COOP V,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERTEC TOUR SLL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERV. DE EMERGENCIAS MEDICAS DE CS SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","8.000,00"
SERVALCREDIT SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVEF,"Evaluación, estudios, información y comunicación","1.208.759,99"
SERVEF,Mejorar la adecuación de las organizaciones a las necesidades del mercado de trabajo,"3.547.787,52"
SERVICIO A DOMICILIO DE PIZZAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVICIO ASISTENCIA TECNICA ANTON SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.700,00"
"SERVICIO EXPRESS COSTABLANCA, S.L.U.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.000,00"
"SERVICIO OPERATIVO SUMINISTRO BUTANO 
SRL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","10.726,71"
"SERVICIOS AUXILIARES DE MANTENIMIENTO 
SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.750,00"
"SERVICIOS AUXILIARES DE MANTENIMIENTO 
SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.825,00"
"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO 
RASPEIG, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.500,00"
"SERVICIOS DE LIMPIEZA Y MANTENIMIENTO 
RASPEIG, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.312,50"
"SERVICIOS DE RESTAURACION BARRACHINA 
SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SERVICIOS E INVERSIONES CASTMAR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
SERVICIOS FUNERARIOS PELLICER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SERVICIOS GENERALES UNUS INTEGRAL, 
S.L.U.",Favorecer la integración social y laboral de las personas inmigrantes,"6.000,00"
"SERVICIOS INMOBILIARIOS VALENCIANOS 
INTEGRALES SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVICIOS INTEGR. DE ELEV. Y MANT. SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVICIOS INTEGRALES DE LIMPIEZA NET SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.487,50"
"SERVICIOS SOCIALES DE MANIPULADOS 
INDUSTRIALES SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","44.130,73"
SERVICIOS Y APLICACIONES INEL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVICIOS Y LIMPIEZAS MATILDE GIMENO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.750,00"
SERVIDISCA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","58.253,74"
SERVIGEM CONTROL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.750,00"
"SERVILIMP MEDITERRANEA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SERVIMATIC AUTOMATISMOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SERVIMAX SERVICIOS GENERALES SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SERVIPASE-24 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SERVISPORT DEPORTE Y SALUD SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.000,00"
SERVITOP-3 SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","240,00"
SERVIVAL VENDING SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SETIVAL S COOP V,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SEVA Y SALINAS CONSULTORES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SEVEN TEETH SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
SFERA JOVEN SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SH ELS QUATRE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.750,00"
"SHARE SOLUTIONS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.500,00"
SHOPPING 24 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.000,00"
SICOM TELECOMUNICACIONES ALBACETE SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SIDHARTHA INTERIORISMO S.L.U.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SIEMPREHOGAR SERVICIOS SOCIALES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SIERRA PERENXISA SL,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","7.280,36"
SILTA MEDIADORES SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.000,00"
SINDICATO DE AUXILIARES DE ENFERMERIA,Favorecer la integración social y laboral de las personas inmigrantes,"90.822,00"
SINDICATO INDEPENDIENTE,Favorecer la integración social y laboral de las personas inmigrantes,"45.254,40"
SINKMAR SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SINTESIS DE GESTION ACTIVA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SIPA MEDITERRANEA MULTIMEDIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SIRFRAN SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.000,00"
SISTELBANDA SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
SISTEMAS BIOLOGICOS PARA AGUA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.000,00"
"SISTEMAS DE ALUMINIO CASTILLO,S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.437,50"
"SISTEMAS DE CONSTRUCCION Y REFORMAS 
2002 SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.500,00"
SISTEMAS ECOLOGICOS RAFAEL ORTIZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.000,00"
"SISTEMAS ELECTRONICOS DE CONTROL Y 
COMUNICACION F.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
SISTEMAS INTEGRALES SANITARIOS SA,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.804,67"
SKEI AUTOMOVILES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
