Beneficiary,Project description,Gasto publico
DONNA MCJ SL,Mejorar la empleabilidad de las personas desempleadas,"1,345.77"
DONNA LARA SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"2,113.04"
DONNA COCINAS SL,Mejorar la empleabilidad de las personas desempleadas,"1,074.22"
"DONNA CAFFE, SL",Mejorar la empleabilidad de las personas desempleadas,"1,416.60"
"DONMORDON INVERSIONES, SL",Mejorar la empleabilidad de las personas desempleadas,"2,443.33"
DONFRES SL,Mejorar la empleabilidad de las personas desempleadas,"1,266.59"
DONFAR SL,Mejorar la empleabilidad de las personas desempleadas,147.50
DONEZPAN SL,Mejorar la empleabilidad de las personas desempleadas,"1,274.94"
"DONESTEBEN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,009.25"
DONER BOCCATA SL,Mejorar la empleabilidad de las personas desempleadas,"3,947.77"
DONDE SEA CB,Mejorar la empleabilidad de las personas desempleadas,480.01
"DONDE PICAN LOS SANTOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,611.64
DONCELMAR SL,Mejorar la empleabilidad de las personas desempleadas,222.21
DONCEL & BOTELLA ABOGADOS SL,Mejorar la empleabilidad de las personas desempleadas,"1,295.15"
"DONBOLSO TRADING, SL",Mejorar la empleabilidad de las personas desempleadas,"1,679.27"
DONAU TRANSITOS INTERNACIONALES SL,Mejorar la empleabilidad de las personas desempleadas,904.26
DONATO LASA SA,Mejorar la empleabilidad de las personas desempleadas,200.00
DONATELLO DECORACION SL,Mejorar la empleabilidad de las personas desempleadas,953.38
DONARPLAST SL,Mejorar la empleabilidad de las personas desempleadas,870.63
DONAPIPO SL,Mejorar la empleabilidad de las personas desempleadas,"1,156.89"
DONAPI FINANCIEROS ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,371.09
DONAPAIS SL,Mejorar la empleabilidad de las personas desempleadas,175.52
DONANTES DE DIVERSION SL,Mejorar la empleabilidad de las personas desempleadas,70.83
"DONANGO, SL",Mejorar la empleabilidad de las personas desempleadas,465.67
DONANA MARTIN MERINO SL,Mejorar la empleabilidad de las personas desempleadas,211.04
DONALIMEN SL,Mejorar la empleabilidad de las personas desempleadas,66.60
DONAIRE MORENO SL,Mejorar la empleabilidad de las personas desempleadas,519.90
DONAIRE MARINA SL,Mejorar la empleabilidad de las personas desempleadas,299.92
"DONAIRE MACHIN,ROBERTO Y GARCIA ARANDA,ESPERANZA, C.B.",Mejorar la empleabilidad de las personas desempleadas,283.25
"DONADIOS ALGARRA, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,333.30
"DONADEU & JANE,S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,033.35"
DONA VACA S.L.,Mejorar la empleabilidad de las personas desempleadas,135.30
DONA PLANTA SL,Mejorar la empleabilidad de las personas desempleadas,"1,686.67"
"DONA PEGASUS, SL",Mejorar la empleabilidad de las personas desempleadas,21.24
DONA LINA RESTAURANTES SL,Mejorar la empleabilidad de las personas desempleadas,304.35
"DONA JIMENA, COM.B.",Mejorar la empleabilidad de las personas desempleadas,137.45
DONA JACOBA SA,Mejorar la empleabilidad de las personas desempleadas,"6,735.22"
DONA GAFA SL,Mejorar la empleabilidad de las personas desempleadas,421.42
DONA COLETAS SL,Mejorar la empleabilidad de las personas desempleadas,444.52
DONA CHACINA SL,Mejorar la empleabilidad de las personas desempleadas,515.38
DON ZOILO SA,Mejorar la empleabilidad de las personas desempleadas,"1,244.10"
DON ZANGANO CB,Mejorar la empleabilidad de las personas desempleadas,989.26
DON VOLATIN LA MOREA SL,Mejorar la empleabilidad de las personas desempleadas,"1,515.01"
DON VAQUERO SL,Mejorar la empleabilidad de las personas desempleadas,"3,938.13"
DON TOMATE GRANDES FRUTERIAS SA,Mejorar la empleabilidad de las personas desempleadas,93.34
"DON TECHO SIERRA DE CADIZ, SL",Mejorar la empleabilidad de las personas desempleadas,545.34
"DON TAPEO, S.L.",Mejorar la empleabilidad de las personas desempleadas,66.60
"DON SILLON DESCANSO Y CONFORT, S.L.",Mejorar la empleabilidad de las personas desempleadas,223.31
"DON SATURNINO, SL",Mejorar la empleabilidad de las personas desempleadas,800.04
DON RODRIGO D. VIVAR SL,Mejorar la empleabilidad de las personas desempleadas,"1,160.00"
"DON RIGODON HOSTELERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,197.00"
DON RIGODON COOP. V.,Mejorar la empleabilidad de las personas desempleadas,63.72
DON PIS SL,Mejorar la empleabilidad de las personas desempleadas,"1,027.58"
DON PIS S C,Mejorar la empleabilidad de las personas desempleadas,373.31
DON PAN DE CADIZ SL,Mejorar la empleabilidad de las personas desempleadas,979.79
DON PACO CB,Mejorar la empleabilidad de las personas desempleadas,564.19
DON OSITO CENTRO INFANTIL SL L,Mejorar la empleabilidad de las personas desempleadas,250.00
DON OCASION V.O. SL,Mejorar la empleabilidad de las personas desempleadas,"1,800.00"
"DON MUEBLE EXTREMADURA, SL",Mejorar la empleabilidad de las personas desempleadas,203.07
DON MELON SL,Mejorar la empleabilidad de las personas desempleadas,756.34
DON MARA SL,Mejorar la empleabilidad de las personas desempleadas,"1,879.92"
DON MANITAS SL,Mejorar la empleabilidad de las personas desempleadas,691.75
DON LOPE SL,Mejorar la empleabilidad de las personas desempleadas,"1,585.25"
"DON LIMPIO, C.B.",Mejorar la empleabilidad de las personas desempleadas,"1,009.28"
DON LAMBON SL,Mejorar la empleabilidad de las personas desempleadas,"1,000.00"
"DON FAYANI, S.L.",Mejorar la empleabilidad de las personas desempleadas,636.83
DON JOSE CB,Mejorar la empleabilidad de las personas desempleadas,"1,100.00"
DON JOSE 2005 SL,Mejorar la empleabilidad de las personas desempleadas,"2,126.54"
DON JATE SA,Mejorar la empleabilidad de las personas desempleadas,"2,016.43"
DON JAMON PALENCIA SL,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
"DON JABUGO, SL",Mejorar la empleabilidad de las personas desempleadas,473.38
"DON GOMEZ SIERRA LA PUERTA, S.L.",Mejorar la empleabilidad de las personas desempleadas,139.96
DON GALO SL,Mejorar la empleabilidad de las personas desempleadas,363.27
"DON FRANQUE,S.A.",Mejorar la empleabilidad de las personas desempleadas,276.59
"DON FAROL, SL",Mejorar la empleabilidad de las personas desempleadas,"1,269.73"
DON ELOY SA,Mejorar la empleabilidad de las personas desempleadas,83.25
"DON DISENO MADRID, SL",Mejorar la empleabilidad de las personas desempleadas,346.62
"DON DIEGO RESTAURACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,424.98
DON DEDAL SL,Mejorar la empleabilidad de las personas desempleadas,382.52
DON CURRO SL,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DON CRISTAL SA,Mejorar la empleabilidad de las personas desempleadas,365.96
DON COPION Y PROYECTOS SL,Mejorar la empleabilidad de las personas desempleadas,213.32
DON COMELON AUTOSERVICIO SL,Mejorar la empleabilidad de las personas desempleadas,433.25
"DON COLOR LACADOS SAN MIGUEL, SL",Mejorar la empleabilidad de las personas desempleadas,302.67
DON CHUFO SL,Mejorar la empleabilidad de las personas desempleadas,125.52
DON CEP SL LABORAL,Mejorar la empleabilidad de las personas desempleadas,937.31
DON CARDENAL DE ALBACETE SL,Mejorar la empleabilidad de las personas desempleadas,49.56
"DON CANVITER, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
"DON BORDILLO,S.L.",Mejorar la empleabilidad de las personas desempleadas,250.00
DON BONGO SA,Mejorar la empleabilidad de las personas desempleadas,368.31
"DON ASADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,221.29
"DON ALUMINIO LOS GONZALEZ, SL",Mejorar la empleabilidad de las personas desempleadas,"1,266.73"
DON ALMOHADON SL,Mejorar la empleabilidad de las personas desempleadas,"1,333.82"
"DOMYOS METROPOLITAN MANAGEMENT, S.L.",Mejorar la empleabilidad de las personas desempleadas,659.31
"DOMYNA MANTENIMIENTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,406.07
"DOMUS, CUIDADO AL DEPENDIENTE Y ATENCION AL MENOR",Mejorar la empleabilidad de las personas desempleadas,"8,272.92"
"DOMUS XXI VIVIENDAS DEL NUEVO SIGLO, S.L.",Mejorar la empleabilidad de las personas desempleadas,212.48
"DOMUS VIGO, SL",Mejorar la empleabilidad de las personas desempleadas,622.16
DOMUS VALLES FINQUES SL,Mejorar la empleabilidad de las personas desempleadas,"5,710.79"
DOMUS POMPEI SL UNIPERSONAL,Mejorar la empleabilidad de las personas desempleadas,"1,020.00"
"DOMUS MANRESA,S.L.",Mejorar la empleabilidad de las personas desempleadas,427.34
DOMUS LOHER SL,Mejorar la empleabilidad de las personas desempleadas,569.00
DOMUS LAR AMERICA SL,Mejorar la empleabilidad de las personas desempleadas,"1,699.86"
"DOMUS J.L.LL., S.L.U.",Mejorar la empleabilidad de las personas desempleadas,623.26
DOMUS AYUD S.L.,Mejorar la empleabilidad de las personas desempleadas,517.02
"DOMUS ASTRI, SL",Mejorar la empleabilidad de las personas desempleadas,"3,460.01"
"DOMUN HABITAT, SL",Mejorar la empleabilidad de las personas desempleadas,908.96
DOMTORRES SL,Mejorar la empleabilidad de las personas desempleadas,"1,452.02"
"DOMTER SOLUTIONS GROUP, S.L.",Mejorar la empleabilidad de las personas desempleadas,139.27
DOMRO SL,Mejorar la empleabilidad de las personas desempleadas,279.92
DOMPROV SL,Mejorar la empleabilidad de las personas desempleadas,384.80
DOMPA IMPORTACION Y DISTRIBUCION SA,Mejorar la empleabilidad de las personas desempleadas,"1,477.67"
DOMOTICA Y NUEVAS APLICACIONES SL,Mejorar la empleabilidad de las personas desempleadas,566.64
DOMOTICA VALENCIANA 2005 SL,Mejorar la empleabilidad de las personas desempleadas,849.96
"DOMOTICA SGTA GESTION TECNICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,780.88
DOMOTICA FUTURO SL,Mejorar la empleabilidad de las personas desempleadas,40.00
"DOMOTICA CASTELLANA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,075.00"
DOMOTICA 2000 INSTALACIONES ELECTRICAS S.L.,Mejorar la empleabilidad de las personas desempleadas,789.61
"DOMOTELEX ANDALUCIA, SL",Mejorar la empleabilidad de las personas desempleadas,"1,776.59"
DOMOTEC LEON SL,Mejorar la empleabilidad de las personas desempleadas,528.85
DOMOLI SL,Mejorar la empleabilidad de las personas desempleadas,"2,568.33"
"DOMOINNOVA, SOCIEDAD COOPERATIVA",Mejorar la empleabilidad de las personas desempleadas,844.49
"DOMOINDAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,432.44
DOMOHOGAR SL,Mejorar la empleabilidad de las personas desempleadas,"1,471.89"
"DOMOGLAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,400.00
"DOMOGENIO SOLUCIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,411.05
DOMOCYR SL,Mejorar la empleabilidad de las personas desempleadas,577.22
DOMOCAS SL,Mejorar la empleabilidad de las personas desempleadas,"1,406.59"
"DOMOBIT INGENIERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,791.50
"DOMO WORK 2010,S.L",Mejorar la empleabilidad de las personas desempleadas,409.89
DOMO RESTAURACION S.L.,Mejorar la empleabilidad de las personas desempleadas,"3,105.14"
"DOMO MEDIOAMBIENTE, SL",Mejorar la empleabilidad de las personas desempleadas,100.00
"DOMO GENUS, SL",Mejorar la empleabilidad de las personas desempleadas,"1,639.96"
DOMO CALAFELL SL,Mejorar la empleabilidad de las personas desempleadas,"3,746.52"
DOMO 31 SL,Mejorar la empleabilidad de las personas desempleadas,923.88
"DOMMUS INTERNET,S.L.",Mejorar la empleabilidad de las personas desempleadas,273.20
DOMMO CREATIVE CENTER SA,Mejorar la empleabilidad de las personas desempleadas,"5,006.71"
DOMITELEC SL,Mejorar la empleabilidad de las personas desempleadas,236.60
DOMISTEBRE SL,Mejorar la empleabilidad de las personas desempleadas,495.81
"DOMISAN-SYSTEM,S.L.",Mejorar la empleabilidad de las personas desempleadas,9.99
"DOMISA SURESTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,141.01"
DOMIREY SL,Mejorar la empleabilidad de las personas desempleadas,"2,017.44"
"DOMIPIZZA LA LINEA SIGLO XXI, SL",Mejorar la empleabilidad de las personas desempleadas,"5,918.03"
DOMINO PLUS SL,Mejorar la empleabilidad de las personas desempleadas,386.66
DOMINO MANUEL RAMOS SIERRA 000865926B S.L.N.E,Mejorar la empleabilidad de las personas desempleadas,"3,593.14"
DOMINIOS ELECTRICOS SA,Mejorar la empleabilidad de las personas desempleadas,"1,569.93"
DOMINION TECNOLOGIAS SL,Mejorar la empleabilidad de las personas desempleadas,"14,480.52"
DOMINION PHARMAKINE SL,Mejorar la empleabilidad de las personas desempleadas,849.96
DOMINION INVESTIGACION Y DESARROLLO SL,Mejorar la empleabilidad de las personas desempleadas,393.29
DOMINION INSTALACIONES Y MONTAJES SA,Mejorar la empleabilidad de las personas desempleadas,"5,998.90"
"DOMINIO PRINCES, S.L.",Mejorar la empleabilidad de las personas desempleadas,332.47
DOMINIO DOSTARES SL,Mejorar la empleabilidad de las personas desempleadas,945.06
DOMINIO DE NOBLEZA SL,Mejorar la empleabilidad de las personas desempleadas,"1,200.00"
DOMINIO DE ARANLEON SL,Mejorar la empleabilidad de las personas desempleadas,576.05
DOMINICOS ORDEN DE PREDICADORES PROVINCIA DE NTRA SRA D,Mejorar la empleabilidad de las personas desempleadas,"294,518.21"
"DOMINICAN EXPRESS SERVICES, S.L.",Mejorar la empleabilidad de las personas desempleadas,351.78
DOMINGUEZ Y DORESTE CB,Mejorar la empleabilidad de las personas desempleadas,966.79
"DOMINGUEZ Y DOMINGUEZ 2008, COM.B.",Mejorar la empleabilidad de las personas desempleadas,328.18
"DOMINGUEZ Y ALEMAN SOCIEDAD LIMITADA, AGENCIA DE SEGURO",Mejorar la empleabilidad de las personas desempleadas,65.13
"DOMINGUEZ SALANOVA, PATRICIA 002122276Q S.L.N.E.",Mejorar la empleabilidad de las personas desempleadas,250.25
DOMINGUEZ ROLDAN C.B.,Mejorar la empleabilidad de las personas desempleadas,697.71
"DOMINGUEZ QUINTAS, SL",Mejorar la empleabilidad de las personas desempleadas,705.93
DOMINGUEZ PASTOR & ASOCIADOS SL,Mejorar la empleabilidad de las personas desempleadas,328.17
"DOMINGUEZ MONJE,S.L.",Mejorar la empleabilidad de las personas desempleadas,472.50
DOMINGUEZ MOLINA CB,Mejorar la empleabilidad de las personas desempleadas,986.84
DOMINGUEZ GOMEZ ASESORES CB,Mejorar la empleabilidad de las personas desempleadas,212.49
DOMINGUEZ CORDEIRO SL,Mejorar la empleabilidad de las personas desempleadas,622.23
DOMINGUEZ CAMINO SANTIAGO JIMENEZ CAMINO VALENTIN CB,Mejorar la empleabilidad de las personas desempleadas,"1,015.22"
DOMINGUEZ BOSSACOMA CONSULTORS SL,Mejorar la empleabilidad de las personas desempleadas,918.42
DOMINGUEZ BARCALA SEGUROS S.L.,Mejorar la empleabilidad de las personas desempleadas,"1,266.73"
DOMINGUEZ ASSESSORS SL,Mejorar la empleabilidad de las personas desempleadas,362.21
"DOMINGUEZ & PORTILLO, SL",Mejorar la empleabilidad de las personas desempleadas,239.97
"DOMINGUEZ & GOMEZ ASESORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,97.39
"DOMINGO-RUSINOL ASSESSORS,SL",Mejorar la empleabilidad de las personas desempleadas,203.23
"DOMINGO, AURORA Y DESIREE ASESORES SL",Mejorar la empleabilidad de las personas desempleadas,901.88
DOMINGO TRIGO CONSTRUCCIONES SL,Mejorar la empleabilidad de las personas desempleadas,"1,700.78"
DOMINGO ROIG FERRE SL,Mejorar la empleabilidad de las personas desempleadas,"1,008.15"
"DOMINGO RODENAS,S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,539.84"
DOMINGO PEULA SL,Mejorar la empleabilidad de las personas desempleadas,485.72
DOMINGO PEREZ MORENO E HIJOS CB,Mejorar la empleabilidad de las personas desempleadas,988.88
"DOMINGO PEREZ EL RANO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,756.53"
"DOMINGO PASCUAL Y OTROS, CB.",Mejorar la empleabilidad de las personas desempleadas,"1,719.29"
DOMINGO MOLINA SA,Mejorar la empleabilidad de las personas desempleadas,"1,371.55"
DOMINGO MIRA SL,Mejorar la empleabilidad de las personas desempleadas,217.77
DOMINGO MARTIN RODRIGO GRUAS TRANSPORTES Y EXCAVACIONES,Mejorar la empleabilidad de las personas desempleadas,911.04
"DOMINGO MARTIN ANSOLA GOYOGANA,JOSE BADIOLA AZPIRI CB",Mejorar la empleabilidad de las personas desempleadas,600.00
DOMINGO LOPEZ CONSTRUCCIONES Y REFORMAS SL,Mejorar la empleabilidad de las personas desempleadas,996.67
"DOMINGO GRAU, SA",Mejorar la empleabilidad de las personas desempleadas,"2,626.64"
DOMINGO GARCIA-PADRON PEREZ SL,Mejorar la empleabilidad de las personas desempleadas,"2,642.06"
DOMINGO GARCIA Y VIDAL SL,Mejorar la empleabilidad de las personas desempleadas,422.62
DOMINGO FORNOS SL,Mejorar la empleabilidad de las personas desempleadas,689.95
DOMINGO DIEGUEZ GONZALEZ Y OTRO CB,Mejorar la empleabilidad de las personas desempleadas,"1,266.59"
DOMINGO DEL PALACIO SA,Mejorar la empleabilidad de las personas desempleadas,"3,606.50"
DOMINGO DE PEDRO MORENO E HIJOS SL,Mejorar la empleabilidad de las personas desempleadas,528.85
DOMINGO DE LOS SANTOS CB,Mejorar la empleabilidad de las personas desempleadas,691.12
DOMINGO CUETO SA,Mejorar la empleabilidad de las personas desempleadas,"1,900.00"
DOMINGO CORREAS Y CIA SL,Mejorar la empleabilidad de las personas desempleadas,"4,551.96"
DOMINGO CORREAS MANZANARES SRC,Mejorar la empleabilidad de las personas desempleadas,"1,652.60"
DOMINGO BRAVO SL,Mejorar la empleabilidad de las personas desempleadas,"2,999.90"
DOMINGO BLASCO CB,Mejorar la empleabilidad de las personas desempleadas,703.55
"DOMINGO ASISTENCIA, SL",Mejorar la empleabilidad de las personas desempleadas,"3,800.00"
DOMINGO ANTONIO REINALDOS MARTINEZ Y OTRO CB,Mejorar la empleabilidad de las personas desempleadas,"1,009.28"
DOMINGO ALONSO SA,Mejorar la empleabilidad de las personas desempleadas,"3,922.18"
DOMINGO 97 SL,Mejorar la empleabilidad de las personas desempleadas,304.53
DOMINGO & ASSOCIATS SERVEIS PROFESSIONALS PER L EMPRESA,Mejorar la empleabilidad de las personas desempleadas,300.00
"DOMINGA MADRID 2006, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1,274.94"
"DOMINE HOSTELERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2,440.68"
DOMINCHA IBERICO SAT,Mejorar la empleabilidad de las personas desempleadas,709.57
