"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO",,
"FERPERFIL SL","Mejorar la empleabilidad de las personas desempleadas","1325,08",,
"FERPI NOALLA SL","Mejorar la empleabilidad de las personas desempleadas","968,03",,
"FERPI TRANSPORTES Y OBRAS SA","Mejorar la empleabilidad de las personas desempleadas","5186,64",,
"FERPIBASA, SL","Mejorar la empleabilidad de las personas desempleadas","1195,51",,
"FERPIMA OLID SL","Mejorar la empleabilidad de las personas desempleadas","1039,4",,
"FERPIZZA SL","Mejorar la empleabilidad de las personas desempleadas","6009,43",,
"FERPLAC RIOJA, S.L.","Mejorar la empleabilidad de las personas desempleadas","284,37",,
"FERPLANTASTUR, SL","Mejorar la empleabilidad de las personas desempleadas","1383,29",,
"FERPLAST PRODUCTOS PLASTICOS, S.L.","Mejorar la empleabilidad de las personas desempleadas","286,58",,
"FERPRAD, SL","Mejorar la empleabilidad de las personas desempleadas","1156,89",,
"FERPUNT, SA","Mejorar la empleabilidad de las personas desempleadas","1044,45",,
"FERRA CAPLLONCH SL","Mejorar la empleabilidad de las personas desempleadas","354,15",,
"FERRA Y GISBERT SL","Mejorar la empleabilidad de las personas desempleadas","439,96",,
"FERRA-SIETE ISLAS SL","Mejorar la empleabilidad de las personas desempleadas","129,86",,
"FERRABERT SL","Mejorar la empleabilidad de las personas desempleadas","84,96",,
"FERRACEROS ORDINAS SL","Mejorar la empleabilidad de las personas desempleadas","1811,89",,
"FERRACHETS DEL CASTELL SL","Mejorar la empleabilidad de las personas desempleadas","623,28",,
"FERRACOST SL","Mejorar la empleabilidad de las personas desempleadas",1900,,
"FERRAFER, CB","Mejorar la empleabilidad de las personas desempleadas","118,61",,
"FERRAGUD Y CUNAT S.L.","Mejorar la empleabilidad de las personas desempleadas","1314,86",,
"FERRALCAN I SL","Mejorar la empleabilidad de las personas desempleadas","4098,96",,
"FERRALFIVE,S.L.","Mejorar la empleabilidad de las personas desempleadas","70,83",,
"FERRALLA ARMADA DUARTE, SL","Mejorar la empleabilidad de las personas desempleadas",3100,,
"FERRALLA BIGASTRO, SL","Mejorar la empleabilidad de las personas desempleadas","688,76",,
"FERRALLA BONREPOS SLL","Mejorar la empleabilidad de las personas desempleadas","564,25",,
"FERRALLA HERCULES SL","Mejorar la empleabilidad de las personas desempleadas","2626,34",,
"FERRALLA HERMANOS CASTELO, SL","Mejorar la empleabilidad de las personas desempleadas","4906,36",,
"FERRALLA MARINAMANSA SL","Mejorar la empleabilidad de las personas desempleadas","181,78",,
"FERRALLA RIOBO PINEIRO SL","Mejorar la empleabilidad de las personas desempleadas","379,92",,
"FERRALLA RODRIGUEZ 2007, S.L.","Mejorar la empleabilidad de las personas desempleadas","208,82",,
"FERRALLA SEVANE Y CASTRO SL","Mejorar la empleabilidad de las personas desempleadas","1886,48",,
"FERRALLA URGOSO SL","Mejorar la empleabilidad de las personas desempleadas","933,2",,
"FERRALLA Y MALLAZOS CANTABRIA SL","Mejorar la empleabilidad de las personas desempleadas","2497,2",,
"FERRALLADOS CRISAN, S.L.","Mejorar la empleabilidad de las personas desempleadas","566,6",,
"FERRALLADOS DUAL CATALUNA,S.L","Mejorar la empleabilidad de las personas desempleadas","2900,06",,
"FERRALLADOS ESTRADA MALAGA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1729,77",,
"FERRALLADOS HIDALGO, SL","Mejorar la empleabilidad de las personas desempleadas","531,83",,
"FERRALLADOS J. CASTILLOS.L.","Mejorar la empleabilidad de las personas desempleadas","286,48",,
"FERRALLADOS KARL S.L.","Mejorar la empleabilidad de las personas desempleadas","4924,47",,
"FERRALLADOS NIETO SA","Mejorar la empleabilidad de las personas desempleadas",1480,,
"FERRALLADOS PUNTA EUROPA, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","943,38",,
"FERRALLADOS VARGAS SL","Mejorar la empleabilidad de las personas desempleadas","141,66",,
"FERRALLADOS ZACOR, SL","Mejorar la empleabilidad de las personas desempleadas","424,37",,
"FERRALLAS ALJOLA SL","Mejorar la empleabilidad de las personas desempleadas","1241,75",,
"FERRALLAS ARTILOP SL","Mejorar la empleabilidad de las personas desempleadas","393,33",,
"FERRALLAS AYUFA, S.L.","Mejorar la empleabilidad de las personas desempleadas","463,9",,
"FERRALLAS AZANA, S.L.","Mejorar la empleabilidad de las personas desempleadas","1877,18",,
"FERRALLAS CONTRERAS ROJO,S.L.L.","Mejorar la empleabilidad de las personas desempleadas","335,54",,
"FERRALLAS DEL ATLANTICO, S.L.","Mejorar la empleabilidad de las personas desempleadas","413,22",,
"FERRALLAS EL CID SL","Mejorar la empleabilidad de las personas desempleadas",980,,
"FERRALLAS ELIG, SL","Mejorar la empleabilidad de las personas desempleadas","172,31",,
"FERRALLAS ESPADA S.L.","Mejorar la empleabilidad de las personas desempleadas","1467,6",,
"FERRALLAS FERRUNI SL","Mejorar la empleabilidad de las personas desempleadas","866,5",,
"FERRALLAS HERLEMU, SL","Mejorar la empleabilidad de las personas desempleadas","331,12",,
"FERRALLAS HERMANOS CAMPOS MALDONADO, SL","Mejorar la empleabilidad de las personas desempleadas","566,64",,
"FERRALLAS ISMAEL, S.C.","Mejorar la empleabilidad de las personas desempleadas","346,52",,
"FERRALLAS JJP MAESTRAT, SL","Mejorar la empleabilidad de las personas desempleadas","1266,52",,
"FERRALLAS JOFEL, S.L.","Mejorar la empleabilidad de las personas desempleadas","277,78",,
"FERRALLAS JOFRAN SL","Mejorar la empleabilidad de las personas desempleadas","1266,73",,
"FERRALLAS LA CARRERA, SL","Mejorar la empleabilidad de las personas desempleadas","911,11",,
"FERRALLAS LA PLANA ALTA, SL","Mejorar la empleabilidad de las personas desempleadas","264,39",,
"FERRALLAS MARTINEZ PENALVA, SL","Mejorar la empleabilidad de las personas desempleadas","1345,77",,
"FERRALLAS MIKO SL","Mejorar la empleabilidad de las personas desempleadas","1928,92",,
"FERRALLAS PANORAMA S.L.U.","Mejorar la empleabilidad de las personas desempleadas","1124,44",,
"FERRALLAS PEDRO HERRERA, S.L.","Mejorar la empleabilidad de las personas desempleadas","3274,69",,
"FERRALLAS PIQUERAS, SL","Mejorar la empleabilidad de las personas desempleadas","428,88",,
"FERRALLAS RIO TIRON SL","Mejorar la empleabilidad de las personas desempleadas",1900,,
"FERRALLAS TARANCON, SL","Mejorar la empleabilidad de las personas desempleadas","451,08",,
"FERRALLAS VILLACONEJOS, SL","Mejorar la empleabilidad de las personas desempleadas","955,34",,
"FERRALLAS VULCANO, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","1596,57",,
"FERRALLAS Y ARMADOS TECOZAM S.L.U","Mejorar la empleabilidad de las personas desempleadas","57,72",,
"FERRALLAS Y CONSTRUCCIONES LAS MAJORERAS SL","Mejorar la empleabilidad de las personas desempleadas","826,66",,
"FERRALLAS Y CORRUGADOS EMCASA SL","Mejorar la empleabilidad de las personas desempleadas","1266,73",,
"FERRALLAS Y DESPIECES SL","Mejorar la empleabilidad de las personas desempleadas","611,13",,
"FERRALLAS Y ENCOFRADOS MORAL S.L.","Mejorar la empleabilidad de las personas desempleadas","413,15",,
"FERRALLAS Y ESTRUCTURAS MARBO S.L.","Mejorar la empleabilidad de las personas desempleadas","883,01",,
"FERRALLATS CANIGO, SA","Mejorar la empleabilidad de las personas desempleadas","733,3",,
"FERRALLERIA FERMAR SL","Mejorar la empleabilidad de las personas desempleadas","216,55",,
"FERRALLES MATEU SL","Mejorar la empleabilidad de las personas desempleadas","886,58",,
"FERRALTEX SL","Mejorar la empleabilidad de las personas desempleadas","4366,06",,
"FERRAM INSTALACIONES Y MANTENIMIENTO SL","Mejorar la empleabilidad de las personas desempleadas","1639,96",,
"FERRAMENTA Y FIXACIO, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","2052,63",,
"FERRAN CARPINTERIA DE ALUMINIO, SL","Mejorar la empleabilidad de las personas desempleadas","1400,94",,
"FERRAN GOMA FARRE, S.L.","Mejorar la empleabilidad de las personas desempleadas","2689,91",,
"FERRAN I FILLS ASSESSORS, SL","Mejorar la empleabilidad de las personas desempleadas","3383,2",,
"FERRAN PELEGRINA I ASSOCIATS, SERVEIS D ARQUITECTURA I","Mejorar la empleabilidad de las personas desempleadas",1300,,
"FERRAN SISTEMAS ELECTRICOS, S.L.","Mejorar la empleabilidad de las personas desempleadas","203,33",,
"FERRAN SPORTS, SL","Mejorar la empleabilidad de las personas desempleadas","1169,78",,
"FERRANDEZ PINTURA Y DECORACION SL","Mejorar la empleabilidad de las personas desempleadas","1679,92",,
"FERRANDIS FERRER HNOS CB","Mejorar la empleabilidad de las personas desempleadas",1420,,
"FERRANDIS Y SORNOSA ASOCIADOS S.L.","Mejorar la empleabilidad de las personas desempleadas","1274,94",,
"FERRANDO AUSINA SL","Mejorar la empleabilidad de las personas desempleadas","173,33",,
"FERRANDO TORRES & NOGUERA ASOCIADOS, SL","Mejorar la empleabilidad de las personas desempleadas","949,11",,
"FERRARA-PINOL, SL","Mejorar la empleabilidad de las personas desempleadas","1133,1",,
"FERRARA, SA","Mejorar la empleabilidad de las personas desempleadas","1273,09",,
"FERRARASER SL","Mejorar la empleabilidad de las personas desempleadas","53,12",,
"FERRATE ELECTRODOMESTICS, SL","Mejorar la empleabilidad de las personas desempleadas","319,96",,
"FERRATER, CAMPINS, MORALES,SL","Mejorar la empleabilidad de las personas desempleadas","702,94",,
"FERRAZ 86 SL","Mejorar la empleabilidad de las personas desempleadas","456,28",,
"FERRCASA LEVANTE, S.L.","Mejorar la empleabilidad de las personas desempleadas","493,14",,
"FERRE & FERRE ETIQUETES SL","Mejorar la empleabilidad de las personas desempleadas","1266,73",,
"FERRE LOPEZ 2001,S.L.(UNIPERSONAL)","Mejorar la empleabilidad de las personas desempleadas","1899,9",,
"FERRE OFICINA DE GESTIO SL","Mejorar la empleabilidad de las personas desempleadas","399,01",,
"FERRE TRENZANO MARKETING OUTSOURCING, SL","Mejorar la empleabilidad de las personas desempleadas","3245,57",,
"FERRECOCINA SL","Mejorar la empleabilidad de las personas desempleadas","318,78",,
"FERREI ASESORES DE EMPRESAS SL","Mejorar la empleabilidad de las personas desempleadas","557,26",,
"FERREIRA LERA S.L.L.","Mejorar la empleabilidad de las personas desempleadas","49,95",,
"FERREIRO CASTANEIRAS ROSA MARIA,S.L","Mejorar la empleabilidad de las personas desempleadas","1015,63",,
"FERREIRO GARCIA SA","Mejorar la empleabilidad de las personas desempleadas","269,13",,
"FERREIRO IND ESPANA, S.A.","Mejorar la empleabilidad de las personas desempleadas","859,94",,
"FERREIRO Y ABUIN BROKERS SL","Mejorar la empleabilidad de las personas desempleadas","696,67",,
"FERREIROS DE LA CAMPA SL","Mejorar la empleabilidad de las personas desempleadas","198,3",,
"FERRER & CASORRAN SL EN CONSTITUCION","Mejorar la empleabilidad de las personas desempleadas","493,45",,
"FERRER ARPA SL","Mejorar la empleabilidad de las personas desempleadas","1232,37",,
"FERRER CAMPING SL","Mejorar la empleabilidad de las personas desempleadas","3443,37",,
"FERRER CHAMBO COM.B.","Mejorar la empleabilidad de las personas desempleadas","467,46",,
"FERRER FORWARDERS S.L.","Mejorar la empleabilidad de las personas desempleadas","319,88",,
"FERRER GALLEGO SL","Mejorar la empleabilidad de las personas desempleadas","763,33",,
"FERRER HERMOSEL CB","Mejorar la empleabilidad de las personas desempleadas","361,89",,
"FERRER INTERNACIONAL SA","Mejorar la empleabilidad de las personas desempleadas","2169,13",,
"FERRER JO GERMANS, S.L.","Mejorar la empleabilidad de las personas desempleadas","339,86",,
"FERRER MARI, SL","Mejorar la empleabilidad de las personas desempleadas","695,59",,
"FERRER MUSICAL SA","Mejorar la empleabilidad de las personas desempleadas","2800,02",,
"FERRER NEUROCIENCIAS, SL","Mejorar la empleabilidad de las personas desempleadas","258,5",,
"FERRER NOGUERA SL","Mejorar la empleabilidad de las personas desempleadas","212,49",,
"FERRER OJEDA ASOCIADOS CORREDURIA DE SEGUROS SA","Mejorar la empleabilidad de las personas desempleadas",1600,,
"FERRER SABATER S.L.","Mejorar la empleabilidad de las personas desempleadas",700,,
"FERRER TELECOMUNICACIONES, SL","Mejorar la empleabilidad de las personas desempleadas","1929,04",,
"FERRER VALLS SA","Mejorar la empleabilidad de las personas desempleadas","1476,59",,
"FERRER VOLTA SA","Mejorar la empleabilidad de las personas desempleadas",1890,,
"FERRER Y OCTAVIO SL","Mejorar la empleabilidad de las personas desempleadas","593,14",,
"FERRERA DESARROLLOS Y PROMOCIONES S L","Mejorar la empleabilidad de las personas desempleadas","177,09",,
"FERRERA GESTION SL","Mejorar la empleabilidad de las personas desempleadas","1134,3",,
"FERRERA, CARPINTERIA METALICA CB","Mejorar la empleabilidad de las personas desempleadas","1197,7",,
"FERRERAS MAXILOFACIAL, S.L.","Mejorar la empleabilidad de las personas desempleadas","59,02",,
"FERRERIA CA N ANDREU SL","Mejorar la empleabilidad de las personas desempleadas","366,65",,
"FERRERIA CA N SEGUINA SLL","Mejorar la empleabilidad de las personas desempleadas","1075,32",,
"FERRERIA R.M. SANTASUSANA, SL","Mejorar la empleabilidad de las personas desempleadas","989,55",,
"FERRERIES, CATALANES, SL","Mejorar la empleabilidad de las personas desempleadas","1009,94",,
"FERRERKATESSEN,S.L.","Mejorar la empleabilidad de las personas desempleadas","365,15",,
"FERRERO PELUQUEROS SL","Mejorar la empleabilidad de las personas desempleadas","764,91",,
"FERRERO TORRES SL","Mejorar la empleabilidad de las personas desempleadas","481,62",,
"FERRES-SERRAT, S.L.","Mejorar la empleabilidad de las personas desempleadas","1305,62",,
"FERRESQUER SL","Mejorar la empleabilidad de las personas desempleadas","1899,9",,
"FERRESUIN, SL","Mejorar la empleabilidad de las personas desempleadas",1390,,
"FERRETE SA","Mejorar la empleabilidad de las personas desempleadas",950,,
"FERRETEBIEN SL","Mejorar la empleabilidad de las personas desempleadas","749,95",,
"FERRETERA MALAGUENA DE LA CONSTRUCCION SL","Mejorar la empleabilidad de las personas desempleadas","842,15",,
"FERRETERIA ACENTEJO SL","Mejorar la empleabilidad de las personas desempleadas","3817,26",,
"FERRETERIA AGRO-INDUSTRIAL CENTRE SL","Mejorar la empleabilidad de las personas desempleadas","2182,18",,
"FERRETERIA AHIS-ABAD EL CLAU, S.L.","Mejorar la empleabilidad de las personas desempleadas","334,2",,
"FERRETERIA ALBALADEJO SL","Mejorar la empleabilidad de las personas desempleadas","1326,88",,
"FERRETERIA ALCANTARILLA SL","Mejorar la empleabilidad de las personas desempleadas","53,12",,
"FERRETERIA ALEIX, SL","Mejorar la empleabilidad de las personas desempleadas","1679,72",,
"FERRETERIA ALQUIFERR ARANJUEZ SLEN CONSTITUCION","Mejorar la empleabilidad de las personas desempleadas","956,19",,
"FERRETERIA ALVARO, S.L.","Mejorar la empleabilidad de las personas desempleadas","229,95",,
"FERRETERIA ANCOSTA, SL","Mejorar la empleabilidad de las personas desempleadas","1060,06",,
"FERRETERIA ANTONINO SL","Mejorar la empleabilidad de las personas desempleadas","1266,73",,
"FERRETERIA BACARISAS SL","Mejorar la empleabilidad de las personas desempleadas","1037,24",,
"FERRETERIA BADIA SA","Mejorar la empleabilidad de las personas desempleadas",1900,,
"FERRETERIA BARCELONA,SA","Mejorar la empleabilidad de las personas desempleadas","279,93",,
"FERRETERIA BELTRAN SL","Mejorar la empleabilidad de las personas desempleadas","632,75",,
"FERRETERIA BENAHADUX, S.L.","Mejorar la empleabilidad de las personas desempleadas","832,76",,
"FERRETERIA BERRIAINZ SLL","Mejorar la empleabilidad de las personas desempleadas",1350,,
"FERRETERIA BURDINDEGIA LUIS OTANO SL","Mejorar la empleabilidad de las personas desempleadas",600,,
"FERRETERIA CAMPS, SL","Mejorar la empleabilidad de las personas desempleadas","544,46",,
"FERRETERIA CANAL, SA","Mejorar la empleabilidad de las personas desempleadas","2466,79",,
"FERRETERIA CANTABRA SL","Mejorar la empleabilidad de las personas desempleadas","655,46",,
"FERRETERIA CARRERA HERNANDEZ SL","Mejorar la empleabilidad de las personas desempleadas",2310,,
"FERRETERIA CARRETERO SL","Mejorar la empleabilidad de las personas desempleadas","1095,5",,
"FERRETERIA CASA SANCHEZ SL","Mejorar la empleabilidad de las personas desempleadas","1593,24",,
"FERRETERIA CENIT C.B.","Mejorar la empleabilidad de las personas desempleadas","977,82",,
"FERRETERIA CENTRO 2000 SA","Mejorar la empleabilidad de las personas desempleadas",2800,,
"FERRETERIA CERVERA,SL","Mejorar la empleabilidad de las personas desempleadas","1386,67",,
"FERRETERIA COMELLA SA","Mejorar la empleabilidad de las personas desempleadas",1900,,
"FERRETERIA CONRADA SL","Mejorar la empleabilidad de las personas desempleadas",1900,,
"FERRETERIA CORONA SA","Mejorar la empleabilidad de las personas desempleadas","1345,77",,
"FERRETERIA COSTA DEL SOL, S.L.","Mejorar la empleabilidad de las personas desempleadas","1635,53",,
"FERRETERIA COSTA SA","Mejorar la empleabilidad de las personas desempleadas","220,42",,
"FERRETERIA COYA 51, SL","Mejorar la empleabilidad de las personas desempleadas","1759,92",,
"FERRETERIA CUBAS SUMINISTROS INDUSTRIALES SA","Mejorar la empleabilidad de las personas desempleadas","1266,66",,
"FERRETERIA DIRECTA SL","Mejorar la empleabilidad de las personas desempleadas","328,91",,
"FERRETERIA DOLS S.L.","Mejorar la empleabilidad de las personas desempleadas","597,33",,
"FERRETERIA DOMENEC SEGUI, SL","Mejorar la empleabilidad de las personas desempleadas","3016,27",,
"FERRETERIA ECHEGARAY SL","Mejorar la empleabilidad de las personas desempleadas","1874,51",,
"FERRETERIA EL PILAR SL","Mejorar la empleabilidad de las personas desempleadas","219,98",,
"FERRETERIA ELECTRODOMESTICOS LUIS MARTINEZ SL","Mejorar la empleabilidad de las personas desempleadas","1033,33",,
"FERRETERIA ENCARNA, S.L.L.","Mejorar la empleabilidad de las personas desempleadas","2143,36",,
"FERRETERIA ENOL SA","Mejorar la empleabilidad de las personas desempleadas","708,3",,
"FERRETERIA EUROPA SA","Mejorar la empleabilidad de las personas desempleadas","1899,9",,
"FERRETERIA FEMACO SL UNIPERSONAL","Mejorar la empleabilidad de las personas desempleadas","1393,62",,
"FERRETERIA FERRI SA","Mejorar la empleabilidad de las personas desempleadas","1848,26",,
"FERRETERIA FLORIDA SL","Mejorar la empleabilidad de las personas desempleadas","2102,29",,
"FERRETERIA GABAN SA","Mejorar la empleabilidad de las personas desempleadas","59,94",,
"FERRETERIA GARCIA ABADILLO SL","Mejorar la empleabilidad de las personas desempleadas",1200,,
"FERRETERIA GONYFERS.L.","Mejorar la empleabilidad de las personas desempleadas","188,9",,
"FERRETERIA GREGORIO SL","Mejorar la empleabilidad de las personas desempleadas","1103,99",,
"FERRETERIA GUADALCACIN SL","Mejorar la empleabilidad de las personas desempleadas","849,96",,
