BENEFICIARIO,TIPO DE OPERACIÓN,"GASTO
PÚBLICO"
"A + 2, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.673,00"
"KONECTANET COMERCIALIZACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.840,00"
"KPMG RECURSOS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"11.250,00"
"KRUNCH ASTURIAS HOSTELERIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"9.257,69"
"KRUNCH ASTURIAS HOSTELERIA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.854,34"
"LA RESTINGA DE REDES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"LA VIÑONA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"LABEL MICROHARD, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.656,20"
"LABORATORIO DENTAL JD, C.B.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.713,20"
"LABORATORIO DENTAL PUERTA DE LA CRUZ, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.849,60"
"LABORATORIO DENTAL VALLADO, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"962,10"
"LABORATORIO INTERPROFESIONAL 
LECHERO DE ASTURIAS (LILA)",Mejorar la empleabilidad de las personas desempleadas,"18.491,20"
"LABORATORIO INTERPROFESIONAL 
LECHERO DE ASTURIAS (LILA)",Mejorar la empleabilidad de las personas desempleadas,"660,00"
"LABORATORIO INTERPROFESIONAL 
LECHERO DE ASTURIAS (LILA)","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","11.557,00"
"LABORATORIO NALON DENTAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.988,80"
"LABORATORIOS DIASA PHARMA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"43.765,68"
"LABORATORIOS E INDUSTRIAS NORIEGA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.680,00"
"LABYFIS, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.105,60"
"LABYFIS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"LACADOS Y BARNIZADOS HERGOR, CB",Mejorar la empleabilidad de las personas desempleadas,"1.095,64"
"LAFISCO ASESORIA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.818,80"
"LAVENOR ACUSTICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.655,39"
"LEAL E HIJOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"LEAL E HIJOS, SL",Mejorar la empleabilidad de las personas desempleadas,"1.364,40"
"LEAL E HIJOS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.378,60"
"LEGALIA ABOGADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.924,40"
"LEGAZPI CONUNIDAD VIRTUAL, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.279,60"
"LENFERSA ASESORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.768,96"
"LEOMOTOR ASTURIAS, SL",Mejorar la empleabilidad de las personas desempleadas,"12.048,78"
"LIDER DIAMANT, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
LIGHT EXPO SERVICIOS CULTURALES SL,Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
LIGHT-EXPO SERVICIOS CULTURALES SL,Mejorar la empleabilidad de las personas desempleadas,"8.461,20"
"LIMPIEZAS BRILLASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.507,00"
"LIMPIEZAS COLOMA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.640,00"
"LISAMA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"6.442,20"
"LISAMA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.076,20"
"LISAMA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"LITIS CONSORCIO ASESORAMIENTO Y 
ADMINISTRACION, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.390,50"
"LIXUS 2000, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"LLACA ASESORIA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.608,20"
"LLAGAR EL QUESU, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
"LLETRICA 2005, S.L.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
LOBO MECANIZADOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.106,90"
"LOREDO MUEBLES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.999,10"
"LORTTEC TELEMARKETING, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"1.017,64"
"LOS NOGALES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
LUGARU SA,Mejorar la empleabilidad de las personas desempleadas,"2.010,17"
"LUMEN ASESORES, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"LUMO ARQUITECTOS, S.L.P",Mejorar la empleabilidad de las personas desempleadas,"3.960,90"
"LUNILANDIA PEQUES, S L L.",Mejorar la empleabilidad de las personas desempleadas,"513,54"
"LUX DENTAL, SL",Mejorar la empleabilidad de las personas desempleadas,"11.705,92"
"LUXASTUR, SL",Mejorar la empleabilidad de las personas desempleadas,"2.622,00"
"LUZ INDUSTRIAL Y CONSERVACION 
ASCENSORES SL",Mejorar la empleabilidad de las personas desempleadas,"6.960,00"
"M.Z.G. ARQUITECTURA, SL",Mejorar la empleabilidad de las personas desempleadas,"4.664,40"
"M2C CONSULTING ASTURIAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"15.360,00"
"M2C CONSULTING ASTURIAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.000,00"
"MAAR ARQUITECTOS, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.652,00"
"MADERAS EMILIO CARRERA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"MADERAS Y PUERTAS ALVAREZ HERMANOS, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.422,62"
"MALAQUIAS MORALES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
MANCOMUNIDAD DEL VALLE DEL NALÓN,Prevención del abandono escolar y refuerzo de la formación inicial,"28.994,68"
"MANTENIMIENTO MULTIMARCA DEL 
AUTOMOVIL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"MANTENIMIENTOS DEL ORIENTE 2001, SL",Mejorar la empleabilidad de las personas desempleadas,"3.523,20"
"MANUFACTURAS TECNICAS E 
INSTALACIONES INDUSTRIALES S.A.",Mejorar la empleabilidad de las personas desempleadas,"6.774,48"
"MANUFACTURAS TECNICAS E 
INSTALACIONES INDUSTRIALES S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.200,00"
"MANUFACTURAS TECNICAS E 
INSTALACIONES INDUSTRIALES, S.A.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"MANZANEDA ASESORES, S. R. L.",Mejorar la empleabilidad de las personas desempleadas,"2.541,60"
"MAPFRE SERVICIO DE PREVENCION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"9.000,00"
"MAQUINARIA DEL EO, S. A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"MARCE, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"MARCOS CANCIO, SL",Mejorar la empleabilidad de las personas desempleadas,"8.347,20"
"MARIA JOSE MOCHALES, S.L.U.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"MARIA TELENTI Y ASOCIADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.193,80"
"MARIANO LARIOS SEGOVIA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.800,00"
"MARIANO SANZ CUESTA Y JOSE OSCAR 
FERNANDEZ GARCIA, C.B.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"MARISCOS OVIÑANA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"MARTIN Y QUIQUE, C.B.",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"MAXILO-ASTUR, SL",Mejorar la empleabilidad de las personas desempleadas,"3.303,00"
"MAYO, PINTADO & GARCIA, BUFETE DE 
ABOGADOS, C.B.",Mejorar la empleabilidad de las personas desempleadas,"5.757,30"
"MC CHARLY & COMPANY, C.B",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"MC CONSERVACION Y RESTAURACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.524,40"
"MECANICA DE CASTRILLON, S.A.",Mejorar la empleabilidad de las personas desempleadas,"5.706,58"
"MECANICA DE CASTRILLON, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.612,08"
"MECANIZACIONES INDUSTRIALES SAN 
CLAUDIO, SL",Mejorar la empleabilidad de las personas desempleadas,"5.156,40"
"MECANIZADOS CAS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"11.294,76"
"MECANIZADOS Y REPARACIONES NESTER, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.677,90"
"MEDICINA Y CIRUGIA ORAL Y MAXILOFACIAL, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.267,20"
"MEDICINA Y FISIOTERAPIA EL CAU, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"2.633,70"
"MELTEC MODULAR SYSTEM, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.574,80"
"MENARTA XXI, S.L","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.120,00"
MENENDEZ ARANCON S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.797,20"
"MENSAOCCIDENTE, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"MENSAOCCIDENTE, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"MENSECO Y ASOCIADOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"MENSECO Y ASOCIADOS,S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.535,60"
"MENTA Y LIMON DECORACION, S.L",Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
"MERCAPEL, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"MESFRONTANO, SL",Mejorar la empleabilidad de las personas desempleadas,"2.036,40"
"METAL CONSTRUCCION Y AFINES DE LA 
U.G.T. FEDERACION ESTATAL MCA-UGT",Mejorar la empleabilidad de las personas desempleadas,"171.563,00"
"METAL CONSTRUCCION Y AFINES DE LA 
U.G.T. FEDERACION ESTATAL MCA-UGT","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","92.225,80"
"METALASER NORTE, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.942,20"
"METALASER NORTE, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"METALCONSA PRADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.778,30"
"METALICAS PRAVIANAS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"METALNET, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
MI COLE CB,Mejorar la empleabilidad de las personas desempleadas,"2.393,10"
MI SOFA ESPAÑA S.L.U.,"Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"MIERES DENTAL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"MILESMAN, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.200,00"
"MIRANDA CONSULTING EMPRESARIAL, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.693,20"
"MIRATALIA OPTICOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"10.854,00"
"MODAS COFRANTOS, SL",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"MOLUBA, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.087,10"
"MONASTERIO CISTERCIENSE STA MARIA DE 
VALDEDIOS","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"MONTAJES DEL CANTABRICO, S.L","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.910,10"
"MONTAJES ELECTRICOS INDUSTRIALES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"5.982,90"
"MONTAJES PROYECTOS Y MANTENIMIENTO, 
S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.200,00"
"MONTAJES Y MANTENIMIENTOS 
INDUSTRIALES ASTUREA S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.141,75"
"MONTELASTUR, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"MONTESERIN FERNANDEZ Y GARCIA 
MENENDEZ CB",Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"MORAN Y MERINO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.600,00"
"MOTOR NALON, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.211,10"
"MOTOVIEDO PPDO. DE ASTURIAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"MULTICLINICA LASERDENTAL GIJON, SL",Mejorar la empleabilidad de las personas desempleadas,"1.269,00"
"MUNDIELECTRIC, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.461,40"
"MUNDIELECTRIC, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.300,70"
"MUNDO TOUR ESPAÑA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.630,90"
"MUROS EL PAYUELO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.287,60"
MUTUALIDAD DE FUTBOLISTAS ESPAÑOLES,Mejorar la empleabilidad de las personas desempleadas,"2.160,00"
MV CONSULTORIA DEL PRINCIPADO SL,Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"MV CONSULTORIA DEL PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"19.209,72"
MYRSA REPARACIONES Y LIMPIEZAS SL,Mejorar la empleabilidad de las personas desempleadas,"10.926,60"
"NECOR SERVICIOS INMOBILIARIOS, SAL",Mejorar la empleabilidad de las personas desempleadas,"4.392,00"
NELVA RESIDENCIA TERCERA EDAD SL,Mejorar la empleabilidad de las personas desempleadas,"1.996,48"
"NEO METRICS ANALYTICS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"60.481,50"
"NEOTOP, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.491,84"
NESTLE ESPAÑA S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"NESTLE ESPAÑA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","39.900,00"
"NOEGA INGENIERIA Y MEDIO AMBIENTE, S.A.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"NOEGA INGENIERIA Y MEDIOAMBIENTE, S.A.",Mejorar la empleabilidad de las personas desempleadas,"24.724,80"
"NOEGA INGENIEROS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"4.684,50"
"NOEMA ELECTRICIDAD Y MANTENIMIENTO, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"NOEMA ELECTRICIDAD Y MANTENIMIENTO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
NOREÑA OPTICOS SL,Mejorar la empleabilidad de las personas desempleadas,"3.019,01"
"NORIEGA PROYECCIONES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"NORTE AUDITORES Y ASESORES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.396,00"
"NORTE MOTOR, S.A.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"NORTEÑA DE COMERCILIZACION 
SIDERURGICA, S.A. (NORSIDER)",Mejorar la empleabilidad de las personas desempleadas,"2.505,60"
"NORTPALET FABRICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"7.525,80"
"NOSPRA, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
NOTANARANJA SLL,Mejorar la empleabilidad de las personas desempleadas,"2.174,90"
"NOVA SERIGRAFIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"NUEVA DELTA ASESORES, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.360,00"
"NUEVA GESTION INFORMATICA,S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"NUMERICAL ANALYSIS TECHNOLOGIES, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.355,55"
"NUMERICAL ANALYSIS TECNOLOGIES, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"OBRAS Y CONTRATAS DEL PRINCIPADO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"OBRAS Y CONTRATAS NALON, SL",Mejorar la empleabilidad de las personas desempleadas,"3.605,70"
"OCA CONSTRUCCIONES Y PROYECTOS, S.A.",Mejorar la empleabilidad de las personas desempleadas,"18.727,20"
OCCIDIS S.L.,Mejorar la empleabilidad de las personas desempleadas,"2.980,80"
"OCN PROYECTOS INFORMATICOS SIGLO XXI, 
SL",Mejorar la empleabilidad de las personas desempleadas,"5.362,85"
"OLICRIS, S. L.",Mejorar la empleabilidad de las personas desempleadas,"9.627,60"
"OLIVAR PINTUELES, C.B.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"OLIVAR PINTUELES, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"OPEN MS SERVICIOS Y RECURSOS 
HUMANOS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.440,00"
"OPERADOR GLOBAL DE TRANSPORTES, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
OPTICA VAQUERO S.A.,Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"OPTICA VAQUERO, S.A.",Mejorar la empleabilidad de las personas desempleadas,"1.320,00"
"ORNALUX, S.A.",Mejorar la empleabilidad de las personas desempleadas,"5.496,30"
"ORNALUX, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.103,40"
OVILUX CB,Mejorar la empleabilidad de las personas desempleadas,"7.207,20"
"PAGRAN, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.900,00"
"PALACIO DE MERES, S.A",Mejorar la empleabilidad de las personas desempleadas,"4.203,90"
"PAN DE IBIAS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.102,80"
"PANADERIA HERMANOS RAMOS, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"PANADERIA JUAKY, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"PANADERIA SOTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"900,00"
"PANELASTUR, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.888,00"
"PANERO LOGISTICA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.703,60"
"PARAQUEIRA, S.L.L.",Mejorar la empleabilidad de las personas desempleadas,"3.430,80"
"PARNON GALUNA, S.L.U. (NATUR HOUSE)","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","4.803,72"
"PARQUE VERDE ASTURIAS, SL",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"PEDRO FERNANDEZ MIGUELEZ, S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.468,00"
"PELAEZ GALNARES ADMINISTRACION Y 
GESTION SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.104,90"
"PELUQUERIA BRIMEL, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.440,00"
"PELUQUERIA Y BELLEZA NAYA Y GLORIA, C.B.",Mejorar la empleabilidad de las personas desempleadas,"9.712,20"
"PELUQUERIA Y BELLEZA NAYA Y GLORIA, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.565,55"
"PERFILES LLANEZA, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
"PESCADOS CORTINA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"PESCADOS PACO NUEVOS DESARROLLOS, 
S.L.",Mejorar la empleabilidad de las personas desempleadas,"3.712,50"
"PHB WESERHUTTE, S.A.",Mejorar la empleabilidad de las personas desempleadas,"20.424,02"
PHOENIX CONTACT S.A.,Mejorar la empleabilidad de las personas desempleadas,"600,00"
PHOENIX CONTACT S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"PIEL2000 TIENDAS, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","3.300,00"
"PINTURA Y DECORACION BEMAR, SL",Mejorar la empleabilidad de las personas desempleadas,"720,00"
"PIÑERA BASTIAN, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"PISA, PROYECTOS DE INNOVACION, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.880,00"
"PLASTICOS QUEVEDO, S.L,",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"POLAR INGENIERIA, MONTAJES Y 
MANTENIMIENTO","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"POLAR INGENIERIA, MONTAJES Y 
MANTENIMIENTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.362,99"
"POLAR INGENIERIA, MONTAJES Y 
MANTENIMIENTO, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.224,90"
"POLICLINICAS TORENO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"600,00"
"POLICLINICAS TORENO, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.080,00"
POLICLINICO VETERINARIO DE NAVIA S COOP,Mejorar la empleabilidad de las personas desempleadas,"693,00"
POOL BAR S.L.U.,Mejorar la empleabilidad de las personas desempleadas,"1.800,00"
"POSTRES DELICATESSEN, S.L.L","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","1.560,00"
"POWER SHOP NORTE, S.L.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"POWER SHOP NORTE, SL",Mejorar la empleabilidad de las personas desempleadas,"1.401,30"
PRAGMA SOCIAL SL,Mejorar la empleabilidad de las personas desempleadas,"4.719,60"
PRAGMA SOCIAL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.100,00"
"PRAJOYA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.400,00"
"PRALIBEL, S.A",Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"PRASAT INSTALACIONES ELECTRICAS, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.821,60"
"PREFABRICADOS INDUSTRIALES DEL NORTE, 
S.A.",Mejorar la empleabilidad de las personas desempleadas,"6.750,00"
"PREFABRICADOS INDUSTRIALES DEL NORTE, 
S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"PREVENCION SEGURIDAD Y SALUD, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.835,00"
"PREVENCION Y MANTENIMIENTO, S.L.",Mejorar la empleabilidad de las personas desempleadas,"20.245,80"
"PREVER LABORAL, SL",Mejorar la empleabilidad de las personas desempleadas,"2.041,20"
"PRIETO VALIENTE ABOGADOS, C.B.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"PRIETO VALIENTE ABOGADOS, C.B.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.880,00"
"PRINCIPADO PREVENCION, S.L.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.563,39"
"PRINCIPITOS SIGLO XXI, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.409,40"
"PRINSEASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"2.103,90"
PRISMA INGENIERIA Y DISEÑO S.L.,Mejorar la empleabilidad de las personas desempleadas,"1.814,40"
"PROCINSA INGENIERIA, S.A.",Mejorar la empleabilidad de las personas desempleadas,"18.627,55"
"PROCINSA INGENIERIA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.300,00"
"PROCORME PROYECTOS CORTES Y 
MECANIZADOS, S.A",Mejorar la empleabilidad de las personas desempleadas,"11.640,00"
"PROCORME PROYECTOS CORTES Y 
MECANIZADOS, S.A","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.400,00"
"PRODUCCIONES IDOLA MEDIA, S.L.",Mejorar la empleabilidad de las personas desempleadas,"10.227,15"
"PRODUCTOS LA LUARQUESA, SL",Mejorar la empleabilidad de las personas desempleadas,"2.188,80"
"PRODUCTOS SIDERURGICOS Y APLANADOS 
SL",Mejorar la empleabilidad de las personas desempleadas,"2.172,60"
"PROIMA ZEBRASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"1.200,00"
"PROIMA-ZEBRASTUR, S.L.",Mejorar la empleabilidad de las personas desempleadas,"30.672,00"
"PROIMA-ZEBRASTUR, S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.496,10"
"PROINSOLAR XXI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.142,40"
"PROJADE, S. A.",Mejorar la empleabilidad de las personas desempleadas,"2.242,80"
"PROMETEO INNOVATIONS, SLNE",Mejorar la empleabilidad de las personas desempleadas,"2.880,00"
"PROMOCIONES ASTURVIANGO, SL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","2.400,00"
"PROMOCIONES INMOBILIARIAS Y 
EQUIPAMIENTOS DEL NORTE, SA",Mejorar la empleabilidad de las personas desempleadas,"9.000,00"
"PROMOCIONES INMOBILIARIAS Y 
EQUIPAMIENTOS DEL NORTE, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.400,00"
